[0] 3:20	[music]
[4840] 3:37:44	let's talk about it anyway.
[4841] 3:37:46	Uh Acts 15:29.
[4842] 3:37:57	Okay, so uh this is talking about the um
[4843] 3:38:01	Council of Jerusalem.
[4844] 3:38:04	Uh it's the first Council of of the
[4845] 3:38:06	apostles.
[4846] 3:38:08	And we'll start at verse 28 here.
[4847] 3:38:11	For it seemed good to the Holy Spirit
[4848] 3:38:12	and to us to lay upon you no greater
[4849] 3:38:15	burden than these essentials,
[4850] 3:38:17	that you abstain from things sacrificed
[4851] 3:38:20	to idols, and from blood, and from
[4852] 3:38:22	things strangled, and from fornication.
[4853] 3:38:25	If you free
[4854] 3:38:27	you keep yourself free of such things,
[4855] 3:38:28	you will do well. Farewell. So, that's
[4856] 3:38:30	that's almost that's the entire
[4857] 3:38:31	statement of the Council of of Jerusalem
[4858] 3:38:34	here.
[4859] 3:38:36	Um so, it's not much at all.
[4860] 3:38:39	Uh they also determined uh talked about
[4861] 3:38:41	circumcision as well, but that's that's
[4862] 3:38:44	in a different place.
[4863] 3:38:45	Uh so,
[4864] 3:38:47	so they asked them to abstain from
[4865] 3:38:49	eating stuff sacrificed to idols. Again,
[4866] 3:38:52	this is sort of a knowing thing. If you
[4867] 3:38:54	know it's sacrificed from idols, stay
[4868] 3:38:56	away from that.
[4869] 3:38:57	Uh from from the consumption of blood
[4870] 3:39:00	and from things strangled and from
[4871] 3:39:02	fornication. So, strangling is not an
[4872] 3:39:04	acceptable method because uh
[4873] 3:39:07	the blood retains in the meat. So, it's
[4874] 3:39:09	not talking about rare meat. It's about
[4875] 3:39:11	that uh the the use of say blood in
[4876] 3:39:15	consumed products.
[4877] 3:39:17	So,
[4878] 3:39:20	so yeah, I just don't think it's um
[4879] 3:39:23	it's not talking about rare meat at all.
[4880] 3:39:25	So, yeah, free to have feel free to have
[4881] 3:39:27	your steak tartar.
[4882] 3:39:29	It's fine for Christians to eat steak
[4883] 3:39:31	tartar and it's delicious. So,
[4884] 3:39:33	knock yourself out.
[4885] 3:39:39	Was there something you left over?
[4886] 3:39:43	>> The rare meat thing.
[4887] 3:39:44	>> Oh, the rare meat thing.
[4888] 3:39:46	>> Yes, we we have this discussion many
[4889] 3:39:48	times.
[4890] 3:39:49	>> Yes.
[4891] 3:39:50	>> I just ate it.
[4892] 3:39:53	You want to eat the rare meat?
[4893] 3:39:55	Dinner with a tight
[4894] 3:39:56	blood dripping
[4895] 3:40:02	>> Hey, I like my meat rare.
[4896] 3:40:06	I don't like it just rare like it's raw.
[4897] 3:40:10	Mrs. Producer finds that disgusting.
[4898] 3:40:13	But, she doesn't have to eat it.
[4899] 3:40:18	Okay, moving on [laughter] here.
[4900] 3:40:20	>> Mr. Bacon is rare meat.
[4901] 3:40:23	Um
[4902] 3:40:24	yeah.
[4903] 3:40:26	>> [clears throat]
[4904] 3:40:33	>> Okay, we got a super chat here from Jack
[4905] 3:40:35	for $10. Thank you very much for the
[4906] 3:40:37	super chat.
[4907] 3:40:39	He says, "I know someone who says he's a
[4908] 3:40:41	Christian and a Freemason." Yeah, you
[4909] 3:40:42	get those.
[4910] 3:40:44	He also sees things through the hidden
[4911] 3:40:46	knowledge mindset. Yeah, cuz
[4912] 3:40:49	Freemasonry is Gnosticism.
[4913] 3:40:51	What are your thoughts on a person being
[4914] 3:40:53	Christian and a Freemason?
[4915] 3:40:58	The same My my thoughts here are the
[4916] 3:41:01	same as a
[4917] 3:41:03	person being a Christian and a Hindu.
[4918] 3:41:08	They are mutually exclusive uh
[4919] 3:41:10	religious thoughts.
[4920] 3:41:13	And frankly, one of them is going to
[4921] 3:41:14	win.
[4922] 3:41:15	And it isn't going to be Christianity.
[4923] 3:41:19	You cannot serve two masters.
[4924] 3:41:23	Christianity
[4925] 3:41:24	depends on total fidelity to Christ and
[4926] 3:41:27	no other.
[4927] 3:41:31	The problem with Freemasonry is it does
[4928] 3:41:33	not
[4929] 3:41:34	believe that Christianity is the truth.
[4930] 3:41:38	It believes that
[4931] 3:41:40	Christianity is a truth.
[4932] 3:41:43	One of many truths that lead you to God.
[4933] 3:41:48	It is a message that is antithetical to
[4934] 3:41:51	the gospel of Jesus Christ.
[4935] 3:41:55	Yeah, it's like Chrislam.
[4936] 3:41:56	Yeah, same thing.
[4937] 3:42:00	So, um
[4938] 3:42:02	Yeah, so he's he's definitely viewing
[4939] 3:42:04	things through that Gnostic framework,
[4940] 3:42:06	and that's what Freemasonry does.
[4941] 3:42:09	Is it does tinker
[4942] 3:42:11	with your
[4943] 3:42:13	religious thinking so you start seeing
[4944] 3:42:15	all religions as facets of one
[4945] 3:42:19	undiscoverable truth.
[4946] 3:42:23	So,
[4947] 3:42:26	this is very very common
[4948] 3:42:28	among Freemasons who claim to to to be
[4949] 3:42:31	Christian is they're they're less
[4950] 3:42:34	Christian and more gnostic.
[4951] 3:42:38	Very gnostic.
[4952] 3:42:39	They believe in secret knowledge.
[4953] 3:42:41	They believe that Freemasonry has the
[4954] 3:42:44	secrets to salvation.
[4955] 3:42:48	Uh
[4956] 3:42:50	and it's all wrapped up in a nice uh
[4957] 3:42:52	tidy business package.
[4958] 3:42:56	They hold that Christianity cannot be
[4959] 3:42:58	the truth
[4960] 3:43:00	because that would that would um
[4961] 3:43:04	that would invalidate the Freemason
[4962] 3:43:06	vows.
[4963] 3:43:08	So,
[4964] 3:43:11	um it's not possible to be Christian and
[4965] 3:43:14	a Freemason in good conscience,
[4966] 3:43:16	essentially.
[4967] 3:43:18	So,
[4968] 3:43:30	um
[4969] 3:43:33	And her grand goes, "All roads lead to
[4970] 3:43:35	the same place, Baha'i." Yeah.
[4971] 3:43:38	Yeah, Baha'i is very much like that,
[4972] 3:43:39	too.
[4973] 3:43:41	Um
[4974] 3:43:43	It is a dude. Yep, Baha'i is a good
[4975] 3:43:44	example. Yeah, and um
[4976] 3:43:47	Baha'i tries to blend nine faiths
[4977] 3:43:50	and
[4978] 3:43:51	ends up compromising Christianity.
[4979] 3:43:54	You know,
[4980] 3:43:55	it's one of the nine ways, but you look
[4981] 3:43:57	at what they what the Baha'i say, it all
[4982] 3:44:01	comes down to the Bab.
[4983] 3:44:03	The Bab and Baha'u'llah.
[4984] 3:44:06	Well, that's
[4985] 3:44:08	and
[4986] 3:44:10	it was another false Christ.
[4987] 3:44:13	A false Christ that usurped the original
[4988] 3:44:16	Christ.
[4989] 3:44:19	So,
[4990] 3:44:26	So, Baha'i is a very, very good example
[4991] 3:44:28	of that.
[4992] 3:44:44	The Dudes of Dude says, "I'm getting a
[4993] 3:44:46	ton of Hebrew language ads."
[4994] 3:44:48	Well, dude, you have to stop if you if
[4995] 3:44:51	you keep ordering the filter fish
[4996] 3:44:53	online, you're going to get Hebrew
[4997] 3:44:55	language ads.
[4998] 3:44:59	>> [laughter]
[4999] 3:45:01	>> What do you expect? You have you order
[5000] 3:45:03	the filter fish online, you're going to
[5001] 3:45:05	get Hebrew language ads.
[5002] 3:45:10	Because if you eat the filter fish, you
[5003] 3:45:12	probably don't know Hebrew.
[5004] 3:45:14	>> [laughter]
[5005] 3:45:20	[laughter]
[5006] 3:45:25	[laughter]
[5007] 3:45:27	>> Uh good times. Good times.
[5008] 3:45:49	Uh The Dudes of Dude asks, "Thoughts on
[5009] 3:45:51	the Nebel pyramid?"
[5010] 3:45:53	Um is this the one that's beside the
[5011] 3:45:57	um pyramid of of of um
[5012] 3:46:01	Khafre?
[5013] 3:46:03	Um I'm not really sure which one this
[5014] 3:46:05	is. I think this is the one that's
[5015] 3:46:06	beside the
[5016] 3:46:08	the one that's been leveled.
[5017] 3:46:10	It's beside the uh Khafre pyramid.
[5018] 3:46:13	Um it's debatable which it is. Okay, so
[5019] 3:46:16	I know which one this is.
[5020] 3:46:18	Um
[5021] 3:46:21	I think it's not worth watch going and
[5022] 3:46:23	see, honestly. There's nothing there.
[5023] 3:46:25	You go there today, you don't see much
[5024] 3:46:27	of anything.
[5025] 3:46:28	Um
[5026] 3:46:30	Is it possible it was for a ka statue?
[5027] 3:46:32	It's possible.
[5028] 3:46:34	It's also possible that it was for a uh
[5029] 3:46:36	a um queen burial, too.
[5030] 3:46:39	Um it it has the same design patterns
[5031] 3:46:42	that you see on say uh
[5032] 3:46:45	the queen pyramids of um
[5033] 3:46:48	of Khufu, with the exception of that
[5034] 3:46:50	additional shaft.
[5035] 3:46:52	Um the
[5036] 3:46:55	um the kiosk that was buried in that
[5037] 3:46:57	shaft is very suggestive.
[5038] 3:47:00	So, it's possible it could have been for
[5039] 3:47:03	a ka statue.
[5040] 3:47:04	But, we just don't Yeah, we just don't
[5041] 3:47:07	have that information.
[5042] 3:47:10	The Dozer Dude says, "Yeah, there's a
[5043] 3:47:11	short passage that goes nowhere."
[5044] 3:47:14	Yeah, it does.
[5045] 3:47:16	Um
[5046] 3:47:17	I'd like to see a lot more
[5047] 3:47:20	um of that
[5048] 3:47:23	of of the um kiosk that was recovered
[5049] 3:47:26	and reconstructed. They don't put that
[5050] 3:47:28	on display, which is unfortunate. I'd
[5051] 3:47:30	I'd be very interested in that. That's
[5052] 3:47:32	actually sounds more interesting to me
[5053] 3:47:34	than the pyramid itself.
[5054] 3:47:37	>> Are they ever going to do a showing?
[5055] 3:47:41	>> Uh
[5056] 3:47:41	>> Are they You just said you'd wanted to
[5057] 3:47:43	see something in
[5058] 3:47:44	>> Oh, no, no. It's It's in the It's in the
[5059] 3:47:46	basement.
[5060] 3:47:48	They They've had this thing for years.
[5061] 3:47:50	>> So, no plans to
[5062] 3:47:52	>> No, there's no plans to display it. No.
[5063] 3:47:55	Yeah.
[5064] 3:47:56	There's no plans to display it. It's
[5065] 3:47:57	just
[5066] 3:47:59	um
[5067] 3:48:01	And And it really wasn't forgotten about
[5068] 3:48:03	that much
[5069] 3:48:05	um as much as it wasn't that interesting
[5070] 3:48:07	to begin with.
[5071] 3:48:09	Uh, if they had found now pieces of Ka
[5072] 3:48:11	statue in the pyramid, that would be
[5073] 3:48:14	[clears throat] interesting. Oh, that
[5074] 3:48:15	would be interesting.
[5075] 3:48:17	But, the fact that the Ka statue is not
[5076] 3:48:19	in the pyramid
[5077] 3:48:21	and the kiosk was disassembled and
[5078] 3:48:24	placed in this alternate shaft,
[5079] 3:48:27	what that seems to me
[5080] 3:48:30	would strike me as being closer to
[5081] 3:48:33	was
[5082] 3:48:35	um
[5083] 3:48:37	in in the mortuary temple in in sort of
[5084] 3:48:40	the mortuary temple, that's where the Ka
[5085] 3:48:42	statue would normally be. Ka statue
[5086] 3:48:45	wouldn't so much be in that satellite
[5087] 3:48:47	pyramid. It would normally be in the
[5088] 3:48:50	in the um
[5089] 3:48:52	in the temple area.
[5090] 3:48:55	So,
[5091] 3:48:57	yeah, it's built under the uh outer wall
[5092] 3:49:00	of the pyramid. Well, it's not really
[5093] 3:49:01	under the outer wall. Um
[5094] 3:49:05	Um, it's not quite like that.
[5095] 3:49:10	Um
[5096] 3:49:13	It It It It is under the paving area.
[5097] 3:49:17	Okay? It It's under the paving area.
[5098] 3:49:20	Um, that pyramid I doubt it even It It's
[5099] 3:49:23	questionable whether it had an outer
[5100] 3:49:25	wall.
[5101] 3:49:27	Um
[5102] 3:49:29	But, here's what I think. Um
[5103] 3:49:31	Just just from what I've seen so far.
[5104] 3:49:35	Cuz Cuz those statues and They They used
[5105] 3:49:38	to be in almost all of those, say,
[5106] 3:49:41	funerary temples that are attached to
[5107] 3:49:43	pyramids, statues that offerings were
[5108] 3:49:46	presented to
[5109] 3:49:49	um to the king.
[5110] 3:49:51	And then, those
[5111] 3:49:55	And those statues
[5112] 3:49:57	were held within
[5113] 3:50:00	say, um wooden kiosks, wooden cloth
[5114] 3:50:03	kiosks
[5115] 3:50:05	like what was shown.
[5116] 3:50:08	But here's the thing, once those those
[5117] 3:50:11	temple cults shut down,
[5118] 3:50:15	what do you do
[5119] 3:50:17	with the statue and the kiosk?
[5120] 3:50:23	Okay?
[5121] 3:50:24	So
[5122] 3:50:28	So
[5123] 3:50:30	you can't just
[5124] 3:50:32	demolish them.
[5125] 3:50:33	You can't just burn it.
[5126] 3:50:36	Typically the statue is buried and so is
[5127] 3:50:40	the
[5128] 3:50:41	um
[5129] 3:50:42	so is the kiosk.
[5130] 3:50:45	So here's what I think happened, okay?
[5131] 3:50:50	>> [clears throat]
[5132] 3:50:51	>> Well, I there's there's that that that
[5133] 3:50:53	mortuary temple is not a great place to
[5134] 3:50:56	do bury that stuff.
[5135] 3:50:59	There's a cemetery base there, it's just
[5136] 3:51:01	not a good place to to to to bury that.
[5137] 3:51:04	So I think the only place they could
[5138] 3:51:06	bury that appropriately
[5139] 3:51:09	when the when the temple cults shut down
[5140] 3:51:11	was actually in the satellite pyramid. I
[5141] 3:51:13	don't think that satellite pyramid was
[5142] 3:51:15	built for a ka statue.
[5143] 3:51:19	I think that satellite pyramid was built
[5144] 3:51:21	for a queen.
[5145] 3:51:23	But I also think that they were easily
[5146] 3:51:26	easily able to cut another passage down
[5147] 3:51:28	into it cuz there was a rocky shelf
[5148] 3:51:31	there.
[5149] 3:51:32	And then they could just put in the ka
[5150] 3:51:35	statue and the
[5151] 3:51:37	um
[5152] 3:51:40	and the kiosk into that into that shaft.
[5153] 3:51:43	So
[5154] 3:51:44	So I think it just was a convenient
[5155] 3:51:46	place to store that stuff.
[5156] 3:51:48	So much more convenient than say in the
[5157] 3:51:51	main pyramid itself.
[5158] 3:51:53	So So that's what I think is is going on
[5159] 3:51:55	there.
[5160] 3:51:56	Um
[5161] 3:51:58	because uh the architecture of that that
[5162] 3:52:00	satellite pyramid looks way too much
[5163] 3:52:02	like a queen's pyramid.
[5164] 3:52:06	So, I think that that burial of that
[5165] 3:52:09	equipment of that
[5166] 3:52:11	kiosk was just more of an opportunity
[5167] 3:52:13	That was just an opportunistic place to
[5168] 3:52:14	put it. So, that's my thoughts on it.
[5169] 3:52:17	So, hope that helps.
[5170] 3:52:19	Uh thank you for the question.
[5171] 3:52:25	Yeah, the dude is a dude. It's too small
[5172] 3:52:27	for a burial, but it's not too small for
[5173] 3:52:29	a
[5174] 3:52:31	a
[5175] 3:52:32	um
[5176] 3:52:33	votive statue.
[5177] 3:52:34	It's not too small for that at all.
[5178] 3:53:02	All right, here's the question that Mama
[5179] 3:53:04	wanted sponsor.
[5180] 3:53:06	Um I don't see a sponsorship for it, per
[5181] 3:53:08	se,
[5182] 3:53:10	but that's okay. We're going to take
[5183] 3:53:11	this anyway. Does it?
[5184] 3:53:15	Yeah, there's no sponsorship for it, but
[5185] 3:53:17	that's fine.
[5186] 3:53:19	I was going to take this one anyway.
[5187] 3:53:22	So, here's the question from Bubble
[5188] 3:53:23	Trouble.
[5189] 3:53:26	How do you balance your personal
[5190] 3:53:27	interests with God?
[5191] 3:53:29	Specifically, if those personal
[5192] 3:53:30	interests around pop culture.
[5193] 3:53:34	Uh
[5194] 3:53:37	I just blend the two.
[5195] 3:53:40	You know, my personal interests do
[5196] 3:53:43	do intersect with pop culture.
[5197] 3:53:46	I mean, look, I write science fiction
[5198] 3:53:47	books.
[5199] 3:53:50	I do science fiction artwork.
[5200] 3:53:53	I do all sorts of crazy stuff that's
[5201] 3:53:56	that's
[5202] 3:53:59	but I integrate that with God, too.
[5203] 3:54:02	Like um
[5204] 3:54:03	there was a design jewelry design I did
[5205] 3:54:05	once
[5206] 3:54:07	of a dragon.
[5207] 3:54:11	And
[5208] 3:54:14	some of my my my my
[5209] 3:54:17	fan sci-fi fantasy fan um
[5210] 3:54:21	buddies
[5211] 3:54:22	saw the design
[5212] 3:54:25	and they said
[5213] 3:54:27	that's a cross.
[5214] 3:54:29	That's not just a dragon. That's a
[5215] 3:54:32	cross.
[5216] 3:54:34	And I looked at it and I go, "Yeah, it
[5217] 3:54:36	is."
[5218] 3:54:37	Now, it was originally designed to have
[5219] 3:54:39	a cross beam like the lifting up of the
[5220] 3:54:41	suffering's uh
[5221] 3:54:43	of of the serpent
[5222] 3:54:46	in the Torah.
[5223] 3:54:48	It was meant to be a reference to that.
[5224] 3:54:52	So,
[5225] 3:54:54	you know, that's one thing where my my
[5226] 3:54:56	interest in say jewelry making, jewelry
[5227] 3:55:00	design
[5228] 3:55:01	intersected with my personal interest in
[5229] 3:55:03	God and biblical theology.
[5230] 3:55:06	So, there's ways you can do this. Lots
[5231] 3:55:09	of ways.
[5232] 3:55:14	>> [laughter]
[5233] 3:55:16	>> Uh did the dragon eat the velocirabbit?
[5234] 3:55:18	No.
[5235] 3:55:19	No.
[5236] 3:55:21	The dragon would have would would have
[5237] 3:55:22	been no match for the velocirabbit.
[5238] 3:55:28	Uh
[5239] 3:55:29	>> [clears throat]
[5240] 3:55:30	>> But yeah, um
[5241] 3:55:32	how do you balance it? I I say this.
[5242] 3:55:35	If you are going to do pop culture stuff
[5243] 3:55:37	like art, like writing
[5244] 3:55:40	get good at that.
[5245] 3:55:42	Make sure you're you're good at your
[5246] 3:55:44	craft.
[5247] 3:55:46	You You I think I think I think this is
[5248] 3:55:48	one of the one thing that
[5249] 3:55:51	I
[5250] 3:55:52	really really dislike
[5251] 3:55:56	about a lot of Christian art and a lot
[5252] 3:55:59	of Christian fiction
[5253] 3:56:02	is
[5254] 3:56:04	it's preachy
[5255] 3:56:05	but not very artistic.
[5256] 3:56:09	Okay?
[5257] 3:56:10	Very preachy and not very artistic.
[5258] 3:56:15	I think the first your first job
[5259] 3:56:19	if you are going to do
[5260] 3:56:23	pop culture
[5261] 3:56:24	is get good at it.
[5262] 3:56:28	Be
[5263] 3:56:29	excellent.
[5264] 3:56:31	Show excellence in doing pop culture.
[5265] 3:56:35	Whether that's illustrations, whether
[5266] 3:56:37	that's fiction, whether that's painting,
[5267] 3:56:40	whether that's jewelry, whether that's
[5268] 3:56:41	sculpture, whether that's music
[5269] 3:56:43	doesn't matter.
[5270] 3:56:45	>> Don't be mediocre and demand people
[5271] 3:56:47	respect your art because it's Christian.
[5272] 3:56:49	>> Yeah, don't be mediocre and expect
[5273] 3:56:51	people to respect your art because it's
[5274] 3:56:53	Christian. Don't do that. Don't be
[5275] 3:56:55	preachy.
[5276] 3:56:58	Nobody likes preachy.
[5277] 3:57:00	I don't like preachy.
[5278] 3:57:03	Be good. Show excellence in what you do
[5279] 3:57:09	and then do it for the glory of God.
[5280] 3:57:17	>> All of that is
[5281] 3:57:20	happy Thomas Kinkade
[5282] 3:57:23	Pollyanna bit.
[5283] 3:57:24	>> Uh Bubble Trouble says, "Preachy stuff
[5284] 3:57:26	is exactly what I'm afraid of. I like
[5285] 3:57:27	being subtle."
[5286] 3:57:29	Then be subtle.
[5287] 3:57:31	There's nothing wrong with subtle.
[5288] 3:57:32	>> People like subtle. They like
[5289] 3:57:34	>> Yeah.
[5290] 3:57:35	>> looking at a work
[5291] 3:57:36	and falling into it and discovering
[5292] 3:57:38	things for them.
[5293] 3:57:41	>> Well, I slip Bible in the novels and
[5294] 3:57:44	nobody notices.
[5295] 3:57:49	I mean, I have direct quotations from
[5296] 3:57:51	the Bible. Nobody notices it.
[5297] 3:57:55	They just think it's great dialogue.
[5298] 3:57:59	>> But it is.
[5299] 3:58:03	>> It is great dialogue and it comes off so
[5300] 3:58:05	naturally
[5301] 3:58:08	that people don't understand that this
[5302] 3:58:12	is from the Bible.
[5303] 3:58:14	>> I'm not being shoved down their throat.
[5304] 3:58:16	>> Yeah, the the quote from Kings. You
[5305] 3:58:18	know, I I I have a large quote from
[5306] 3:58:20	Kings
[5307] 3:58:21	and almost nobody
[5308] 3:58:24	picked up that it was from the Bible.
[5309] 3:58:30	You know, there's there's all sorts of
[5310] 3:58:33	of that stuff
[5311] 3:58:35	that's in my books and yet
[5312] 3:58:38	goes unnoticed because it's so
[5313] 3:58:40	seamlessly integrated. It's the
[5314] 3:58:42	excellence to the craft that allows me
[5315] 3:58:45	to do it.
[5316] 3:58:53	Yeah, Bubble Trouble says being subtle
[5317] 3:58:54	means you put your beholder in in a
[5318] 3:58:57	place where they can actually chew on
[5319] 3:59:00	what I give them instead of forcing it
[5320] 3:59:01	down their throat. Exactly.
[5321] 3:59:03	Yeah. You don't want to force anything
[5322] 3:59:05	down people's throats.
[5323] 3:59:07	I mean, this is one of the reasons why
[5324] 3:59:10	Hacksaw Ridge
[5325] 3:59:12	will be a is a much more Christian film
[5326] 3:59:16	than God's Dead 2.
[5327] 3:59:19	I mean, talk about an embarrassment.
[5328] 3:59:22	Um,
[5329] 3:59:25	you know,
[5330] 3:59:26	God's Dead 2 is just a
[5331] 3:59:29	obnoxious preachy film.
[5332] 3:59:33	Obnoxiously preachy.
[5333] 3:59:37	Hacksaw Ridge also shows personal
[5334] 3:59:40	conviction,
[5335] 3:59:42	personal belief in God,
[5336] 3:59:45	and
[5337] 3:59:47	basically God at work as he crosses a
[5338] 3:59:49	battlefield to save 75 people.
[5339] 3:59:55	>> [laughter]
[5340] 3:59:57	>> is not dead, too,
[5341] 3:59:59	when the first attempt fails.
[5342] 4:00:02	Oh, Jack.
[5343] 4:00:08	A Farmhouse Theologian says, "I like
[5344] 4:00:10	your fiction because it isn't preachy.
[5345] 4:00:12	It uses theology and broadening the use
[5346] 4:00:15	across the universe." Yeah, and that's
[5347] 4:00:17	how it should be.
[5348] 4:00:18	You know, that's how good Christian
[5349] 4:00:21	fiction should be. Christian good
[5350] 4:00:22	Christian fiction
[5351] 4:00:24	is
[5352] 4:00:26	about worldview.
[5353] 4:00:31	Here's what you're going to have to do,
[5354] 4:00:33	I mean, to to really balance
[5355] 4:00:37	this interest with God with interest in
[5356] 4:00:40	pop culture culture, this is what you
[5357] 4:00:42	have to do.
[5358] 4:00:44	You have to see everything through the
[5359] 4:00:46	eyes of God,
[5360] 4:00:48	but express it in pop culture.
[5361] 4:00:51	Okay?
[5362] 4:00:53	Sometimes that means you're going to
[5363] 4:00:55	portray things that are not very nice.
[5364] 4:00:59	That's okay. That's truth-telling.
[5365] 4:01:02	Truth-telling is part of the Christian
[5366] 4:01:04	worldview.
[5367] 4:01:07	You know, these guys who think that
[5368] 4:01:10	the world is people saying nothing
[5369] 4:01:14	nasty, no profanity, they don't drink
[5370] 4:01:17	alcohol, they don't cheat on their
[5371] 4:01:20	wives, they don't cheat on their taxes,
[5372] 4:01:23	they don't gamble, they don't smoke, and
[5373] 4:01:25	they don't dance.
[5374] 4:01:29	That's not the real world.
[5375] 4:01:32	That's a fantasy.
[5376] 4:01:35	Okay?
[5377] 4:01:36	That's not Christian truth-telling.
[5378] 4:01:39	That's Christian triumphalism.
[5379] 4:01:43	Okay?
[5380] 4:01:45	So,
[5381] 4:01:48	yeah, Chad Lennox says the only people
[5382] 4:01:51	seeing God's not dead are Christians.
[5383] 4:01:52	Yeah, that's the only people who are
[5384] 4:01:53	seeing it.
[5385] 4:01:56	Yeah. They have They have no
[5386] 4:02:00	There there's there's no bridge
[5387] 4:02:03	there
[5388] 4:02:04	between
[5389] 4:02:06	Christian culture
[5390] 4:02:07	and churchianity, really churchianity.
[5391] 4:02:10	It's It's It's
[5392] 4:02:12	churchianity
[5393] 4:02:15	trying basically
[5394] 4:02:18	pumping up the Christians.
[5395] 4:02:21	It It's not going to reach unbelievers.
[5396] 4:02:25	Unbelievers are not going to read it cuz
[5397] 4:02:26	it's obnoxious.
[5398] 4:02:28	You know?
[5399] 4:02:29	Or see it because of view it because
[5400] 4:02:31	it's obnoxious. I'm not going to view it
[5401] 4:02:33	because it's obnoxious.
[5402] 4:02:38	Yeah, I'm Mrs. Producer is going to give
[5403] 4:02:39	it a pass.
[5404] 4:02:42	You know? We don't want to be obnoxious
[5405] 4:02:47	in our pop culture.
[5406] 4:02:49	>> [snorts]
[5407] 4:02:49	>> Our pop culture,
[5408] 4:02:51	you know what?
[5409] 4:02:51	Has to still entertain.
[5410] 4:02:55	It still has to enlighten.
[5411] 4:02:58	You know, you might have
[5412] 4:03:00	You might have a story where
[5413] 4:03:02	everybody in the book is hated.
[5414] 4:03:05	That's okay.
[5415] 4:03:06	There are still There are times like
[5416] 4:03:08	that, like
[5417] 4:03:12	like this book here.
[5418] 4:03:14	Every character is hated in this book by
[5419] 4:03:18	the readers.
[5420] 4:03:19	But, they're interesting characters.
[5421] 4:03:22	And
[5422] 4:03:23	they're the way they will move through
[5423] 4:03:25	the world is constrained by a Christian
[5424] 4:03:29	worldview. A worldview that says, "Yeah,
[5425] 4:03:32	you're going to do things of unbelief,
[5426] 4:03:35	there's going to be consequences that
[5427] 4:03:36	follow that."
[5428] 4:03:39	So,
[5429] 4:03:42	so absolutely, yeah, you're going to
[5430] 4:03:46	want to, you know,
[5431] 4:03:47	make sure whatever you do is through a
[5432] 4:03:50	Christian worldview
[5433] 4:03:52	and then express it through pop culture.
[5434] 4:03:55	And you'll be fine. You'll be absolutely
[5435] 4:03:57	fine. Now, there's ways to refine that
[5436] 4:03:59	and make it better.
[5437] 4:04:01	Subtext is a great thing. Subtext is
[5438] 4:04:04	your
[5439] 4:04:05	your
[5440] 4:04:06	your best friend.
[5441] 4:04:11	Uh Jack Ray goes, "If I just like all
[5442] 4:04:13	the characters, I can't finish the
[5443] 4:04:14	book."
[5444] 4:04:17	Mama goes, "Every I like Pierre mostly."
[5445] 4:04:19	Some people hated Pierre.
[5446] 4:04:22	Some people thought of him as a loner,
[5447] 4:04:26	um
[5448] 4:04:27	a loser,
[5449] 4:04:28	you know?
[5450] 4:04:31	Uh there were people that really
[5451] 4:04:32	disliked Pierre.
[5452] 4:04:34	He was [clears throat]
[5453] 4:04:35	an obnoxious know-it-all.
[5454] 4:04:37	>> I don't know if we're skipping the key.
[5455] 4:04:42	>> I just see it at the end there. We'll
[5456] 4:04:43	We'll get to that.
[5457] 4:04:45	But yeah, we can take that now.
[5458] 4:04:49	Farmhouse Theologian for $5 Australian
[5459] 4:04:51	and he goes She goes,
[5460] 4:04:53	"I love that I hated all your characters
[5461] 4:04:54	in the first book."
[5462] 4:04:56	>> [laughter]
[5463] 4:04:57	>> Some people love that.
[5464] 4:04:59	Because for for Here Here's the thing.
[5465] 4:05:02	Uh a a character
[5466] 4:05:05	you unique characters that are either
[5467] 4:05:07	loved,
[5468] 4:05:09	interesting,
[5469] 4:05:12	or proactive.
[5470] 4:05:15	If you've got two of those three,
[5471] 4:05:18	or even one of those in like spades, you
[5472] 4:05:21	got a winner.
[5473] 4:05:23	Okay?
[5474] 4:05:25	Any character
[5475] 4:05:27	I mean, if you've got a character that's
[5476] 4:05:29	that's interesting,
[5477] 4:05:31	really really
[5478] 4:05:33	interesting, and totally unlikable and
[5479] 4:05:36	despicable, it'll still work.
[5480] 4:05:41	Um the judge in Blood Meridian.
[5481] 4:05:45	Uh
[5482] 4:05:46	awful character, awful human being,
[5483] 4:05:49	disgusting piece of trash.
[5484] 4:05:52	Very interesting.
[5485] 4:05:54	Very interesting how he's written.
[5486] 4:05:57	That's what kept people engaged.
[5487] 4:06:04	Bubble Trouble goes, "I really like
[5488] 4:06:06	Pierre. He reminds me of myself in a
[5489] 4:06:08	way."
[5490] 4:06:10	Farmhouse Theologian, "I hated Pierre
[5491] 4:06:12	because his bad qualities reminded me of
[5492] 4:06:14	mine."
[5493] 4:06:17	>> [laughter]
[5494] 4:06:18	>> But that also is good story writing that
[5495] 4:06:21	two people
[5496] 4:06:22	can have different reactions to the same
[5497] 4:06:25	character.
[5498] 4:06:26	You don't want everyone walking away
[5499] 4:06:28	with the same reaction.
[5500] 4:06:32	You don't want that.
[5501] 4:06:34	You want this to be a guided story.
[5502] 4:06:39	You want to guide people through an
[5503] 4:06:41	experience in your book
[5504] 4:06:43	that ultimately shows them the Christian
[5505] 4:06:46	worldview.
[5506] 4:06:48	And if you do that,
[5507] 4:06:50	it's a winner.
[5508] 4:06:55	Uh Farmhouse Theologian, "It's true, and
