[0] 1:26	Heat. Heat.
[1990] 1:42:22	inspiration. Okay. So here's here's
[1991] 1:42:25	where this is where the monkey business
[1992] 1:42:27	came in. Okay? In instead of say solar
[1993] 1:42:31	scripture which is scriptures the final
[1994] 1:42:33	authority
[1995] 1:42:35	primoscripturist says you start with the
[1996] 1:42:37	Bible and if other things come along
[1997] 1:42:39	that contradict the Bible that you like
[1998] 1:42:41	better you go with that.
[1999] 1:42:46	So if let's say you you want to
[2000] 1:42:51	be very cozy with bank robbers. Okay.
[2001] 1:42:55	And you look at the Bible and you it
[2002] 1:42:56	says, "Thou shalt not steal." But you
[2003] 1:42:59	know, this bank robber comes from a
[2004] 1:43:01	really disadvantaged family. We can
[2005] 1:43:04	excuse what they said, what they did
[2006] 1:43:08	robbing that bank because they were
[2007] 1:43:11	structurally
[2008] 1:43:12	disadvantaged
[2009] 1:43:14	because of of of of structural racism.
[2010] 1:43:19	So we'll just excuse that bank robbing
[2011] 1:43:22	because as as justified and good
[2012] 1:43:27	because
[2013] 1:43:28	it meets with our ideas of structural um
[2014] 1:43:32	racism. Okay. So that's sort of how the
[2015] 1:43:36	thinking works in main mainline
[2016] 1:43:38	Protestantism is you start with the
[2017] 1:43:40	Bible and then you can modify it with
[2018] 1:43:43	anything that comes along. So mainstream
[2019] 1:43:47	Protestantism became subject to the
[2020] 1:43:49	zeitgeist of the day. That's how it went
[2021] 1:43:52	off the rails.
[2022] 1:44:02	Okay,
[2023] 1:44:03	let's move on. The next one here
[2024] 1:44:09	uh from Landville for 100 Dominican
[2025] 1:44:11	pesos. Thank you for the super chat. Is
[2026] 1:44:14	Ezekiel seeing the cherubam literal
[2027] 1:44:16	form? No. All right. Uh here's here's
[2028] 1:44:22	the thing is about um cherubam is
[2029] 1:44:28	they're spirits. They are spirits. They
[2030] 1:44:31	have an essence and they have a form.
[2031] 1:44:34	And how we Yeah, we can. So, let's let's
[2032] 1:44:38	do that. Uh Ezekiel 110. Let's just
[2033] 1:44:40	bring that up just for reference.
[2034] 1:44:50	Ezekiel 1 verse 10.
[2035] 1:44:54	All right, let's pick up the Bible here.
[2036] 1:45:00	Uh, each of them had four wings. We'll
[2037] 1:45:02	start verse six. Each of them had four
[2038] 1:45:03	wings and their legs were straight and
[2039] 1:45:04	their feet were like calves and they
[2040] 1:45:06	gleamed like burnished bronze. Under the
[2041] 1:45:09	wings were four sides were human hands
[2042] 1:45:11	and the faces and wings four of them.
[2043] 1:45:13	The wings touched one another and the
[2044] 1:45:15	faces did not turn as they moved and
[2045] 1:45:17	they went straight forward. As for their
[2046] 1:45:19	form of their faces, each face was of a
[2047] 1:45:21	man. All four had the face of a lion on
[2048] 1:45:25	the right, the face of the bull on the
[2049] 1:45:27	left, and all four had the face of the
[2050] 1:45:29	eagle. Such were their faces. Yeah.
[2051] 1:45:31	Okay. So when you start getting into the
[2052] 1:45:35	point in time where Mesopotamian
[2053] 1:45:37	influence starts infiltrating Israel,
[2054] 1:45:41	new conceptions of of us say angelic
[2055] 1:45:45	beings starts penetrating the the
[2056] 1:45:47	culture.
[2057] 1:45:50	So what what Ezekiel is saying here is
[2058] 1:45:52	not exactly literal,
[2059] 1:45:55	but his brain is filling in what the
[2060] 1:45:58	form is suggesting. Now when we talk
[2061] 1:46:00	about angelic beings, they have an
[2062] 1:46:02	essence and a form.
[2063] 1:46:04	An essence is their sort of their
[2064] 1:46:06	spiritual stuff.
[2065] 1:46:08	The form is what their spiritual stuff
[2066] 1:46:12	suggests they're like.
[2067] 1:46:15	It's not literal, but it's a suggestion.
[2068] 1:46:20	what they've taken in in the cultural
[2069] 1:46:22	terms will take that form
[2070] 1:46:25	and basically transform that suggestion
[2071] 1:46:29	into imagery that their mind can
[2072] 1:46:32	comprehend.
[2073] 1:46:35	So Ezekiel is probably seeing this,
[2074] 1:46:41	but it's also not literal even though
[2075] 1:46:44	he's his his mind is actually seeing
[2076] 1:46:48	this because
[2077] 1:46:50	This is what minds do. They fill in the
[2078] 1:46:51	gaps.
[2079] 1:46:54	It's not a literal portrayal of the
[2080] 1:46:58	essence of a cherubam.
[2081] 1:47:02	They're they're they're spirit beings.
[2082] 1:47:05	They don't actually have wings and faces
[2083] 1:47:08	and bodies as such, but their form will
[2084] 1:47:13	suggest it.
[2085] 1:47:15	It's kind of like
[2086] 1:47:19	Yeah, they're they're they're analogous
[2087] 1:47:21	dreams and visions in in in some
[2088] 1:47:22	respect. Yeah. So, let's say for
[2089] 1:47:25	example, uh you go to a western town. I
[2090] 1:47:29	like using this example because
[2091] 1:47:32	uh it sort of kind of fits here. Uh and
[2092] 1:47:35	and you go into an old abandoned saloon
[2093] 1:47:38	and you see a ghost. Okay.
[2094] 1:47:42	Typically what you don't see when you
[2095] 1:47:44	see a ghost is a wiggly wobbly cloud
[2096] 1:47:49	hovering in the air. That's what you
[2097] 1:47:52	generally don't see.
[2098] 1:47:54	I have almost never seen uh like for
[2099] 1:47:57	example with the exception I mean even
[2100] 1:47:59	with when uh for example I saw a
[2101] 1:48:01	shadowman
[2102] 1:48:02	it was essentially a human form.
[2103] 1:48:06	I and when you go and you see like you
[2104] 1:48:10	go to a saloon and a ghost, you see a
[2105] 1:48:12	ghost, it's not this wibbly wobbly white
[2106] 1:48:14	cloud. That's not what you see
[2107] 1:48:15	generally.
[2108] 1:48:18	What you generally see if you see a
[2109] 1:48:21	ghost in in a in a setting like that is
[2110] 1:48:24	some guy in western gear. Now,
[2111] 1:48:27	ironically,
[2112] 1:48:28	90% of people who see ghosts
[2113] 1:48:32	never see shoes or feet.
[2114] 1:48:35	It's very strange.
[2115] 1:48:37	Unless they're unless they're a person
[2116] 1:48:38	who's really into the fashion industry
[2117] 1:48:41	and is obsessed with shoes,
[2118] 1:48:44	you never see feet or shoes on a ghost.
[2119] 1:48:48	Okay? So, it's like 90% of people never
[2120] 1:48:51	see shoes or feet on a ghost, but they
[2121] 1:48:55	will see them otherwise clothed.
[2122] 1:48:58	And the reason why is because their
[2123] 1:49:01	forms will suggest it. the setting that
[2124] 1:49:04	you happen to be walking into will
[2125] 1:49:07	suggest it. There's all these
[2126] 1:49:09	suggestions that will your mind will
[2127] 1:49:12	take in and fill in the blanks.
[2128] 1:49:22	Uh Louis Sandville says so basically if
[2129] 1:49:24	there's a different cultural apart from
[2130] 1:49:26	the Israelite they will assume a form
[2131] 1:49:28	that so that p person from that culture
[2132] 1:49:30	would understand what they see. Yeah,
[2133] 1:49:32	pretty much. pretty much.
[2134] 1:49:36	Uh, Gan the Beast asks, "Is it true that
[2135] 1:49:38	ghosts tend to be in places where
[2136] 1:49:40	witchcraft has occurred and the oult?"
[2137] 1:49:42	No. No, that's actually not true. Um,
[2138] 1:49:46	they could be in any place.
[2139] 1:49:48	Um, was it the Victoria Museum
[2140] 1:49:53	at the University of Liverpool has never
[2141] 1:49:55	had witchcraft performed in it as far as
[2142] 1:49:57	I know.
[2143] 1:50:00	But there's also been many many reports
[2144] 1:50:02	of hauntings there. Um, which is really
[2145] 1:50:06	strange. I mean, I I've been to the
[2146] 1:50:07	Victoria Museum. I never saw a ghost
[2147] 1:50:09	there. But, uh, many students have
[2148] 1:50:11	reported it, especially after hours. Of
[2149] 1:50:15	course, I was never there after hours. I
[2150] 1:50:16	was there during day hours, but
[2151] 1:50:19	uh,
[2152] 1:50:24	it's because ghosts were defeated.
[2153] 1:50:29	Scott worth it. And I ain't afraid of no
[2154] 1:50:31	ghosts, but their shoes terrifying.
[2155] 1:50:41	Uh, Louis Sville asks, "Can ghosts or
[2156] 1:50:44	spirits be caught on videotapes or some
[2157] 1:50:46	other device?" Generally not.
[2158] 1:50:48	Um, I usually question any attempt
[2159] 1:50:53	to
[2160] 1:50:55	um,
[2161] 1:50:57	uh, I question any tape that shows
[2162] 1:51:00	ghosts.
[2163] 1:51:02	Uh, now there have been tape recordings
[2164] 1:51:05	of say poltergeist activity, but what
[2165] 1:51:08	you're not you're not seeing there the
[2166] 1:51:09	poltergeist. What you're seeing is
[2167] 1:51:11	objects flying through the air. Okay,
[2168] 1:51:13	that has been tape recorded.
[2169] 1:51:17	But ghosts themselves have not. But the
[2170] 1:51:20	reason why too is because ghosts don't
[2171] 1:51:25	interact with the electromagnetic
[2172] 1:51:28	spectrum
[2173] 1:51:29	for something to be caught on videotape
[2174] 1:51:31	or even audio tape. It has to be
[2175] 1:51:36	interact somehow with the
[2176] 1:51:38	electromagnetic spectrum. And ghosts
[2177] 1:51:41	aren't that kind of creature. So,
[2178] 1:51:46	so it's something your mind perceives.
[2179] 1:51:50	You can perceive this because you have
[2180] 1:51:52	one foot in the spiritual and one foot
[2181] 1:51:54	in the physical. But a tape uh basically
[2182] 1:51:56	a video tape can't record that.
[2183] 1:51:59	So, um as I say, I'm highly highly
[2184] 1:52:02	skeptical of of any report of a videoape
[2185] 1:52:07	showing a ghost. I I'm very skeptical of
[2186] 1:52:10	that. And again, it's just
[2187] 1:52:13	video camera is not equipped to record
[2188] 1:52:15	this.
[2189] 1:52:17	It's really something that can only be
[2190] 1:52:20	perceived or apprehended by the human
[2191] 1:52:23	mind.
[2192] 1:52:28	Okay. So here, let's move on.
[2193] 1:52:32	But essentially, uh, just to round up
[2194] 1:52:34	Louis's question here, um, Ezekiel is
[2195] 1:52:37	not is is seeing something and it
[2196] 1:52:40	corresponds to this image, but it's also
[2197] 1:52:44	not literally what a go a chair of him
[2198] 1:52:46	is either. A cherubim, I guess, I say is
[2199] 1:52:49	a spirit entity and his his cultural
[2200] 1:52:52	framework is filling in the blanks for
[2201] 1:52:54	him here. So, hope that helps. Thank you
[2202] 1:52:57	for the super chat. Very much
[2203] 1:52:58	appreciated.
[2204] 1:53:11	And next one here is from
[2205] 1:53:16	Josiah the Messiah from 199 sponsoring
[2206] 1:53:20	Zach
[2207] 1:53:21	uh Zach's question about angels.
[2208] 1:53:27	>> Warrior of the most
[2209] 1:53:30	We place it at
[2210] 1:53:34	>> 8:17. Okay.
[2211] 1:53:39	8:17. Huh. Yeah. I don't see the
[2212] 1:53:41	question either. Ed, but at 8:17,
[2213] 1:53:45	where are the most high?
[2214] 1:53:47	Uh, okay. When were angels created? Is
[2215] 1:53:50	that the one? Okay. Um, that's a
[2216] 1:53:55	complicated question because it's going
[2217] 1:53:57	to depend what you mean by angel.
[2218] 1:54:01	Now, we have two meanings for angels and
[2219] 1:54:04	we kind of got to keep them separate.
[2220] 1:54:07	Angels are a catch bucket term meaning
[2221] 1:54:11	any good spirit.
[2222] 1:54:13	And then you've got the narrow
[2223] 1:54:15	definition which is a messenger. Angels
[2224] 1:54:18	are messengers. They're God's messenger
[2225] 1:54:20	boys. Okay.
[2226] 1:54:23	So,
[2227] 1:54:25	which one's which?
[2228] 1:54:27	It's going to depend.
[2229] 1:54:30	Uh, some spirit. And I think here's the
[2230] 1:54:34	thing. We should probably ask when were
[2231] 1:54:37	spirit critters created. That's actually
[2232] 1:54:40	a clearer question than when were angels
[2233] 1:54:43	created because again, angels is a is an
[2234] 1:54:47	incredibly it's a job description. It's
[2235] 1:54:49	an incredibly vague category.
[2236] 1:54:51	So,
[2237] 1:54:55	um, when were spirit critters created?
[2238] 1:55:00	The very first spirit critters created
[2239] 1:55:04	were
[2240] 1:55:07	the chaos monsters.
[2241] 1:55:09	The chaos monsters are the very first
[2242] 1:55:12	spirit critters created. And they're
[2243] 1:55:14	created at the same time as the material
[2244] 1:55:17	universe.
[2245] 1:55:19	So, whenever you date the material
[2246] 1:55:21	universe, that's your first spirit
[2247] 1:55:23	critters. They're your those are your
[2248] 1:55:26	your chaos monsters. Okay.
[2249] 1:55:29	So,
[2250] 1:55:36	um we'll ask where does the root of the
[2251] 1:55:39	syllable ang and angels come from? It
[2252] 1:55:41	comes from the Greek angalos.
[2253] 1:55:43	Okay, it's that's it means messenger in
[2254] 1:55:46	the Greek. So, angel comes from the word
[2255] 1:55:48	angalos.
[2256] 1:55:55	Uh BC says, "Man, they are old as heck."
[2257] 1:55:59	Oh, yeah.
[2258] 1:56:02	Yeah. So, the chaos monsters are the
[2259] 1:56:04	oldest.
[2260] 1:56:06	The next oldest are the primordial
[2261] 1:56:09	deities or the primordial gods. They're
[2262] 1:56:12	next. Okay? Because here's the thing.
[2263] 1:56:15	Once God vanquishes
[2264] 1:56:17	the chaos monsters, Sammy dispatches,
[2265] 1:56:20	some pacifies,
[2266] 1:56:22	but there's now gaps. So now God creates
[2267] 1:56:27	primordial gods or primordial deities to
[2268] 1:56:29	fill in the gaps for the chaos monsters.
[2269] 1:56:32	Okay. So
[2270] 1:56:37	primordial gods are next.
[2271] 1:56:41	So and we're not even here. We're not
[2272] 1:56:44	even at the six days of creation yet.
[2273] 1:56:46	Okay, we're not even there in Genesis 1.
[2274] 1:56:50	Okay, so already there's two classes of
[2275] 1:56:54	spirit critters running around.
[2276] 1:56:57	Chaos monsters and primordial gods.
[2277] 1:57:01	Then there are Watchers, and we don't
[2278] 1:57:03	know anything about those guys. They're
[2279] 1:57:05	next though in all likelihood. Watchers
[2280] 1:57:07	are next.
[2281] 1:57:11	Then
[2282] 1:57:12	then on the fourth day of creation, day
[2283] 1:57:16	four,
[2284] 1:57:17	other spirit beings are created.
[2285] 1:57:21	So at that point, you're probably at
[2286] 1:57:23	that point, the cherubam, saraphin,
[2287] 1:57:26	ofamme are being created at that point.
[2288] 1:57:30	So,
[2289] 1:57:32	so uh
[2290] 1:57:37	war of the most high. Where can I read
[2291] 1:57:40	more about the primordial god deities?
[2292] 1:57:43	Oh boy. Someone needs to do a monograph
[2293] 1:57:46	on this so bad. Nobody has ever done a
[2294] 1:57:50	monograph on primordial deities.
[2295] 1:57:52	Somebody really needs to. I hate to say
[2296] 1:57:55	this, but the only place that there's
[2297] 1:57:57	any information on primordial deities is
[2298] 1:58:00	in my fiction book. You know, that's I
[2299] 1:58:03	mean, it's sad to say, but this is
[2300] 1:58:06	probably the best source we have right
[2301] 1:58:08	now on the primordial deities cuz no
[2302] 1:58:10	one's done an a monograph on it.
[2303] 1:58:14	I mean, I used them in in Reoquary of
[2304] 1:58:17	the Dead because, you know,
[2305] 1:58:20	nobody had written on them, and it was
[2306] 1:58:22	just like juicy fodder. There's this
[2307] 1:58:25	there's this mythological juicy fodder
[2308] 1:58:28	that that I could use in these fiction
[2309] 1:58:30	books that no one's done a monograph on.
[2310] 1:58:33	So,
[2311] 1:58:35	yeah, unfortunately, uh, that's the
[2312] 1:58:37	best.
[2313] 1:58:40	Uh, did Kitchen talk about this at all?
[2314] 1:58:42	No, he didn't.
[2315] 1:58:45	Kitchen wasn't really into that stuff.
[2316] 1:58:49	Uh Kitchen never talked about angels,
[2317] 1:58:52	demons, or anything of the like. It
[2318] 1:58:53	wasn't that wasn't his thing. He was
[2319] 1:58:56	really all about Ramisside Egypt.
[2320] 1:58:59	So even a lot of the mythology of Egypt
[2321] 1:59:01	wasn't his thing.
[2322] 1:59:03	So,
[2323] 1:59:08	uh, Louis Sandival, if you do a
[2324] 1:59:10	non-fiction book about spirit critters,
[2325] 1:59:12	I will gra gladly buy it. I'll keep that
[2326] 1:59:15	in mind. Okay. Someone needs to do
[2327] 1:59:17	something on the primordial gods. It's a
[2328] 1:59:20	it's a it's found all through ancient
[2329] 1:59:22	Neareastern literature. Um, it it's but
[2330] 1:59:27	some it's never no one's ever done it.
[2331] 1:59:29	Never done it. So, yeah.
[2332] 1:59:36	Okay.
[2333] 1:59:38	So, um, so then, so that's sort of the
[2334] 1:59:42	order of creation as far as spirit
[2335] 1:59:44	creators go. Chaos deities, primordial
[2336] 1:59:46	gods, watchers, and then all the other
[2337] 1:59:49	angelic beings, the the uh, cherubam,
[2338] 1:59:52	saraphim, and ofenim. So, hope that
[2339] 1:59:55	helps. Thank you for sponsoring that
[2340] 1:59:58	question, um, Josiah. We really
[2341] 2:00:01	appreciate it. I hope that helps.
[2342] 2:00:09	Okay, next one here
[2343] 2:00:12	from BC4YT.
[2344] 2:00:14	Exodus 21:25 to 22-2. In Hebrew, to whom
[2345] 2:00:19	is the death penalty relevant? Death of
[2346] 2:00:21	mother and or child or only if the
[2347] 2:00:23	mother dies. Seems unlikely that the
[2348] 2:00:26	woman would die by getting hit by
[2349] 2:00:27	accident. Okay, let's see what is it
[2350] 2:00:30	here now.
[2351] 2:00:33	Exodus
[2352] 2:00:36	21
[2353] 2:00:40	verses 22 to 25.
[2354] 2:00:44	All right. So,
[2355] 2:00:48	first we're starting in verse 22. If men
[2356] 2:00:50	struggle with each other and strike a
[2357] 2:00:52	woman with child, so she has a
[2358] 2:00:54	miscarriage and yet there is no further
[2359] 2:00:57	injury. All right, so that's that's the
[2360] 2:01:00	limitation here. No injury. So the woman
[2361] 2:01:02	is not hurt except through the
[2362] 2:01:04	miscarriage. Okay, so uh at least for
[2363] 2:01:09	verse 22, it's only relevant for the
[2364] 2:01:13	death of say the the fetus.
[2365] 2:01:16	He shall surely be fined as the woman's
[2366] 2:01:19	husband may demand of him and he shall
[2367] 2:01:21	pay as the judges decide. Okay. So then
[2368] 2:01:23	it goes through the courts. So the
[2369] 2:01:26	husband gets to decide and so do the
[2370] 2:01:29	judges. So there's a balance here of of
[2371] 2:01:31	husband and judges as to what the
[2372] 2:01:33	penalty is going to be.
[2373] 2:01:36	So,
[2374] 2:01:38	but if there's any further injury,
[2375] 2:01:42	so the fetus dies and the mother is
[2376] 2:01:46	hurt,
[2377] 2:01:48	then you shall point life for life, eye
[2378] 2:01:51	for eye, tooth for tooth, hand for hand,
[2379] 2:01:54	foot for foot, burn for burn, wound for
[2380] 2:01:57	wound, bruise for bruise.
[2381] 2:02:00	Okay.
[2382] 2:02:01	So,
[2383] 2:02:03	so that's that's sort of what's going on
[2384] 2:02:05	there is in the first case in the 22
[2385] 2:02:08	versus 22 case, it's only the fetus that
[2386] 2:02:11	that that's harmed. It dies. There's a
[2387] 2:02:14	fine cuz you don't know if that that
[2388] 2:02:16	woman would be able to bring it to term
[2389] 2:02:17	anyway. You don't know the co exact
[2390] 2:02:19	cause of the death of the fetus. So,
[2391] 2:02:22	it's fine because there's some
[2392] 2:02:23	presumption of guilt because the woman
[2393] 2:02:25	was struck and but she's not hurt in any
[2394] 2:02:28	other way. Now, if she's hurt in any
[2395] 2:02:31	other way, loses a tooth, they get a
[2396] 2:02:34	tooth extraction, she loses an eye, they
[2397] 2:02:37	lose an eye. It's Lexianis after that.
[2398] 2:02:41	Okay.
[2399] 2:02:42	So, it's going to depend on the
[2400] 2:02:45	circumstance here. So,
[2401] 2:02:49	the if if she dies,
[2402] 2:02:52	then it's a death penalty.
[2403] 2:02:56	And that's what it what it's talking
[2404] 2:02:57	about here. So it's life for life if if
[2405] 2:03:01	the woman dies too. Okay.
[2406] 2:03:06	So that's it's it's not that if if she
[2407] 2:03:10	loses a tooth, he dies. It's not that.
[2408] 2:03:14	It's it's lexianis.
[2409] 2:03:17	So it's not just life for life. So you
[2410] 2:03:18	can't stop at vers 23. You have to read
[2411] 2:03:20	all the way to the end of 25.
[2412] 2:03:24	So it's lexianis. So it's it's equal
[2413] 2:03:26	punishment for equal crime
[2414] 2:03:29	>> and it's actually putting on the
[2415] 2:03:32	>> yeah it's putting a cap on the violence
[2416] 2:03:35	>> so there's a limitation here to how
[2417] 2:03:37	great the the punishment can be.
[2418] 2:03:40	So if if so in the first case in the 22
[2419] 2:03:46	case the only injury is to the child.
[2420] 2:03:50	child has not been born yet, has not
[2421] 2:03:52	come to term. It's unclear. So, it's a
[2422] 2:03:54	fine. It's a it's a monetary fine.
[2423] 2:03:58	After that, if there's any injury to the
[2424] 2:04:02	woman,
[2425] 2:04:04	her injury takes priority.
[2426] 2:04:07	At that point, it's not an injury of the
[2427] 2:04:10	child. It's an injury to the woman.
[2428] 2:04:15	If she loses a hand, he loses a hand.
[2429] 2:04:19	If he kills her by mistake,
[2430] 2:04:22	he dies.
[2431] 2:04:24	So,
[2432] 2:04:26	so
[2433] 2:04:28	it's in the case of both the m death of
[2434] 2:04:30	the mother and the child, you can only
[2435] 2:04:32	kill the guy once.
[2436] 2:04:34	So, at that point, he gets he gets the
[2437] 2:04:39	full full impact of her death.
[2438] 2:04:44	Uh
[2439] 2:04:46	he says it seems unlikely that a woman
[2440] 2:04:48	would die by getting hit by accident. It
[2441] 2:04:50	can happen.
[2442] 2:04:51	>> Oh it
[2443] 2:04:52	>> there have been a lot of cases where one
[2444] 2:04:54	punch killed someone. Absolutely. Yeah.
[2445] 2:04:58	This is this is not uncommon.
[2446] 2:05:00	>> And
[2447] 2:05:00	>> it's less it's more common than you
[2448] 2:05:02	think.
[2449] 2:05:03	>> If the punch killed the child and caused
[2450] 2:05:06	a miscarriage
[2451] 2:05:08	>> had a miscarriage right then and there.
[2452] 2:05:10	Oh yeah. The chance I Well, we're really
[2453] 2:05:13	>> I mean even even even I mean I mean just
[2454] 2:05:16	if he if he just hits her in the head
[2455] 2:05:19	that the chance I mean people have died
[2456] 2:05:22	from one punch.
[2457] 2:05:24	The legal cases are are just replete.
[2458] 2:05:27	There's so many of them.
[2459] 2:05:31	I mean, there's been so many cases of I
[2460] 2:05:34	mean, there's there's it's a precedent
[2461] 2:05:36	even in the Canadian court system where
[2462] 2:05:39	a guy gets into a voluntary fight with
[2463] 2:05:41	somebody, punches the other guy, kills
[2464] 2:05:44	him with one punch, and now he's online
[2465] 2:05:47	for murder
[2466] 2:05:49	>> over a bar.
[2467] 2:05:50	>> Over a bar fight. Yeah.
[2468] 2:05:54	So, it's it's absolutely
[2469] 2:05:57	Oh, we'll we'll take this immediately
[2470] 2:05:59	because he just uh brung this up, too.
[2471] 2:06:03	Uh BC4YT adds this supplement for $2
[2472] 2:06:06	Australian. Thank you for the super
[2473] 2:06:07	chat. Exodus 21:22. Is it miscarriage or
[2474] 2:06:11	premature birth? It's miscarriage.
[2475] 2:06:15	Okay, it's miscarriage.
[2476] 2:06:19	So,
[2477] 2:06:20	um,
[2478] 2:06:22	so it's one of those things where it's
[2479] 2:06:24	not just premature birth, but it's
[2480] 2:06:26	miscarriage. Now, a miscarriage here
[2481] 2:06:28	could be either a dead kid or a live
[2482] 2:06:32	kid. Either one is possible. Okay? Both
[2483] 2:06:35	are are possible here,
[2484] 2:06:38	but it's there's the in the case of a
[2485] 2:06:42	live birth, there would not generally be
[2486] 2:06:45	a fine here because the kid's okay.
[2487] 2:06:49	Okay. So, so this is would be there's
[2488] 2:06:54	only cause to fine if there's injury.
[2489] 2:06:59	And that's sort of the that's sort of
[2490] 2:07:01	what's going on here is in all these all
[2491] 2:07:03	these things there's only you only you
[2492] 2:07:05	only punish injury.
[2493] 2:07:07	So if you for example smack a woman by
[2494] 2:07:11	mistake and she gives birth and the
[2495] 2:07:13	kid's okay, there's no injury, there's
[2496] 2:07:16	no harm, no foul.
[2497] 2:07:19	So, but this is going to this is going
[2498] 2:07:22	to extend to those cases where
[2499] 2:07:26	the fetus is not okay.
[2500] 2:07:29	So,
[2501] 2:07:34	uh Ryan, so miscarriage doesn't mean
[2502] 2:07:36	death. That's what I thought the term
[2503] 2:07:38	meant. Well, it it does mean death of
[2504] 2:07:40	the child usually.
[2505] 2:07:43	Okay. So, it's the death of the child,
[2506] 2:07:46	but you don't know if that Here's the
[2507] 2:07:47	thing. don't ever know if a fetus is
[2508] 2:07:49	viable.
[2509] 2:07:51	Even the they understood this even in
[2510] 2:07:53	the ancient world that cows had
[2511] 2:07:56	miscarriages all the time. So,
[2512] 2:08:00	so it usually in this case does mean the
[2513] 2:08:03	death of the fetus,
[2514] 2:08:06	but the the fact is that if there's the
[2515] 2:08:10	death of the fetus plus a lot more
[2516] 2:08:12	injury, then there's a lot deeper
[2517] 2:08:15	retribution as a result.
[2518] 2:08:18	You see, here's the thing. If if if a
[2519] 2:08:20	kid comes out and he's alive,
[2520] 2:08:23	what's what's the standing then for the
[2521] 2:08:26	husband to receive compensation?
[2522] 2:08:30	There isn't one cuz the husband got what
[2523] 2:08:32	he wanted, which is a live kid.
[2524] 2:08:36	This is one of those things where, say,
[2525] 2:08:37	common sense has to play a little bit of
[2526] 2:08:39	a role here. So,
[2527] 2:08:46	so yes. So this is a yatsa 2. Um it's
[2528] 2:08:49	not a yelled. Um
[2529] 2:08:56	uh BC, but it's yatsa, not shak. But
[2530] 2:08:59	here's the thing. I mean, if it was uh
[2531] 2:09:01	if she h if she yelled, that's to give
[2532] 2:09:04	birth. Yell is to give birth. Yatsa is
[2533] 2:09:09	it comes out.
[2534] 2:09:12	So
[2535] 2:09:19	So I'm I think in this particular case
[2536] 2:09:21	it is probably a miscarriage not not a
[2537] 2:09:24	not a live birth as per se.
[2538] 2:09:28	Okay. So let's move on here.
[2539] 2:09:54	Okay. Uh BC uh for $10 Australian. Thank
[2540] 2:09:57	you for the super chat. Uh interesting
[2541] 2:09:59	objection I've read the other day. Okay.
[2542] 2:10:02	Why didn't the risen Christ appear to
[2543] 2:10:04	his enemies such as Pilate for instance?
[2544] 2:10:08	Wouldn't that have been rocket fuel for
[2545] 2:10:10	the growth of Christianity?
[2546] 2:10:13	Or why?
[2547] 2:10:15	I mean, if he pierced to the enemies,
[2548] 2:10:18	what is that going to do? I mean, look,
[2549] 2:10:23	there are people today that have seen,
[2550] 2:10:27	you know, angels and they still don't
[2551] 2:10:29	believe.
[2552] 2:10:33	appearing to one's enemies doesn't mean
[2553] 2:10:35	they're going to believe.
[2554] 2:10:37	No, it never does. Never has.
[2555] 2:10:41	Um, as I say, I know people who have
[2556] 2:10:44	seen angels and still they still don't
[2557] 2:10:46	believe.
[2558] 2:10:49	You know, sometimes it happens.
[2559] 2:10:52	Ron Kap, he appeared to Paul. Yeah,
[2560] 2:10:55	sometimes it works,
[2561] 2:10:58	but generally it doesn't.
[2562] 2:11:02	You know, um, you know, I've heard I've
[2563] 2:11:04	heard atheists say, "Okay, if I see if I
[2564] 2:11:07	see uh Christ, I just think I had a bad
[2565] 2:11:10	burrito the other night."
[2566] 2:11:12	There's a lot of ways that just
[2567] 2:11:17	people will justify their unbelief.
[2568] 2:11:20	So
[2569] 2:11:25	Caesar would panic and declare war on
[2570] 2:11:27	the kingdom of heaven. Yeah. Let's see
[2571] 2:11:29	how that goes for him.
[2572] 2:11:33	Yeah. No, I don't think so.
[2573] 2:11:35	>> You know, it's a thing.
[2574] 2:11:43	>> Well, it's the Lazarus thing, too. You
[2575] 2:11:46	know, when uh
[2576] 2:11:48	Yeah. All the neighbors were around.
[2577] 2:11:50	>> Yeah. I mean the when Lazarus uh the the
[2578] 2:11:53	the beggar Lazarus, not the you know the
[2579] 2:11:56	beggar Lazarus, you know, and there was
[2580] 2:12:00	this beggar named Lazarus and this rich
[2581] 2:12:02	man. And the rich man calls out from
[2582] 2:12:04	across the shol, hey Lazarus, you know,
[2583] 2:12:07	send a message back to my brothers that
[2584] 2:12:09	says this is a bad place.
[2585] 2:12:11	Lazarus system. They have Moses and the
[2586] 2:12:15	prophets already and they won't believe.
[2587] 2:12:18	If Moses and the prophets can't convince
[2588] 2:12:20	them, what's going down sending a
[2589] 2:12:22	message down going to do?
[2590] 2:12:25	It's a it's a fair point.
[2591] 2:12:30	You know, it's a fair point.
[2592] 2:12:32	So, you know, uh Gandalf says here, "I
[2593] 2:12:35	had a boss tell me outright, quote, I
[2594] 2:12:38	don't care if trumpets blow and Jesus
[2595] 2:12:40	comes from the clouds. I will not
[2596] 2:12:42	worship him." End quote.
[2597] 2:12:45	The salvation of Christ is not about
[2598] 2:12:47	evidence. Demons themselves know Christ.
[2599] 2:12:50	Yeah. Yeah, they do.
[2600] 2:12:54	Yeah. So, it's
[2601] 2:12:57	so wouldn't do any good to for Christ to
[2602] 2:12:59	appear to the enemies. That's all. Just
[2603] 2:13:01	it's just
[2604] 2:13:03	and so he's going to appear to his
[2605] 2:13:05	faithful first.
