[0] 0:00	Heat.
[3619] 3:12:48	right. Cool.
[3620] 3:12:56	>> Doesn't make more of a tea drinker. We
[3621] 3:12:58	drink both. We both drink both tea and
[3622] 3:13:00	coffee. Sometimes I'll use the coffee
[3623] 3:13:01	pot to make tea.
[3624] 3:13:03	Done that many times.
[3625] 3:13:06	brew a pot of tea in a coffee maker.
[3626] 3:13:15	Okay, now let's go on to the next one
[3627] 3:13:17	here.
[3628] 3:13:19	Beast. Okay, we've already answered that
[3629] 3:13:21	one.
[3630] 3:13:29	We want to thank Jack Ray for gifting
[3631] 3:13:31	the channel 20 ancient Egypt in the
[3632] 3:13:33	Bible memberships. Thank you so much for
[3633] 3:13:34	your support of the channel. We so very
[3634] 3:13:36	much appreciate it.
[3635] 3:13:50	Uh Paul for 1999. Thank you for the
[3636] 3:13:53	super chat.
[3637] 3:13:55	I would like to sponsor a question. Your
[3638] 3:13:57	choice.
[3639] 3:13:59	Okay. Um
[3640] 3:14:03	I will let's take this one uh from Perry
[3641] 3:14:06	Stark.
[3642] 3:14:08	What caused the death of philology? A
[3643] 3:14:10	good question.
[3644] 3:14:12	Essentially what caused the death of
[3645] 3:14:15	philology was its own subjectivity?
[3646] 3:14:18	That's what caused the death of
[3647] 3:14:19	philology.
[3648] 3:14:21	It became a field where every people
[3649] 3:14:25	started to say of it never trust a
[3650] 3:14:28	philologist.
[3651] 3:14:32	There was a reason
[3652] 3:14:35	a lot of philology especially in the
[3653] 3:14:37	1940s and 50s
[3654] 3:14:39	took very
[3655] 3:14:42	dubious
[3656] 3:14:44	paths to establish the origins of words.
[3657] 3:14:50	Okay.
[3658] 3:14:52	So it became it became almost a a credo,
[3659] 3:14:57	you know, do not accept uh do not trust
[3660] 3:14:59	a philologist
[3661] 3:15:02	because he'll tell you what you want to
[3662] 3:15:03	hear or he'll come up with his own pet
[3663] 3:15:07	theories. The methodology wasn't sound.
[3664] 3:15:11	Now I think there are is philology that
[3665] 3:15:14	can be very sound but a lot of it
[3666] 3:15:16	especially in the 40s and 50s wasn't
[3667] 3:15:18	sound. So philology as a field kind of
[3668] 3:15:22	died because of it.
[3669] 3:15:26	With that said, philology still serves a
[3670] 3:15:29	purpose. It just is going to be
[3671] 3:15:33	you. You have to be really rigorous when
[3672] 3:15:35	you do philology. You can't make those
[3673] 3:15:38	cognitive leaps and assertions that
[3674] 3:15:40	philologists were very prone to make. So
[3675] 3:15:46	So that that's why it died as a field.
[3676] 3:15:48	Okay,
[3677] 3:15:50	so that's going to be our sponsored nons
[3678] 3:15:52	super chat. Thank you very much, Paul,
[3679] 3:15:54	for your very generous uh support. We
[3680] 3:15:57	really appreciate it and I hope that
[3681] 3:15:59	helped.
[3682] 3:16:02	Okay,
[3683] 3:16:04	next one
[3684] 3:16:13	uh from mama for $2. Thank you very much
[3685] 3:16:15	for the super chat. Must ties be money
[3686] 3:16:18	or can one give time and talents? Okay,
[3687] 3:16:21	now this is tricky.
[3688] 3:16:24	Um Chad Lennox asks, "What's philology?"
[3689] 3:16:29	Okay. Uh philology is the study of the
[3690] 3:16:33	origin of words.
[3691] 3:16:35	So where did your language come from?
[3692] 3:16:37	Where did the words of your language
[3693] 3:16:38	come from? That's philology.
[3694] 3:16:41	So it's the study of the origins of
[3695] 3:16:43	words.
[3696] 3:16:47	Okay, back to mama's question. Must ties
[3697] 3:16:49	be in money or can one give time or
[3698] 3:16:51	talent?
[3699] 3:16:53	Um,
[3700] 3:16:55	there's a middle road here. Okay, it's
[3701] 3:16:57	this is not one or the other thing. Now,
[3702] 3:17:00	here's
[3703] 3:17:03	here's the sort of the kicker of this.
[3704] 3:17:07	It depends.
[3705] 3:17:09	This one depends.
[3706] 3:17:13	uh is I mean tithes have always been
[3707] 3:17:16	accepted to be money or other goods in
[3708] 3:17:19	kind.
[3709] 3:17:20	So it is possible to tithe other things
[3710] 3:17:24	like gemstones, bear bonds, crypto.
[3711] 3:17:30	There's a lot of ways that people can
[3712] 3:17:31	tithe that have nothing to do uh you
[3713] 3:17:35	know in the in the good old days of the
[3714] 3:17:38	19th century people would tithe cans of
[3715] 3:17:40	peaches
[3716] 3:17:42	you know
[3717] 3:17:44	cans of jam that was people sub people
[3718] 3:17:47	did that
[3719] 3:17:49	>> yeah mama mint and dill
[3720] 3:17:53	>> chickens eggs goods and kind were often
[3721] 3:17:57	tithed Um,
[3722] 3:18:00	we tithed a pair of gemstones once to
[3723] 3:18:02	our church cuz we couldn't afford the
[3724] 3:18:04	money to pay the tithe, but we owed it
[3725] 3:18:09	and the pastor didn't know what to do
[3726] 3:18:10	with it.
[3727] 3:18:12	So,
[3728] 3:18:14	we told him to sell it,
[3729] 3:18:16	give it to to a deserving couple, do
[3730] 3:18:20	whatever you want with it.
[3731] 3:18:26	Uh Chad Linux, our church has a crypto
[3732] 3:18:29	selection 40th. We accept crypto. You
[3733] 3:18:32	know, you want to support our ministry,
[3734] 3:18:34	you can send us crypto. We, you know, we
[3735] 3:18:37	take, I think, Monero and Bitcoin
[3736] 3:18:41	because we had, we had that because we
[3737] 3:18:44	had some people who were watching us
[3738] 3:18:46	from the Middle East who didn't want
[3739] 3:18:50	their support of us traceable back to
[3740] 3:18:52	them.
[3741] 3:18:54	Okay, that's fine. It's dangerous for
[3742] 3:18:57	them to to give to a ministry like ours.
[3743] 3:19:00	Absolutely perfectly acceptable. We'll
[3744] 3:19:02	set up a not quake.
[3745] 3:19:06	Hey, I don't believe in meme coins.
[3746] 3:19:11	Jack Ray, frankincense and myrr. Yeah,
[3747] 3:19:12	perfectly acceptable as a tithe. Hey,
[3748] 3:19:14	frankincense and myrrh was valuable back
[3749] 3:19:16	then. It was worth a lot of money. A lot
[3750] 3:19:19	of money. Still not cheap, but you know,
[3751] 3:19:24	yes, frankincense and myrrh were
[3752] 3:19:25	perfectly acceptable forms of tithing.
[3753] 3:19:30	Now, time and talents, that's where
[3754] 3:19:33	things get dicey.
[3755] 3:19:37	Okay.
[3756] 3:19:39	Um,
[3757] 3:19:42	the thing about time and talents is you
[3758] 3:19:45	do owe time
[3759] 3:19:47	to your church in the form of your
[3760] 3:19:49	exercise of spiritual gifts.
[3761] 3:19:52	That's not meant to be
[3762] 3:19:56	charged or
[3763] 3:19:59	tithed to the church. You owe that to
[3764] 3:20:02	the church because God gives that those
[3765] 3:20:05	spiritual gifts to you for the expansion
[3766] 3:20:09	of the church.
[3767] 3:20:11	So if it's something that comes about as
[3768] 3:20:14	a spiritual gift, then you can't charge
[3769] 3:20:17	your time
[3770] 3:20:19	cuz that's not why God gave it to you.
[3771] 3:20:23	Okay?
[3772] 3:20:25	However, there is
[3773] 3:20:29	a counterpoint to that. If it's not a
[3774] 3:20:32	spiritual gift and if it's part of your
[3775] 3:20:34	regular profession,
[3776] 3:20:39	then it can be tithed.
[3777] 3:20:42	Like for example, if you are a
[3778] 3:20:45	professional artist,
[3779] 3:20:48	you're a professional artist
[3780] 3:20:51	and you're
[3781] 3:20:54	you do professional
[3782] 3:20:57	artwork for a living.
[3783] 3:21:00	you can give a receipt to your church
[3784] 3:21:04	and the church can accept that as part
[3785] 3:21:07	of your tithe.
[3786] 3:21:09	Okay? So that's possible.
[3787] 3:21:13	Uh my sister when she worked as a
[3788] 3:21:15	professional artist, she did that to a
[3789] 3:21:17	church and the church really kind of
[3790] 3:21:19	behaved badly about that but
[3791] 3:21:23	behaved exceptionally badly.
[3792] 3:21:29	They do.
[3793] 3:21:30	>> Yeah.
[3794] 3:21:32	Mama says, "I was thinking more like a
[3795] 3:21:34	CPA, a lawyer, a plumber, etc." Again,
[3796] 3:21:36	if that that's if that's their
[3797] 3:21:37	profession, they have the right to
[3798] 3:21:40	charge for that. In which case, if
[3799] 3:21:42	they're donating their time, they just
[3800] 3:21:44	write a receipt. They write a receipt.
[3801] 3:21:47	They give it to to the church, and the
[3802] 3:21:50	church gives them gives them a donation
[3803] 3:21:53	receipt. That's how it's done. And it's
[3804] 3:21:55	and it's done all the time.
[3805] 3:21:57	you know,
[3806] 3:22:01	so so absolutely that's perfectly
[3807] 3:22:03	acceptable if that's your profession.
[3808] 3:22:07	Now, in my case, my profession is as a
[3809] 3:22:09	teacher. Do I charge my church when I
[3810] 3:22:12	teach? No, I don't.
[3811] 3:22:14	Could I do that? Yes, I could. But I
[3812] 3:22:18	won't do that.
[3813] 3:22:20	Okay. That then is becomes optional.
[3814] 3:22:24	So if it's your regular profession, it's
[3815] 3:22:26	what you do as your your day-to-day say
[3816] 3:22:29	labor that you earn income from, then
[3817] 3:22:32	yes, you can you can write a receipt and
[3818] 3:22:35	you can donate that you can give that
[3819] 3:22:38	invoice to the church and they can write
[3820] 3:22:40	you a receipt as a donation. Totally
[3821] 3:22:42	acceptable and that's can be part of
[3822] 3:22:44	your tithe.
[3823] 3:22:46	So,
[3824] 3:22:53	Clifius, so was Bach tithing when he
[3825] 3:22:55	wrote music for his church often. Yes.
[3826] 3:22:58	Yeah. He would he would give his church.
[3827] 3:23:05	Oh, jeez.
[3828] 3:23:17	Mus says, "I think Bach was paid to play
[3829] 3:23:19	more than right." Probably.
[3830] 3:23:26	>> Yeah.
[3831] 3:23:27	>> Full time.
[3832] 3:23:28	>> Yeah.
[3833] 3:23:30	>> Yeah.
[3834] 3:23:32	Yeah. I mean, if this is their full-time
[3835] 3:23:34	profession, then yes, they should be
[3836] 3:23:36	paid. Or as I said, alternately, if you
[3837] 3:23:40	can arrange that with the church, they a
[3838] 3:23:43	receipt's given that they can say deduct
[3839] 3:23:46	on their taxes. Well, that's what my
[3840] 3:23:48	sister did. You know, she did a piece of
[3841] 3:23:50	artwork for the church, a banner, you
[3842] 3:23:53	know, and she she did a large 20 foot
[3843] 3:23:56	set of two set of two 20 foot banners
[3844] 3:24:00	for the church and charged them $1,500
[3845] 3:24:03	for it.
[3846] 3:24:04	Well, it was it wasn't a fee because,
[3847] 3:24:08	you know, that she didn't get 1,500
[3848] 3:24:09	because she had just accepted a receipt
[3849] 3:24:10	in kind,
[3850] 3:24:12	but that that church made such a fuss.
[3851] 3:24:15	And then they ended up selling those
[3852] 3:24:17	banners to a college for five grand.
[3853] 3:24:25	So,
[3854] 3:24:28	yeah,
[3855] 3:24:31	but
[3856] 3:24:34	Mhm.
[3857] 3:24:37	So the church's behavior in this
[3858] 3:24:39	particular case was pretty bad.
[3859] 3:24:42	But most churches, you know, churches
[3860] 3:24:45	should not have, you know, give you a
[3861] 3:24:48	stink over this, but some will.
[3862] 3:24:53	Some will.
[3863] 3:25:00	Uh, Jack Ray goes, "Does she still go to
[3864] 3:25:02	that church?" Oh, no. That church
[3865] 3:25:04	doesn't exist anymore.
[3866] 3:25:06	That church was um uh expropriated to
[3867] 3:25:11	put in a freeway.
[3868] 3:25:13	[Laughter]
[3869] 3:25:15	Karma happens.
[3870] 3:25:22	Mama says, "Wow, Bubble Machine says
[3871] 3:25:24	that is disgusting." I agree. Yeah, it
[3872] 3:25:25	was disgusting. It was absolutely
[3873] 3:25:27	disgusting.
[3874] 3:25:31	Yeah, that church no longer exists.
[3875] 3:25:34	Uh, so it was just uh Yeah, karma.
[3876] 3:25:50	Terry Stark, divine providence, David
[3877] 3:25:52	means. Yeah. Well, uh, we know what we
[3878] 3:25:55	mean by that.
[3879] 3:25:58	Vengeance was a lords. Yeah, exactly.
[3880] 3:26:02	Okay. So, uh so to wrap up your question
[3881] 3:26:05	here,
[3882] 3:26:08	ties don't have to necessarily be in
[3883] 3:26:09	money. It can be in goods and kind. It
[3884] 3:26:11	could be in other monetary units. It
[3885] 3:26:13	doesn't matter.
[3886] 3:26:15	Whether or not your time and talent can
[3887] 3:26:17	count towards your tithe depends upon if
[3888] 3:26:20	it's your regular profession. If it is
[3889] 3:26:22	your regular profession, then it isn't a
[3890] 3:26:25	problem. then you can just bill it and
[3891] 3:26:28	that's and that's can go as your tithe.
[3892] 3:26:30	If it's not your regular profession, you
[3893] 3:26:33	should not use that. You should not use
[3894] 3:26:34	that as a tithe. So, I hope that
[3895] 3:26:37	clarifies that. Thank you very much for
[3896] 3:26:38	the super chat. Very much appreciated.
[3897] 3:26:47	Okay, next one here.
[3898] 3:27:01	Harry Stark, are the green men on Mars
[3899] 3:27:03	real? Nope.
[3900] 3:27:07	>> Yeah, but the bunny making mochi in the
[3901] 3:27:09	moon is definitely I've seen the bunny
[3902] 3:27:11	making mochi on the moon.
[3903] 3:27:34	Yeah, we did meet uh crazy, didn't we?
[3904] 3:27:38	We met the guy who who who popularized
[3905] 3:27:41	in science fiction art
[3906] 3:27:44	um
[3907] 3:27:46	the green man on the Mars motif.
[3908] 3:27:50	Uh Frezy was his name.
[3909] 3:28:01	What's that a reference to? Um
[3910] 3:28:04	well there was um a guy who used to do
[3911] 3:28:07	um covers science fiction art covers
[3912] 3:28:11	uh for things like um amazing science
[3913] 3:28:14	fiction a lot of the the the pulp uh
[3914] 3:28:18	magazines short story magazines of the
[3915] 3:28:20	1930s4s and 50s there some of the
[3916] 3:28:23	they're still around today um
[3917] 3:28:27	but um ones like amazing stories uh
[3918] 3:28:31	analog is another one of those cover.
[3919] 3:28:36	>> Oh, the moon bunny thing. Oh, okay. No,
[3920] 3:28:38	the moon.
[3921] 3:28:39	>> Um, okay. Uh, have you ever heard of the
[3922] 3:28:42	man on the moon? Where you look up in
[3923] 3:28:44	the sky, you see the moon, and you see a
[3924] 3:28:45	little man in it. Okay. In Japanese
[3925] 3:28:49	culture, they don't see a man in the
[3926] 3:28:51	moon.
[3927] 3:28:52	They see a rabbit making mochi.
[3928] 3:28:56	Okay.
[3929] 3:28:58	Uh, good night, mama. It was good to see
[3930] 3:29:00	you here tonight.
[3931] 3:29:03	So yeah, that's that's what's what's
[3932] 3:29:05	meant by um the rabbit making mochi.
[3933] 3:29:09	It's it's um
[3934] 3:29:13	um
[3935] 3:29:15	it's it's a it's it's something you find
[3936] 3:29:17	in Japanese motifs all the time. Uh
[3937] 3:29:19	you'll see it pictures of the moon on
[3938] 3:29:22	say curtains
[3939] 3:29:24	uh where it's a moon with a bunny making
[3940] 3:29:27	mochi in it. Um, so that's what's meant
[3941] 3:29:30	by this the bunny moon bunny thing.
[3942] 3:29:32	Yeah. So,
[3943] 3:29:38	all right. Next uh super chat here is
[3944] 3:29:40	from Chad Lennox for $15. Thank you for
[3945] 3:29:42	the super chat.
[3946] 3:29:45	I'm curious on your thoughts on
[3947] 3:29:46	near-death experiences.
[3948] 3:29:48	Where should the Christian believers be
[3949] 3:29:50	suspicious of suspicious of claims when
[3950] 3:29:53	the person is having the experience is
[3951] 3:29:55	not a believer? Um, I am
[3952] 3:30:01	I've always been suspicious of
[3953] 3:30:02	near-death experiences. Anyway,
[3954] 3:30:05	here's the thing. They're not really
[3955] 3:30:07	dead. Not dead dead. Dead dead.
[3956] 3:30:13	Not really Osiris dead. Okay.
[3957] 3:30:18	They're really near
[3958] 3:30:21	I mean it when we're talking about near
[3959] 3:30:23	death, it's like you're on the precipice
[3960] 3:30:24	of death, but you're not really crossed
[3961] 3:30:26	over.
[3962] 3:30:28	So
[3963] 3:30:33	I am very suspicious of it. Um
[3964] 3:30:38	there has been some very interesting
[3965] 3:30:40	things that come out recently on
[3966] 3:30:41	neuroscience that I thought were very
[3967] 3:30:42	interesting that sort of play into the
[3968] 3:30:44	whole near-death experience
[3969] 3:30:48	like um like the stimulation
[3970] 3:30:51	experiments. Stimulation experiments are
[3971] 3:30:53	very interesting.
[3972] 3:30:56	Um,
[3973] 3:30:58	one of the very interesting things about
[3974] 3:31:00	the stimulation experiences and this was
[3975] 3:31:02	done by neurosurgeons
[3976] 3:31:04	is they've neurosurgeons would basically
[3977] 3:31:07	go in when they do brain surgery and
[3978] 3:31:09	they would stimulate certain parts of
[3979] 3:31:10	the brain
[3980] 3:31:13	to
[3981] 3:31:14	to see
[3982] 3:31:16	what what response would trigger. What
[3983] 3:31:18	what motor response it would trigger?
[3984] 3:31:21	what cognitive response it would would
[3985] 3:31:24	trigger
[3986] 3:31:25	um even what memories would be affected
[3987] 3:31:31	and you'd be interested in this actually
[3988] 3:31:33	Mrs. producer. Um,
[3989] 3:31:37	these experiments
[3990] 3:31:40	have they they discovered that they
[3991] 3:31:42	could stimulate a limb, they could
[3992] 3:31:45	stimulate a
[3993] 3:31:49	a sensation
[3994] 3:31:52	or they can even stimulate a memory.
[3995] 3:31:56	What they could never stimulate was an
[3996] 3:31:58	abstract thought.
[3997] 3:32:02	Nowhere
[3998] 3:32:04	didn't matter where they probed in the
[3999] 3:32:05	brain.
[4000] 3:32:07	They neuroscientists uh neurosurgeons
[4001] 3:32:10	could never stimulate an abstract
[4002] 3:32:12	thought
[4003] 3:32:14	like 1 plus 1 equals 2.
[4004] 3:32:20	It doesn't.
[4005] 3:32:23	They could they could create a memory by
[4006] 3:32:25	stimulation
[4007] 3:32:26	like the smell of oranges.
[4008] 3:32:29	Okay, they could stimulate that.
[4009] 3:32:33	They could make an arm twitch,
[4010] 3:32:38	but they could never stimulate an
[4011] 3:32:40	abstract thought.
[4012] 3:32:45	>> Oh, yeah. The idea of downloading the
[4013] 3:32:46	brain is complete nonsense. Yeah,
[4014] 3:32:50	because the there's something going on
[4015] 3:32:54	where the mind is something separate
[4016] 3:32:58	from the gray matter itself.
[4017] 3:33:02	Very interesting piece of research and
[4018] 3:33:04	they have done something like over a
[4019] 3:33:06	million stimulations and neurosurgeons
[4020] 3:33:08	uh surgery logs and never once did it
[4021] 3:33:12	stimulate an abstract thought.
[4022] 3:33:23	Yeah. Yeah. So, um what's his name? Um
[4023] 3:33:28	>> Degra is
[4024] 3:33:30	>> Yeah. Deg Gray is getting a lot more
[4025] 3:33:32	funding. This has implications in the
[4026] 3:33:35	transhumanist world. Um because um guys
[4027] 3:33:40	like Deg Gray are getting a lot more
[4028] 3:33:43	funding than what was his name now? uh
[4029] 3:33:45	the network at Google. Um
[4030] 3:33:52	what is his name?
[4031] 3:33:59	>> Yeah, the f Yeah, funing is dried up for
[4032] 3:34:01	the frozen head guys. Um
[4033] 3:34:08	um what's his name? Um
[4034] 3:34:11	oh, Singularity guy.
[4035] 3:34:15	Kurtzwhile. Ray Kurtzwhile. Yeah. Ray
[4036] 3:34:18	Kurtzwhile believed that people would be
[4037] 3:34:20	able to upload their brains to to the
[4038] 3:34:25	computer singularity. And for him, the
[4039] 3:34:28	idea of the cube singularity is the idea
[4040] 3:34:30	that
[4041] 3:34:31	machines could think like humans. Okay.
[4042] 3:34:35	So,
[4043] 3:34:39	okay. Um, interesting question.
[4044] 3:34:43	So, um,
[4045] 3:34:45	yeah, I I don't I don't think I don't
[4046] 3:34:47	think that
[4047] 3:34:50	near-death experiences prove a whole lot
[4048] 3:34:52	one way or the other, and I tend to be
[4049] 3:34:55	very skeptical towards them. Um, many
[4050] 3:34:57	near-death experiences are basically
[4051] 3:35:01	terrifying experiences that are later
[4052] 3:35:02	on. Um,
[4053] 3:35:07	>> people then rationalize them away. The
[4054] 3:35:10	terror terror aspect of them
[4055] 3:35:16	operating.
[4056] 3:35:17	>> Yeah.
[4057] 3:35:22	Oh
[4058] 3:35:28	>> yeah.
[4059] 3:35:30	>> Yeah. Yeah. People wake up screaming
[4060] 3:35:32	from near-death experiences generally.
[4061] 3:35:37	So, you know,
[4062] 3:35:39	Yeah.
[4063] 3:35:42	So yeah, it's um
[4064] 3:35:46	so I am suspicious of claims especially
[4065] 3:35:50	claims that are made long after the
[4066] 3:35:53	experience itself.
[4067] 3:35:54	So there does tend to be um
[4068] 3:36:01	false memories that come into the play
[4069] 3:36:03	after the experience.
[4070] 3:36:06	So um I do tend to be suspicious about
[4071] 3:36:08	these things. So
[4072] 3:36:13	Yeah, it's almost like the brain has a
[4073] 3:36:14	coping mechanism that it can't handle
[4074] 3:36:17	the terror of those particular
[4075] 3:36:19	situations. So,
[4076] 3:36:24	so anyway, I hope that helps. Thank you
[4077] 3:36:26	very much for the super chat. Very much
[4078] 3:36:28	appreciate it. Okay, we got a question
[4079] 3:36:30	on the book that just came in.
[4080] 3:36:33	Uh the catswe asks the question in your
[4081] 3:36:36	book, how are Andrew, how are Android ID
[4082] 3:36:40	numbers pronounced? Is it as separate
[4083] 3:36:42	numbers? For example, 4 2471 or read 27
[4084] 3:36:48	240071.
[4085] 3:36:51	It's it's they're serial numbers. So
[4086] 3:36:54	they are read as separate digits. Okay.
[4087] 3:36:59	though it would be something like Cineva
[4088] 3:37:01	04276.
[4089] 3:37:04	That's how you would pronounce it. Okay.
[4090] 3:37:07	Uh they tend to be the the middle name
[4091] 3:37:10	component which is their android line.
[4092] 3:37:13	Um will often drop uh vowels too. So in
[4093] 3:37:18	that case you'd have to add a schwa like
[4094] 3:37:20	we have one uh android that is natal nt
[4095] 3:37:25	a l. So you'd add a schwa after the N
[4096] 3:37:28	and between the N and the T. So So
[4097] 3:37:32	that's that's how our the android names
[4098] 3:37:35	in our books are pronounced. They're
[4099] 3:37:36	serial numbers. So it's like, as I said,
[4100] 3:37:39	it's like CEA07426
[4101] 3:37:43	is an example of that. Okay. So hope
[4102] 3:37:47	that helps. Thank you for that great
[4103] 3:37:48	question.
[4104] 3:37:51	Gabe Reagan asks, "My mother asked this
[4105] 3:37:53	of me. What is the Christian stance on
[4106] 3:37:55	reincarnation and how do you explain
[4107] 3:37:57	studies in favor of it? Well, okay.
[4108] 3:38:02	Um, the Christian stance of
[4109] 3:38:05	reincarnation is that doesn't exist.
[4110] 3:38:09	It is important unto men to die once and
[4111] 3:38:12	then the judgment.
[4112] 3:38:14	So there is no reincarnation in the
[4113] 3:38:17	Christian worldview.
[4114] 3:38:20	Now the studies that explain it
[4115] 3:38:25	um here we start two words of demonic
[4116] 3:38:27	possession that is one explanation for
[4117] 3:38:29	it.
[4118] 3:38:31	That is definitely one explanation for
[4119] 3:38:35	uh reincarnation.
[4120] 3:38:37	There's also other explanations for it
[4121] 3:38:40	too though. False memories is one.
[4122] 3:38:46	Um there was one family
[4123] 3:38:49	who had lost a child. They had a second
[4124] 3:38:51	child.
[4125] 3:38:54	Um, and what happened in that case was
[4126] 3:38:59	the family coped with the loss of the
[4127] 3:39:01	first child by explaining the second
[4128] 3:39:04	child as the reincarnation of the first.
[4129] 3:39:09	So they use that as a coping mechanism.
[4130] 3:39:12	So this young boy basically grew up
[4131] 3:39:16	believing
[4132] 3:39:17	he was the reincarnation of his brother
[4133] 3:39:24	and there was a lot of family pressure
[4134] 3:39:26	on on him to maintain that fiction.
[4135] 3:39:30	So
[4136] 3:39:33	um
[4137] 3:39:35	so yeah there was um
[4138] 3:39:38	uh there was a lot of a lot of these
[4139] 3:39:41	studies can't be reconciled with a blind
[4140] 3:39:44	study sort that we would expect out of a
[4141] 3:39:47	scientific method. So we have to be very
[4142] 3:39:50	careful about those reincarnation
[4143] 3:39:52	studies because they do tend to be very
[4144] 3:39:56	um
[4145] 3:39:57	biased as to their outcomes and many of
[4146] 3:40:00	those studies are you know going in
[4147] 3:40:04	expecting to find evidence of
[4148] 3:40:06	reincarnation rather than say taking a
[4149] 3:40:08	blind approach to it. So
[4150] 3:40:13	so anyway Gabe I hope that helps. Thank
[4151] 3:40:15	you for the uh question. Very much
[4152] 3:40:17	appreciate it.
[4153] 3:40:20	Well, yeah. It can't be replicated.
[4154] 3:40:21	Yeah. But
[4155] 3:40:32	>> well, even h how do you even prove that?
[4156] 3:40:34	I mean, that's just
[4157] 3:40:44	>> Okay. Uh John Fabbec for 499. Thank you
[4158] 3:40:48	very much for the super chat. In Ezekiel
[4159] 3:40:51	14:40, is the Daniel mentioned the same
[4160] 3:40:53	person from the book of Daniel?
[4161] 3:40:56	Probably not.
[4162] 3:40:59	Okay, so let's go look at
[4163] 3:41:03	Ezekiel. Uh Ezekiel long predates
[4164] 3:41:07	Daniel,
[4165] 3:41:10	so it's not going to talk about the same
[4166] 3:41:13	Daniel in all likelihood here. Just
[4167] 3:41:16	check here.
[4168] 3:41:25	I'm going to check the Hebrew here just
[4169] 3:41:27	to be sure.
[4170] 3:41:44	Okay, we got a
[4171] 3:41:47	Tave and cur
[4172] 3:41:54	that always makes things interesting.
[4173] 3:42:06	Says Danielle
[4174] 3:42:10	and Kare says
[4175] 3:42:14	Danielle. Okay, that doesn't really help
[4176] 3:42:17	us any here. Not too much anyway.
[4177] 3:42:24	Okay, so Ezekiel 14:40.
[4178] 3:42:27	Uh, even though these three men, Noah,
[4179] 3:42:30	Daniel, and Job were in its midsts, by
[4180] 3:42:32	their own righteousness, they could
[4181] 3:42:34	deliver could only deliver themselves,
[4182] 3:42:37	declares the Lord.
[4183] 3:42:39	Okay. So,
[4184] 3:42:42	um, Mervmon Monson asks,
[4185] 3:42:47	"Skeptics say that it's name confusion
[4186] 3:42:49	to Danielle and Dan." I I think it's
[4187] 3:42:52	probably Dan.
[4188] 3:42:54	I mean, I have no problem here saying
[4189] 3:42:55	that's Daniel or Dan.
[4190] 3:42:59	uh and to be let's let's talk about the
[4191] 3:43:02	whole difference between Daniel and
[4192] 3:43:04	Daniel
[4193] 3:43:05	cuz it's confused and it was confused
[4194] 3:43:07	even in ancient times. Okay.
[4195] 3:43:13	Daniel
[4196] 3:43:15	is the prophet, a Judaite young man who
[4197] 3:43:20	was exiled during the Babylonian
[4198] 3:43:22	captivity
[4199] 3:43:24	and served as a governor for the
[4200] 3:43:28	neoablonian empire
[4201] 3:43:32	and his traditional dates are in the
[4202] 3:43:34	sixth century. Now the book of Ezekiel
[4203] 3:43:38	is older than that
[4204] 3:43:41	is at least a century or more before
[4205] 3:43:44	then.
[4206] 3:43:47	So
[4207] 3:43:49	Daniel on the other hand is a
[4208] 3:43:51	mythological
[4209] 3:43:53	figure.
[4210] 3:43:54	Okay. And that predates Daniel. Now some
[4211] 3:43:58	have speculated that Daniel may be named
[4212] 3:44:00	after Daniel. Um
[4213] 3:44:04	basically God is my judge or God judges.
[4214] 3:44:09	So Daniel is God judges. Daniel is God
[4215] 3:44:14	is my judge.
[4216] 3:44:16	So there is a slight difference in the
[4217] 3:44:18	names.
[4218] 3:44:19	However, the Maserites would
[4219] 3:44:22	weren't aware of Danel.
[4220] 3:44:25	Okay.
[4221] 3:44:29	So my thinking here is that Ezekiel
[4222] 3:44:31	14:14 is actually a reference to Daniel,
[4223] 3:44:36	not Daniel. Especially given that he's
[4224] 3:44:39	he's he's quoting here
[4225] 3:44:41	very old,
[4226] 3:44:44	say predecessors, Noah, Job, and Dan
[4227] 3:44:48	would definitely fit into that.
[4228] 3:44:51	So
[4229] 3:44:53	yeah, I I think it's name confusion
[4230] 3:44:56	and I think it's maseretic name
[4231] 3:44:58	confusion
[4232] 3:45:00	because if you look at say
[4233] 3:45:04	the maseretic text here and the kay
[4234] 3:45:09	uh the kave sorry the kave um now here
[4235] 3:45:13	we got have curly uh sorry parenthesis
[4236] 3:45:16	and square brackets um on this text here
[4237] 3:45:20	The um parentheses are the kave. Kave is
[4238] 3:45:25	what's written in the text.
[4239] 3:45:28	The cure,
[4240] 3:45:30	this is the cure here is what the
[4241] 3:45:33	Maseratites thought should be spoken.
[4242] 3:45:38	So basically the Maserites don't want to
[4243] 3:45:41	change the consonants of the text.
[4244] 3:45:42	They're fine changing vowels. They'll
[4245] 3:45:45	they'll change vowels all day long, but
[4246] 3:45:48	they won't touch consonants.
[4247] 3:45:51	But if they thought there was an error,
[4248] 3:45:56	um,
[4249] 3:45:58	if they thought there was an error,
[4250] 3:46:02	they would they would specify this as a
[4251] 3:46:06	coray
[4252] 3:46:08	with their own proposed reading.
[4253] 3:46:11	So,
[4254] 3:46:15	so I think Danel is a appropriate
[4255] 3:46:18	reading given the the the the basically
[4256] 3:46:25	um the kave the writing but the cur is
[4257] 3:46:30	their attempt to correct it. So they're
[4258] 3:46:32	going to add a yo there just as their
[4259] 3:46:36	their form of correction.
