[0] 3:03	Heat.
[3428] 3:02:28	So, um, so it's it's nothing that's it's
[3429] 3:02:31	not anything to do with like genetic
[3430] 3:02:33	purity or toxic environment or anything
[3431] 3:02:36	like that. It's it's just that they're
[3432] 3:02:38	counting the years and crediting it to a
[3433] 3:02:42	single progenitor instead of dividing it
[3434] 3:02:44	up to individuals.
[3435] 3:02:46	So, it's just an eastern way of doing
[3436] 3:02:48	this sort of thing. So,
[3437] 3:02:56	um,
[3438] 3:02:57	Udam asks, "Is there a paper or book I
[3439] 3:02:59	can read on that specific topic?" Um,
[3440] 3:03:03	yeah.
[3441] 3:03:05	Um, I'm going to be writing a paper on
[3442] 3:03:07	this hopefully for the ETSs journal if I
[3443] 3:03:10	can get past their editor. Um
[3444] 3:03:14	there is a um
[3445] 3:03:19	um a book by Clinton Bailey that uh
[3446] 3:03:24	talks about clan identity and that's was
[3447] 3:03:26	very helpful and very formative in my
[3448] 3:03:28	opinion on this. Um I also had there was
[3449] 3:03:31	also an article that touched upon this
[3450] 3:03:33	by uh Friedrich Gardner from the 1880s
[3451] 3:03:38	on this too. So yeah, so hope that
[3452] 3:03:42	helps. Thank you for the question.
[3453] 3:03:47	Where are the most high? So Abraham's
[3454] 3:03:49	age minus Isaac's age equals Isaac's
[3455] 3:03:51	actual age. Yeah, it appears to be so.
[3456] 3:03:59	Um, again, I'll be doing a full paper on
[3457] 3:04:00	this specifying the details. It's It's
[3458] 3:04:03	not quite that simple, but it's close.
[3459] 3:04:05	It's close.
[3460] 3:04:10	Okay, next super chat here is from Billy
[3461] 3:04:12	Ningan for $10. Thank you for the super
[3462] 3:04:14	chat.
[3463] 3:04:17	Dr. Faulk, allow me to play the devil's
[3464] 3:04:19	advocate. Oh, there's so The devil has
[3465] 3:04:21	so many advocates for himself.
[3466] 3:04:23	Why can't it ever be Christ's advocate?
[3467] 3:04:27	Why is it always the devil who needs
[3468] 3:04:29	needs the lawyers?
[3469] 3:04:31	Is that saying something?
[3470] 3:04:34	The devil always needs the attorneys. a
[3471] 3:04:36	full staff of attorneys.
[3472] 3:04:45	All right. He says, "Why should I
[3473] 3:04:48	believe in this Hebraic founding myth
[3474] 3:04:51	when I come from a long line
[3475] 3:04:53	longstanding and continuous civilization
[3476] 3:04:56	that it has its own founding myth?"
[3477] 3:05:00	What?
[3478] 3:05:03	Why should I believe in this hor
[3479] 3:05:05	founding myth when I come from a
[3480] 3:05:08	long-standing and continuous
[3481] 3:05:09	civilization that has its own founding
[3482] 3:05:11	myth?
[3483] 3:05:14	Why does that discredit the Why does
[3484] 3:05:18	your founding myth of your civilization
[3485] 3:05:22	discredit the Hebraic founding myth?
[3486] 3:05:27	Um,
[3487] 3:05:29	>> you don't have to believe it.
[3488] 3:05:31	>> You don't have to believe it.
[3489] 3:05:33	>> But look at evidence for both.
[3490] 3:05:36	>> Yeah, it just it just it doesn't follow.
[3491] 3:05:39	This doesn't follow. There's a
[3492] 3:05:42	uh
[3493] 3:05:42	>> there's quite a lot of
[3494] 3:05:43	>> warrior of the most high. Okay. Says uh
[3495] 3:05:46	a question every Hindu asks a new
[3496] 3:05:48	Christian convert.
[3497] 3:05:51	Yeah. Okay. These are not mutually
[3498] 3:05:53	exclusive.
[3499] 3:05:55	These are not mutually exclusive. I mean
[3500] 3:05:57	I guess I guess if you're
[3501] 3:05:59	I mean there is something to um
[3502] 3:06:06	there is something to the question of uh
[3503] 3:06:10	veracity of founding myth. Now um let's
[3504] 3:06:14	let's let's not use founding myth. Let's
[3505] 3:06:16	use origin story. Let's use origin story
[3506] 3:06:20	instead. Um because founding myth is
[3507] 3:06:23	loaded language. It's loaded language.
[3508] 3:06:26	So, we have a uh Hebraic
[3509] 3:06:30	origin story and then we have say a
[3510] 3:06:34	long-standing continuous civilization
[3511] 3:06:36	with its own origin study story. Okay.
[3512] 3:06:41	Now, the question is
[3513] 3:06:43	just because you believe in your own
[3514] 3:06:47	origin story, does that deprecate the
[3515] 3:06:50	Hebraic one? Well, it depends.
[3516] 3:06:54	If the
[3517] 3:06:57	uh long-standing and continuous
[3518] 3:06:59	civilization
[3519] 3:07:00	has a
[3520] 3:07:03	pagan or a a a their origin story is of
[3521] 3:07:08	the divine,
[3522] 3:07:10	that's less likely to be true. Okay?
[3523] 3:07:15	because the original foundation of that
[3524] 3:07:18	here's here's one of the things the the
[3525] 3:07:21	more supernatural
[3526] 3:07:24	and say
[3527] 3:07:26	more glorified
[3528] 3:07:29	a founding myth is and the more distant
[3529] 3:07:32	it is from the nation's inception
[3530] 3:07:38	the less true it is likely to be.
[3531] 3:07:42	Um, so just because the the the nation
[3532] 3:07:44	itself is longstanding and continuous
[3533] 3:07:48	doesn't mean that founding origin story
[3534] 3:07:52	is true.
[3535] 3:07:55	Um,
[3536] 3:07:56	you know, you get like for example the
[3537] 3:07:58	origin story of the Chinese which is
[3538] 3:08:01	they're founded by the gods.
[3539] 3:08:04	Well, drop there. You got it. It's like,
[3540] 3:08:10	um,
[3541] 3:08:12	does that actually tell you anything
[3542] 3:08:14	that's actually verifiably true? I don't
[3543] 3:08:18	know.
[3544] 3:08:23	Um, the Egyptian origin story
[3545] 3:08:28	hatched from the egg of of raw.
[3546] 3:08:31	Well, is this something that you can say
[3547] 3:08:33	is is sober? Is it something you can say
[3548] 3:08:37	that is has propinquity to the nation
[3549] 3:08:40	itself?
[3550] 3:08:42	No.
[3551] 3:08:45	The Hebraic founding myth or founding
[3552] 3:08:49	origin story is one of slavery.
[3553] 3:08:53	There's sobriety to that.
[3554] 3:08:56	Nobody wants to be associated with
[3555] 3:08:59	slavery.
[3556] 3:09:01	You know, people want to be so
[3557] 3:09:03	associated with nobility.
[3558] 3:09:06	with divinity.
[3559] 3:09:08	Nobody wants to be associated with
[3560] 3:09:10	slavery.
[3561] 3:09:13	No one wants to be seen as helpless in
[3562] 3:09:15	the situation.
[3563] 3:09:19	The Hebraic origin story is about a
[3564] 3:09:22	helpless people who are enslaved,
[3565] 3:09:25	who are freed by their god.
[3566] 3:09:28	That's the origin story.
[3567] 3:09:31	And it's completely
[3568] 3:09:33	I mean even if you took out the whole
[3569] 3:09:35	God equation to it, it's still
[3570] 3:09:38	completely believable
[3571] 3:09:42	because you can explain it
[3572] 3:09:43	naturalistically.
[3573] 3:09:47	Why do we believe the origin story of
[3574] 3:09:49	the United States?
[3575] 3:09:52	You know, it's 250 years old.
[3576] 3:09:56	Okay. Um, there was a revolution with a
[3577] 3:09:59	tyrannic against a uh a a nation that
[3578] 3:10:03	had post taxation without
[3579] 3:10:05	representation. Why do we believe that?
[3580] 3:10:09	We believe it because there's a sobriety
[3581] 3:10:11	to it.
[3582] 3:10:14	So, if you're going to say, why should
[3583] 3:10:17	you believe X?
[3584] 3:10:19	Well, you know,
[3585] 3:10:22	just because you came um from a
[3586] 3:10:25	continuous long-standing and continuous
[3587] 3:10:27	civilization
[3588] 3:10:29	doesn't actually affirm that that stand
[3589] 3:10:32	long-standing and continuous
[3590] 3:10:34	civilizations
[3591] 3:10:35	founding story is correct.
[3592] 3:10:41	So,
[3593] 3:10:43	you know, there's
[3594] 3:10:49	um so you know just
[3595] 3:10:53	it doesn't follow. It just doesn't
[3596] 3:10:55	follow. But here's one of the things I
[3597] 3:10:57	think we have to keep in mind too is
[3598] 3:10:59	when we engage something like this, this
[3599] 3:11:02	is not a logical argument.
[3600] 3:11:06	This is not an argument of logic.
[3601] 3:11:09	This is a cultural apologetic.
[3602] 3:11:13	Okay.
[3603] 3:11:15	Now, yeah, Hindus use this all the time.
[3604] 3:11:19	It's a cultural apologetic. It's a it's
[3605] 3:11:22	a it's an apologetic that works within
[3606] 3:11:25	Hinduism
[3607] 3:11:27	that esteems that myth and that
[3608] 3:11:29	tradition.
[3609] 3:11:31	And it works upon an emotional argument.
[3610] 3:11:34	It's not law. This is not a logical
[3611] 3:11:36	argument. It's an emotional argument and
[3612] 3:11:39	it's an emotional argument based upon a
[3613] 3:11:42	fidelity to one's culture.
[3614] 3:11:46	So so
[3615] 3:11:51	um yeah, so we have to be um so we have
[3616] 3:11:56	to be cognizant that this is a that this
[3617] 3:11:58	is a cultural
[3618] 3:12:02	um um apologetic. It's it's not a
[3619] 3:12:05	religious or a philosophical apologetic
[3620] 3:12:07	because philosophically this doesn't
[3621] 3:12:09	make sense.
[3622] 3:12:11	It only makes sense and has traction
[3623] 3:12:13	within a certain cultural setting.
[3624] 3:12:16	So unless you appeal to the
[3625] 3:12:20	um say the uh cult what what has
[3626] 3:12:24	traction in their culture, yeah, you're
[3627] 3:12:27	not going to get anywhere with them. So
[3628] 3:12:29	just keep that in mind. All right, but I
[3629] 3:12:31	hope that helps.
[3630] 3:12:32	>> Your your best
[3631] 3:12:33	approach then is just to share cultural
[3632] 3:12:37	information.
[3633] 3:12:38	>> Yeah.
[3634] 3:12:39	>> So they hear the truth and say well as
[3635] 3:12:41	Christians we consider this to act.
[3636] 3:12:45	>> Yeah.
[3637] 3:12:46	>> And maybe
[3638] 3:12:47	the most high says what's weird is that
[3639] 3:12:49	we are also taught in school how Hindu
[3640] 3:12:51	religion changed in the past yet somehow
[3641] 3:12:53	it's eternally unchanging. Yeah. That's
[3642] 3:12:56	cultural apologetics. That's exactly
[3643] 3:12:58	what it is.
[3644] 3:13:01	Yeah. So
[3645] 3:13:04	yeah, cultural apologetics is like that
[3646] 3:13:07	where you know you're you're taught
[3647] 3:13:10	secularly that religion has changed
[3648] 3:13:12	dramatically and all that and yet the
[3649] 3:13:15	cultural apologetic is that it's
[3650] 3:13:17	eternally unchanging.
[3651] 3:13:24	Mara asks, "Do you believe that all the
[3652] 3:13:26	Old Testament is actually intended as a
[3653] 3:13:28	human history book?" No, I don't. I
[3654] 3:13:31	don't believe that the old all the Old
[3655] 3:13:32	Testament is intended as a human history
[3656] 3:13:34	book. It's a book on religion.
[3657] 3:13:37	And now that doesn't mean there's no
[3658] 3:13:39	history in it. Quite the opposite. I
[3659] 3:13:41	think there's a lot of history in the
[3660] 3:13:42	Old Testament.
[3661] 3:13:47	But is all the Old Testament intended as
[3662] 3:13:49	a human history book? No.
[3663] 3:13:52	Um I'd say much as say the beginning of
[3664] 3:13:55	of Genesis is not history. It's mytho
[3665] 3:14:00	history and there's a difference between
[3666] 3:14:03	myth history and history
[3667] 3:14:05	you know uh history is just recounting
[3668] 3:14:09	the events as they took place. Myth
[3669] 3:14:11	history is the combination of history
[3670] 3:14:13	and mythology to come to say religious
[3671] 3:14:17	understanding. But mythology has been
[3672] 3:14:21	secularized to me.
[3673] 3:14:23	>> Yeah.
[3674] 3:14:26	>> Yeah.
[3675] 3:14:26	>> And that is not myth.
[3676] 3:14:29	>> Yeah.
[3677] 3:14:31	So moving on here.
[3678] 3:14:45	All right. Glengeist uh for $10. Thank
[3679] 3:14:47	you very much for the super chat.
[3680] 3:14:50	Uh the question is I'm finishing up
[3681] 3:14:52	James P. Allen's book on Mil Egyptian. I
[3682] 3:14:54	am so sorry. Uh any suggestions on what
[3683] 3:14:58	to look into next for further study?
[3684] 3:14:59	Appreciate your channel. Oh boy. I do
[3685] 3:15:03	not like Allen's book on Middle
[3686] 3:15:05	Egyptian.
[3687] 3:15:06	Um I think it's a terrible book on
[3688] 3:15:08	Middle Egyptian. I mean, I like Allan as
[3689] 3:15:11	a person, you know, he's a nice guy,
[3690] 3:15:16	but his his textbook is awful.
[3691] 3:15:19	Absolutely awful.
[3692] 3:15:23	I mean, he spends like seven chapters on
[3693] 3:15:25	on adjectives at the very very beginning
[3694] 3:15:28	when what people want is just how to do
[3695] 3:15:30	a simple sentence.
[3696] 3:15:32	Um,
[3697] 3:15:36	yeah. I I just
[3698] 3:15:38	um I would say this,
[3699] 3:15:44	if you're learning Egyptian at all
[3700] 3:15:45	through Allen's book, it's probably
[3701] 3:15:48	going to be quite messed up. I would do
[3702] 3:15:52	Collier and Manley
[3703] 3:15:54	just to to make sure you're on the right
[3704] 3:15:56	track first.
[3705] 3:15:59	And then what I would do is if if if you
[3706] 3:16:03	if you find Collier and Manley to be
[3707] 3:16:05	okay, if you can get through Collier and
[3708] 3:16:07	Manley, okay, without difficulty,
[3709] 3:16:10	um I would then go to
[3710] 3:16:13	try to find Gardner's
[3711] 3:16:15	um Egyptian language book. Uh it's big.
[3712] 3:16:19	You'll probably have to find a a PDF
[3713] 3:16:22	scan of it somewhere uh because it's out
[3714] 3:16:24	of print now. But um
[3715] 3:16:27	but Gardner's book was really the best
[3716] 3:16:29	um textbook
[3717] 3:16:32	uh on this. It doesn't have the Palotsky
[3718] 3:16:34	stuff.
[3719] 3:16:36	Um
[3720] 3:16:40	um it it Gardner's book does need an
[3721] 3:16:44	update,
[3722] 3:16:45	but there's still nothing that rivals it
[3723] 3:16:47	for a
[3724] 3:16:49	um
[3725] 3:16:51	for a um reference grammar. Okay? And
[3726] 3:16:56	that's really how you should use
[3727] 3:16:57	Gardner's book is as a reference
[3728] 3:16:59	grammar, not as a not as a a as an
[3729] 3:17:03	introductory grammar, but as a reference
[3730] 3:17:04	grammar. But uh that would be the next
[3731] 3:17:07	step after um Allen's book anyway would
[3732] 3:17:10	be Gardener's book. The problem is if
[3733] 3:17:14	you started with with Allen's book,
[3734] 3:17:16	you're going to have to do some remedial
[3735] 3:17:18	stuff in order to even understand
[3736] 3:17:20	gardener's book. So
[3737] 3:17:24	I think I think Allan wrote one of the
[3738] 3:17:26	worst textbooks in middle Egyptian. So
[3739] 3:17:31	if
[3740] 3:17:34	I mean it's not technically wrong.
[3741] 3:17:37	Okay. It's not it's not it doesn't have
[3742] 3:17:40	lots I mean the reason why there's a
[3743] 3:17:42	third edition is because the first
[3744] 3:17:43	edition had a lot of errors. Okay.
[3745] 3:17:47	That's the reason why there's a first
[3746] 3:17:49	there's a third edition is because
[3747] 3:17:52	the first one was full of errors. The
[3748] 3:17:55	second one was not much better. The but
[3749] 3:18:00	the pedagogy he uses is just
[3750] 3:18:04	awful. Awful pedagogy. It's a It's a
[3751] 3:18:07	terrible way. Nobody learns
[3752] 3:18:11	learns any language by constructing
[3753] 3:18:14	adjectival sentences first. Nobody.
[3754] 3:18:19	That makes people kind of want to give
[3755] 3:18:21	up.
[3756] 3:18:23	Oh yeah. You know, I mean, of course,
[3757] 3:18:26	the natural progression of languages is
[3758] 3:18:28	to learn about adjectives first and then
[3759] 3:18:30	go to adverbs.
[3760] 3:18:32	Um,
[3761] 3:18:36	you know, it's like, dang,
[3762] 3:18:40	dang.
[3763] 3:18:45	Glue guy says, I appreciate your
[3764] 3:18:47	in-depth answer. It's kind of what I
[3765] 3:18:49	suspected, but wasn't sure if Gardner
[3766] 3:18:52	was currently to date. I did start with
[3767] 3:18:54	Budge, though. Oh, yeah. Budge is worse.
[3768] 3:18:56	Okay. Yeah. Yeah. Just throw Budge in
[3769] 3:18:59	the trash. But here's the thing. Um, to
[3770] 3:19:02	get to now that you've gone through
[3771] 3:19:05	Allen, and I'm so sorry you had to do
[3772] 3:19:07	that. Um
[3773] 3:19:10	uh I would say uh call your own and
[3774] 3:19:12	manual manlys their book is a really
[3775] 3:19:16	good it's a short book. You can get
[3776] 3:19:19	through it fairly quickly and you
[3777] 3:19:20	shouldn't have any problems with it once
[3778] 3:19:22	you go through through Allen but it'll
[3779] 3:19:24	get you back on the right track
[3780] 3:19:27	and then once you're back on the right
[3781] 3:19:29	track use gardener as a reference
[3782] 3:19:31	grammar.
[3783] 3:19:33	Not perfect.
[3784] 3:19:36	If you find that you that
[3785] 3:19:39	um that Allen's or sorry um uh Collier
[3786] 3:19:45	and Manually doesn't give you enough
[3787] 3:19:48	background information to do gardener,
[3788] 3:19:51	you can use James Hawk's book as sort of
[3789] 3:19:56	the in between. Okay. Um
[3790] 3:20:02	um I think I think Hawk's book is a
[3791] 3:20:04	little long in the tooth, but it has
[3792] 3:20:07	some of the Pilotsky stuff in it. And
[3793] 3:20:10	that's really what's main mostly missing
[3794] 3:20:12	from Gardner's book anyway is the Potsky
[3795] 3:20:15	stuff. Um stuff such as the second
[3796] 3:20:18	tense.
[3797] 3:20:20	That's really what's missing from
[3798] 3:20:21	Gardner is the second tense.
[3799] 3:20:26	The fact is it wouldn't take
[3800] 3:20:29	a huge amount of effort. Well, it would
[3801] 3:20:32	take a huge amount of effort because
[3802] 3:20:33	you'd have to retype t type set the
[3803] 3:20:35	whole dang book again. Uh cuz Gardner's
[3804] 3:20:38	type setting was really idiosyncratic.
[3805] 3:20:40	Um but um
[3806] 3:20:45	uh
[3807] 3:20:47	you could
[3808] 3:20:50	a good editor with a lot of time in his
[3809] 3:20:52	hands because you'd have to re as I said
[3810] 3:20:54	retype set everything for Gardner could
[3811] 3:20:57	add an addendum to Gardner's book for
[3812] 3:21:00	the Palotsky uh stuff like the second
[3813] 3:21:03	tense. The second tense is really what's
[3814] 3:21:06	missing from gardener.
[3815] 3:21:09	Uh
[3816] 3:21:12	uh that's that's really what's missing
[3817] 3:21:13	from gardener. That's the big thing. Um
[3818] 3:21:15	what's out of date really isn't most of
[3819] 3:21:18	it. I mean, we're still using the same
[3820] 3:21:20	symbol table. You know, if even if you
[3821] 3:21:22	get a a brand new textbook today, the
[3822] 3:21:25	Gardenner's using the same symbols as um
[3823] 3:21:28	or every other textbook is using the
[3824] 3:21:30	same symbols as Gardner. There's been a
[3825] 3:21:32	few that's been added, but those are
[3826] 3:21:33	sort of rare symbols anyway.
[3827] 3:21:36	Um, so any textbook you're going to get
[3828] 3:21:39	is going to rely on the gardener sign
[3829] 3:21:41	list.
[3830] 3:21:43	Um, some of the um meanings,
[3831] 3:21:47	some of the definitions of words have
[3832] 3:21:49	been updated since gardener's time. Um,
[3833] 3:21:54	but again, it's not so much that
[3834] 3:21:58	gardener has lost its utility. I still
[3835] 3:22:00	use Gardner for reference grammar.
[3836] 3:22:03	It still has a lot of of um of value
[3837] 3:22:09	there.
[3838] 3:22:15	Uh warrior the most high. Um wait, is
[3839] 3:22:18	this is this adjectival sentence the
[3840] 3:22:21	same thing as the stat in other
[3841] 3:22:23	languages? No, it's not. The stat is its
[3842] 3:22:27	own thing in Egyptian. Okay, there's a
[3843] 3:22:30	there's static in Egyptian too. This is
[3844] 3:22:33	not stative,
[3845] 3:22:36	but this is a particular kind of
[3846] 3:22:39	circumstantial clause, not even a whole
[3847] 3:22:42	sentence, but a circumstantial clause
[3848] 3:22:46	that primarily uses an adjective as a
[3849] 3:22:49	verb.
[3850] 3:22:51	It's really sort of niche grammar
[3851] 3:22:54	injected at the beginning.
[3852] 3:23:00	Yeah, I do not like the way Allan did
[3853] 3:23:04	this. Not at all.
[3854] 3:23:07	So anyway, I hope that helps. Thank you
[3855] 3:23:09	very much for the super chat. Very much
[3856] 3:23:11	appreciated.
[3857] 3:23:25	Uh loose. Santafel about uh Rachel
[3858] 3:23:27	stealing Laben's idols while googling
[3859] 3:23:29	the results uh suggest they might be
[3860] 3:23:32	productive divination or fertilization
[3861] 3:23:34	proc purposes but do not spec specify a
[3862] 3:23:37	connection to corn. That's because
[3863] 3:23:39	you're relying on Google for this.
[3864] 3:23:50	>> Yeah. Don't don't rely on Google for
[3865] 3:23:52	that stuff. Just saying.
[3866] 3:23:56	Okay.
[3867] 3:23:59	Uh, let's see if we can We're going to
[3868] 3:24:01	try to make sure we get to the end here
[3869] 3:24:03	before midnight because I got a we got
[3870] 3:24:06	to turn into a pumpkin at midnight. So,
[3871] 3:24:12	you want
[3872] 3:24:17	>> Oh, gee. Joth Scott Woran asks, "What do
[3873] 3:24:20	you want out of Dune part three?
[3874] 3:24:23	a redo of part two.
[3875] 3:24:28	Oh.
[3876] 3:24:31	Uh, I thought Bard Dune part two was
[3877] 3:24:34	bungled
[3878] 3:24:36	badly bungled.
[3879] 3:24:38	Part one wasn't bad. Um, I I'll be I'll
[3880] 3:24:41	be honest that I think the the Villanuv
[3881] 3:24:44	uh Dune part one was really good. Part
[3882] 3:24:47	two was really badly done. Um, Villanuv
[3883] 3:24:52	did not under understood but did not
[3884] 3:24:56	want to cover the time.
[3885] 3:25:01	Okay, here's the thing. The Dune saga,
[3886] 3:25:05	uh, the first book of Dune takes place
[3887] 3:25:09	over years,
[3888] 3:25:12	over four or five years.
[3889] 3:25:17	That's that's the time frame of the book
[3890] 3:25:21	is is half a decade.
[3891] 3:25:26	Okay. Or more.
[3892] 3:25:30	Villanuv did not want this narrative to
[3893] 3:25:34	be extended over that length of time. He
[3894] 3:25:39	thought the whole thing should be
[3895] 3:25:40	wrapped up in three months. So, he's
[3896] 3:25:43	time compressed the story.
[3897] 3:25:48	Yeah. John says, "I kept waiting for the
[3898] 3:25:50	time skip in part two." That's because
[3899] 3:25:52	there wasn't one.
[3900] 3:25:54	Yeah, there wasn't one. He he he
[3901] 3:25:56	intentionally um uh truncated the time
[3902] 3:26:03	because he thought he thought this would
[3903] 3:26:05	be a more compelling story told in 3
[3904] 3:26:08	months.
[3905] 3:26:11	Scott War and said Aliia not even being
[3906] 3:26:13	born was a let down. Yeah. Yeah, it is.
[3907] 3:26:16	Cuz Alia is an important part of the
[3908] 3:26:19	story.
[3909] 3:26:20	She's an important part of this.
[3910] 3:26:25	No, Alia not being even born yet, you
[3911] 3:26:28	know, is just was crazy. I mean, he's at
[3912] 3:26:32	this point he's not even telling Dune.
[3913] 3:26:33	He's telling something else.
[3914] 3:26:41	Plushies DX says, "Wow, hot take."
[3915] 3:26:53	Chiao Yi says, "Notice how splitting a
[3916] 3:26:54	book into two movies tends to make
[3917] 3:26:56	things worse. It divergent." The Hobbit.
[3918] 3:27:02	>> There's no reason The Hobbit had to be
[3919] 3:27:04	three films. Come on.
[3920] 3:27:07	Hey, make that [ __ ]
[3921] 3:27:13	It was there's no reason it had to be
[3922] 3:27:15	three films.
[3923] 3:27:19	That was nothing but uh film making
[3924] 3:27:22	greed
[3925] 3:27:24	and it was terrible.
[3926] 3:27:33	No. So, um I
[3927] 3:27:35	I don't know how he's going to dig
[3928] 3:27:37	himself out of this, honestly.
[3929] 3:27:41	Chia, it split in three ways. Made it
[3930] 3:27:44	twice as bad. Yeah, it did.
[3931] 3:27:48	No. Um,
[3932] 3:27:51	from what I've heard is Villanuv is
[3933] 3:27:53	going to try to
[3934] 3:27:56	do Dune Messiah and Children of Dune and
[3935] 3:28:01	a little bit of God Emperor in the third
[3936] 3:28:03	film.
[3937] 3:28:06	Boy, this is this is turning into a
[3938] 3:28:08	pig's breakfast. It really is.
[3939] 3:28:16	Gloomgeist.
[3940] 3:28:18	Butter scraped over too much bread.
[3941] 3:28:22	Yep,
[3942] 3:28:24	that's it.
[3943] 3:28:28	Ciao. It's a children's book. Darn it.
[3944] 3:28:34	Yeah. So bad.
[3945] 3:28:37	Uh but yeah, I was not I was I was
[3946] 3:28:39	really unhappy with the second uh
[3947] 3:28:41	Villanu film. Very unhappy.
[3948] 3:28:45	Uh, the first one I liked. I said I like
[3949] 3:28:48	the first one. I thought it was a good
[3950] 3:28:49	addition to the Dune saga. The second
[3951] 3:28:52	one was terrible. Again, he rushed it.
[3952] 3:28:55	You cannot rush Dune. It's a saga that
[3953] 3:28:58	unfolds.
[3954] 3:29:01	You know, you you you can't get into
[3955] 3:29:05	the whole desert messiahs are a bad
[3956] 3:29:08	thing without going into what led up to
[3957] 3:29:13	that.
[3958] 3:29:14	So it just
[3959] 3:29:17	just corrupted the story. Just really
[3960] 3:29:19	corrupted the story
[3961] 3:29:22	and the sodakart as as as Norseman. Uh
[3962] 3:29:32	all right, moving on here.
[3963] 3:29:38	Let's see if we can get here. Okay, we
[3964] 3:29:40	got a member question from Louis Sandal.
[3965] 3:29:43	Uh, thank you for the question. He says,
[3966] 3:29:45	"Dr. Faulk, what are your thoughts on
[3967] 3:29:47	North American cryptids and supernatural
[3968] 3:29:50	creatures?
[3969] 3:29:52	My opinion of them is that they are a
[3970] 3:29:54	guilty pleasure.
[3971] 3:29:59	Um, I love watching documentaries on
[3972] 3:30:02	North American cryptids.
[3973] 3:30:05	They're junk. They're junk food. Don't
[3974] 3:30:07	take them seriously. I don't believe in
[3975] 3:30:10	North American cryptids and supernatural
[3976] 3:30:12	creatures.
[3977] 3:30:14	Uh
[3978] 3:30:16	except the raccoon. Raccoons are just
[3979] 3:30:19	they're built different.
[3980] 3:30:24	There's nothing more supernatural than a
[3981] 3:30:26	North American raccoon.
[3982] 3:30:31	And they will make a mess of your day if
[3983] 3:30:33	you get in their way.
[3984] 3:30:41	John goes, "Haha,
[3985] 3:30:43	when I can't sleep, I put those doctor
[3986] 3:30:46	documentaries on." Oh, yeah. They're so
[3987] 3:30:49	bad. They're good.
[3988] 3:30:56	No, I do not believe in Bigfoot. No, I
[3989] 3:30:58	do not believe in the Moth Man. I do not
[3990] 3:31:00	believe in the lizard men who live in
[3991] 3:31:03	the swamp. Uh, I do not believe in the
[3992] 3:31:07	uh in the uh chupacabra, but boy, they
[3993] 3:31:11	are fun to watch.
[3994] 3:31:19	Very fun to watch.
[3995] 3:31:23	So, yeah, that's what I think.
[3996] 3:31:29	All right, next one here.
[3997] 3:31:32	See if we can get to the end here of the
[3998] 3:31:34	regular chats here and
[3999] 3:31:37	we got time. We might do a couple more
[4000] 3:31:39	ATS, but otherwise we will probably call
[4001] 3:31:42	it a night.
[4002] 3:31:52	All right, next one here is from CCA
[4003] 3:31:56	PVFD
[4004] 3:31:57	for $10. Okay, thank you for the super
[4005] 3:32:00	chat.
[4006] 3:32:02	Why do you think Pharaoh didn't try to
[4007] 3:32:04	have Moses and Aaron arrested or
[4008] 3:32:06	unalived until after the multitude left?
[4009] 3:32:09	It seems like a logical decision when
[4010] 3:32:11	someone is threatening your country with
[4011] 3:32:13	plagues.
[4012] 3:32:14	Um
[4013] 3:32:16	cuz he didn't have grounds. Okay. Uh
[4014] 3:32:22	there were limits to
[4015] 3:32:26	Ferris's power even back then. Yes, it
[4016] 3:32:29	was a military dictatorship.
[4017] 3:32:31	Yes, he could have people arrested for
[4018] 3:32:34	certain things.
[4019] 3:32:37	If there's no insurrection,
[4020] 3:32:40	then there's no cause for arrest. And
[4021] 3:32:43	Moses was a member of the royal family.
[4022] 3:32:48	Adopted member, but a member
[4023] 3:32:50	nonetheless.
[4024] 3:32:52	So
[4025] 3:32:55	there was no cause. He would had to have
[4026] 3:32:59	to have found a cause for arrest
[4027] 3:33:04	and unaliving.
[4028] 3:33:06	And there is such a thing as the
[4029] 3:33:10	tradition of the ancients in Egyptian
[4030] 3:33:12	juristp prudence which means you had to
[4031] 3:33:15	have done an actual offense against
[4032] 3:33:19	Pharaoh to be unal arrested and unal
[4033] 3:33:21	alived. Okay. Now what are examples of
[4034] 3:33:24	some of these offenses? All right.
[4035] 3:33:27	attempted insurrection. Yeah. Okay. So,
[4036] 3:33:29	you attempt an assassination against the
[4037] 3:33:31	king. That would get you unal alived.
[4038] 3:33:34	There doesn't seem to be anything from
[4039] 3:33:35	Moses that is a direct threat to the
[4040] 3:33:37	king.
[4041] 3:33:39	His kingdom. Yeah. His people, sure, but
[4042] 3:33:42	not the king himself.
[4043] 3:33:44	Stealing
[4044] 3:33:47	any of Pharaoh's tools. Okay. So, uh
[4045] 3:33:50	chisel that belonged to Pharaoh,
[4046] 3:33:52	toothpick that belong to Pharaoh,
[4047] 3:33:54	doesn't matter. That would get you the
[4048] 3:33:56	death penalty. Okay. So, stealing from
[4049] 3:33:58	Pharaoh, that would get you unal alived
[4050] 3:34:03	um but um
[4051] 3:34:07	unless you did those specific actions,
[4052] 3:34:13	there was no cause
[4053] 3:34:15	to arrest and unalive somebody.
[4054] 3:34:19	Um
[4055] 3:34:21	and the the thing is that to unalive
[4056] 3:34:24	somebody without cause
[4057] 3:34:27	was seen as an act against Maat
[4058] 3:34:32	and that could end up being
[4059] 3:34:37	having negative consequences with
[4060] 3:34:39	regards to the divine.
