[0] 1:24	Heat. Heat.
[3749] 3:19:00	norm?
[3750] 3:19:02	You know, what if life is a lot more
[3751] 3:19:04	adaptable
[3752] 3:19:06	than we think? You know, we think that
[3753] 3:19:08	um that you know, it only happens around
[3754] 3:19:12	certain stars,
[3755] 3:19:14	but but we're basing this on life as we
[3756] 3:19:17	know it on Earth.
[3757] 3:19:18	>> Yeah. Our physics is
[3758] 3:19:21	>> we have we have a a sample of one.
[3759] 3:19:25	We have a sample [laughter] of one
[3760] 3:19:28	one habitable planet. That's our sample
[3761] 3:19:30	set.
[3762] 3:19:32	And then we're doing our search based
[3763] 3:19:34	upon that sample set of one.
[3764] 3:19:41	Oh boy. Oh boy. [laughter]
[3765] 3:19:46	Anytime you base a sample set on one,
[3766] 3:19:49	uh, you could get some incredible
[3767] 3:19:51	surprises.
[3768] 3:19:57	[laughter]
[3769] 3:20:00	So, uh, yeah.
[3770] 3:20:03	So, could we find extinct civilizations
[3771] 3:20:05	out there? Sure. Could we find bacteria
[3772] 3:20:09	out there? Sure.
[3773] 3:20:11	But could we find pions out there? Yeah,
[3774] 3:20:14	possibly.
[3775] 3:20:16	Could we find, say, living species out
[3776] 3:20:19	there? Yeah, possibly, too.
[3777] 3:20:24	Mr. Iceat asks, "Uh, since you have a
[3778] 3:20:26	universe with intelligent aliens, what
[3779] 3:20:29	do you think is most likely God's
[3780] 3:20:31	salvation plan for aliens? Do we
[3781] 3:20:33	eventually evangelize them, or is it
[3782] 3:20:35	more like Out of the Silent Planet?"
[3783] 3:20:37	Uh, my thought on that is probably going
[3784] 3:20:39	to be more like Out of the Silent
[3785] 3:20:41	Planet, but it'll depend. They'll be
[3786] 3:20:43	like angels really, uh, with the ability
[3787] 3:20:46	to choose good or evil. If they choose
[3788] 3:20:49	good then they become like uh God's
[3789] 3:20:52	angels in that respect is they are not
[3790] 3:20:55	fallen.
[3791] 3:20:57	Um it's possible that it might be a a
[3792] 3:21:01	say what we discussed last week where
[3793] 3:21:03	say there's a priesthood
[3794] 3:21:06	one member of the priesthood goes with
[3795] 3:21:09	God the other one doesn't.
[3796] 3:21:12	And you get a society where each person
[3797] 3:21:14	has to decide on their own whether
[3798] 3:21:17	they're good or evil. And then there's
[3799] 3:21:19	that they've made a choice as it were.
[3800] 3:21:21	You know, there's choice-based
[3801] 3:21:22	societies.
[3802] 3:21:24	Hey Jiggins, Dr. F. 10 things that alien
[3803] 3:21:28	all of us don't want you to know the
[3804] 3:21:31	truth. [laughter]
[3805] 3:21:33	>> Uh so um so it depends. It really
[3806] 3:21:36	depends upon what their uh I mean if
[3807] 3:21:39	they end up being deceived
[3808] 3:21:42	like um like humanity was. If they end
[3809] 3:21:46	up being deceived like humanity was by
[3810] 3:21:49	the serpent, then there might be a need
[3811] 3:21:52	for a Messiah. Okay, that might be a
[3812] 3:21:54	possibility. In which case, our Messiah
[3813] 3:21:57	might have to be the one who sa saves
[3814] 3:22:00	them.
[3815] 3:22:01	>> In fact, he'd have to come in a
[3816] 3:22:03	different form. Well, he wouldn't have
[3817] 3:22:04	to come in a different form necessarily,
[3818] 3:22:06	but it depends.
[3819] 3:22:07	>> Yeah.
[3820] 3:22:09	But the fact is he retained his human
[3821] 3:22:11	shape.
[3822] 3:22:12	>> Yeah. He retained his humanity be like
[3823] 3:22:14	us. He would not be like them.
[3824] 3:22:17	So there's some possibility then that
[3825] 3:22:20	he might have to come if he was if if
[3826] 3:22:23	that that civilization was deceived
[3827] 3:22:26	that um Christ might have to come for
[3828] 3:22:29	them.
[3829] 3:22:30	That's a possibility. We don't know.
[3830] 3:22:34	what the um salvation of those
[3831] 3:22:38	particular beings would be and what
[3832] 3:22:40	their salvific status is. You won't
[3833] 3:22:43	really know until you know the
[3834] 3:22:45	particulars of what they're like.
[3835] 3:22:51	I mean, it could be xenomorphs, too.
[3836] 3:22:53	That's a possibility. In which case,
[3837] 3:22:56	your response is not to try to
[3838] 3:22:57	evangelize them. It's to hunt them to
[3839] 3:22:59	extinction
[3840] 3:23:01	>> or run away and leave them to their own.
[3841] 3:23:08	>> That's the That's the problem with
[3842] 3:23:09	xenomorphs. They never stay put.
[3843] 3:23:18	>> Although I've seen some really good
[3844] 3:23:19	xenomorphs.
[3845] 3:23:22	>> Yeah,
[3846] 3:23:22	>> might be. Scott Waran says, "Microbial
[3847] 3:23:25	mats could very well be in the
[3848] 3:23:27	subsurface seas of Ganymede, Europa, uh,
[3849] 3:23:30	and Cletus." Yeah, possibly.
[3850] 3:23:38	Mama says, "Basically, when you look up
[3851] 3:23:39	at the sky and you think you're looking
[3852] 3:23:41	at stars, you are far more likely to be
[3853] 3:23:44	looking at entire galaxies." Oftenimes,
[3854] 3:23:46	yeah.
[3855] 3:24:11	Thomas
[3856] 3:24:13	uh
[3857] 3:24:15	asks says, "Do you think it's possible
[3858] 3:24:17	to find intelligent life in the
[3859] 3:24:18	government?" Nope. I'm not sure this
[3860] 3:24:20	there's there's intelligent life on
[3861] 3:24:22	Earth.
[3862] 3:24:26	>> It's certainly getting harder to find.
[3863] 3:24:28	Yeah.
[3864] 3:24:33	intelligent life on earth.
[3865] 3:24:38	>> Mama asks, uh, for $2, did the ancient
[3866] 3:24:41	east have ancient east have the
[3867] 3:24:43	equivalent of fairy tales?
[3868] 3:24:46	Not really.
[3869] 3:24:48	Um, that wasn't really a genre you find.
[3870] 3:24:51	The closest thing you're going to find
[3871] 3:24:52	to that is the shipwreck sailor. That's
[3872] 3:24:56	probably the closest thing you're going
[3873] 3:24:57	to find to that where a sailor goes out
[3874] 3:24:59	onto the Mediterranean
[3875] 3:25:01	and
[3876] 3:25:03	uh becomes shipwrecked and encounters a
[3877] 3:25:06	big god snake god that towers over him.
[3878] 3:25:11	That's about as
[3879] 3:25:16	as
[3880] 3:25:18	close as you're going to get
[3881] 3:25:20	um to a fairy tale in that uh in that
[3882] 3:25:23	society. um you just don't see it very
[3883] 3:25:26	often. It's not it's not a common it's
[3884] 3:25:28	not a genre yet. You're not really not
[3885] 3:25:30	going to find that as a genre until the
[3886] 3:25:33	Hellenistic period. That's when you
[3887] 3:25:35	start finding that as a genre. So, and
[3888] 3:25:39	and once you're in the Hellenistic
[3889] 3:25:40	period, you're already in the um um
[3890] 3:25:45	you're out of ancient history at that
[3891] 3:25:47	point and you're into the classical
[3892] 3:25:48	period. So,
[3893] 3:25:51	so yeah, you um and that's where you're
[3894] 3:25:53	going to find things like Esop. Okay,
[3895] 3:25:55	Esop, that's going to be uh where you
[3896] 3:25:58	start seeing say fairy tales, even
[3897] 3:26:00	though his his tales are more
[3898] 3:26:02	instructive. They're meant to be
[3899] 3:26:03	instructive, not necessarily fairy
[3900] 3:26:06	tales, but fairy tales are supposed to
[3901] 3:26:08	be instructive, too. So, that's really
[3902] 3:26:11	going to we're going to see the
[3903] 3:26:12	beginning of that genre.
[3904] 3:26:20	Camel.
[3905] 3:26:21	>> Yep. I saw the camel leopard's question
[3906] 3:26:23	here.
[3907] 3:26:54	Jay Higgins, Dr. Faulk, 10 things the
[3908] 3:26:57	alien columnists don't want you to know.
[3909] 3:26:59	The truth is out there. Well, you could
[3910] 3:27:01	say that too about um
[3911] 3:27:05	uh CMI, Creation Ministries
[3912] 3:27:08	International, and Answers in Genesis.
[3913] 3:27:11	Uh Young Earth Creations have recently
[3914] 3:27:14	go gone on an on an aliens are demons
[3915] 3:27:17	kick. I don't know why. I think this is
[3916] 3:27:20	very strange.
[3917] 3:27:23	I mean, I don't think that we've been
[3918] 3:27:25	visited by little green men, but
[3919] 3:27:28	I have noticed that the the uh leaders
[3920] 3:27:31	of both
[3921] 3:27:34	uh CMI and Answers in Genesis have
[3922] 3:27:38	basically made formal statements saying
[3923] 3:27:40	that UFOs are are demons.
[3924] 3:27:44	And I think that's
[3925] 3:27:47	I think that's problematic. I think
[3926] 3:27:49	that's problematic.
[3927] 3:27:51	So, because what we have here is a lack
[3928] 3:27:54	of warrant.
[3929] 3:27:56	Why would
[3930] 3:27:58	why would you say that? What what is it
[3931] 3:28:00	about them that would make you say that?
[3932] 3:28:03	So,
[3933] 3:28:11	um
[3934] 3:28:13	she says that aliens as demons idea is
[3935] 3:28:15	spreading. It has been. It's not a new
[3936] 3:28:17	idea. It's not a new new idea by any
[3937] 3:28:19	stretch of the imagination.
[3938] 3:28:21	It's just um
[3939] 3:28:24	it's just one of those things that it's
[3940] 3:28:26	become popular again.
[3941] 3:28:28	Uh it started with Clifford Wilson.
[3942] 3:28:30	Clifford Wilson in uh who responded to
[3943] 3:28:33	Eric von Donin, you know, event started
[3944] 3:28:36	off he started off with the idea that
[3945] 3:28:39	there were no UFOs and then sort of
[3946] 3:28:41	said, well,
[3947] 3:28:44	they're they're demons.
[3948] 3:28:50	Now, um, what I what I understand of of
[3949] 3:28:54	say UFO encounters is
[3950] 3:28:57	there are a lot of them that are not
[3951] 3:29:00	actually encounters,
[3952] 3:29:03	but um,
[3953] 3:29:06	say not not physical encounters with a
[3954] 3:29:09	UFO, but psychic encounters.
[3955] 3:29:13	So, you get people channeling
[3956] 3:29:17	UFOs.
[3957] 3:29:18	Okay.
[3958] 3:29:20	This is the only time you ever hear an
[3959] 3:29:22	alien talk. Okay. Uh is is when when you
[3960] 3:29:27	get these people channeling
[3961] 3:29:30	UFOs. Well, if you channel, you would
[3962] 3:29:32	get anything. Okay. A medium will will
[3963] 3:29:36	channel you absolutely any old demon.
[3964] 3:29:41	You know, this is no different than
[3965] 3:29:43	saying, "Well, you know, my grandma,
[3966] 3:29:48	that medium channeled her, so she must
[3967] 3:29:51	be a demon." My grandmother was a demon
[3968] 3:29:57	because the medium channel her and that
[3969] 3:30:01	medium channel the demon.
[3970] 3:30:05	>> Yeah. No comments on my real grandma.
[3971] 3:30:06	Okay. [laughter]
[3972] 3:30:08	We both know that. Okay. My grand
[3973] 3:30:13	>> my my grandmother was not an angel.
[3974] 3:30:15	Okay.
[3975] 3:30:16	>> The demons have not [laughter]
[3976] 3:30:19	saying grandma. Oops.
[3977] 3:30:25	>> Uh, Tao Chung says, "Dr. Michael Heiser
[3978] 3:30:27	said teaches that aliens are disembodied
[3979] 3:30:29	spirits." I think he's wrong.
[3980] 3:30:32	Uh, I think he's wrong.
[3981] 3:30:37	But here's the thing, too. Um,
[3982] 3:30:40	show you. Yes, Kevin's Gate could have
[3983] 3:30:42	been a UFO cult that was actually
[3984] 3:30:43	demonic, could it? Couldn't it? Yeah,
[3985] 3:30:45	sure. But then again, Heaven's Gate
[3986] 3:30:47	chneled UFOs.
[3987] 3:30:52	If you're channeling, you can get a
[3988] 3:30:55	demon regardless of it.
[3989] 3:30:59	You see, that's
[3990] 3:31:01	that's the problem
[3991] 3:31:04	with channeling and using channeling as
[3992] 3:31:08	evidence
[3993] 3:31:11	because channeling
[3994] 3:31:13	there is not a warrant for
[3995] 3:31:16	correspondence
[3996] 3:31:18	between the what's chneled and its
[3997] 3:31:20	antecedent.
[3998] 3:31:22	There's no sufficient connection there.
[3999] 3:31:27	Just because a medium channels a demon
[4000] 3:31:29	and claims to be my grandmother doesn't
[4001] 3:31:32	mean my grandmother was a demon.
[4002] 3:31:35	See the logic problem? It's a huge logic
[4003] 3:31:39	problem.
[4004] 3:31:42	Just because somebody channeling UFOs
[4005] 3:31:46	channels a demon
[4006] 3:31:48	doesn't mean that the antecedent UFO was
[4007] 3:31:51	a demon.
[4008] 3:31:55	Okay? It could have been any variety of
[4009] 3:31:57	things not demonic.
[4010] 3:32:02	Okay.
[4011] 3:32:07	This is what I think is so crazy about
[4012] 3:32:09	this, you know, and this is why I think
[4013] 3:32:11	these these young earth creationist
[4014] 3:32:13	organizations have to be more careful
[4015] 3:32:15	about this because the antecedental
[4016] 3:32:18	connection isn't there. They have no
[4017] 3:32:20	warrant for it.
[4018] 3:32:26	>> [laughter]
[4019] 3:32:29	>> Capium versus DOSS. My grandmother was
[4020] 3:32:31	an angel. You you got you lucked out
[4021] 3:32:34	there. [laughter]
[4022] 3:32:36	Capium versus DOSS. We need to first
[4023] 3:32:39	even prove alien life that is
[4024] 3:32:41	intelligent. Yeah, that that might be a
[4025] 3:32:42	really good start.
[4026] 3:32:45	You know, that might be a really good
[4027] 3:32:47	start.
[4028] 3:32:49	or try to identify what kind of
[4029] 3:32:52	phenomenon are we talking about? Are we
[4030] 3:32:54	talking about a spiritual phenomena that
[4031] 3:32:58	is manifest in a similacra form? Are we
[4032] 3:33:00	talking about little green men who have
[4033] 3:33:02	been hovering around on a space base on
[4034] 3:33:04	the dark side of the moon? We don't know
[4035] 3:33:07	that. That's the problem is we don't
[4036] 3:33:09	know what aliens are yet, what UFOs are
[4037] 3:33:13	yet. on a
[4038] 3:33:15	>> aliens laughing at their idiot cousins
[4039] 3:33:17	on Earth making fun of us and doing uh
[4040] 3:33:22	laugh videos that they're showing
[4041] 3:33:24	throughout the galaxies. Just unaware.
[4042] 3:33:27	>> Mama touched by an alien,
[4043] 3:33:33	but I'd watch it. [laughter]
[4044] 3:33:36	It has to be better than touched by an
[4045] 3:33:37	angel. has to be [laughter]
[4046] 3:33:43	double trouble touched by the
[4047] 3:33:44	government. Now that one scares me.
[4048] 3:33:46	That's true horror.
[4049] 3:33:53	Chowi goes, "UFO cults are defo
[4050] 3:33:56	cultism." Yeah, they are. Uh, we used to
[4051] 3:34:00	contact spirits and fay, now we contact
[4052] 3:34:02	aliens.
[4053] 3:34:04	But again, are are those contacts
[4054] 3:34:08	actually associated
[4055] 3:34:10	with the uni unidentified aerial
[4056] 3:34:13	phenomena?
[4057] 3:34:15	That's the million-dollar question. If
[4058] 3:34:17	you can answer that question, then you
[4059] 3:34:21	might have warrant. Until you answer
[4060] 3:34:23	that question, it's just empty
[4061] 3:34:26	conjecture. It's empty conjecture that a
[4062] 3:34:29	channeler can actually contact a UAP.
[4063] 3:34:35	So,
[4064] 3:34:38	it's just But these people aren't
[4065] 3:34:41	careful. They're not careful with their
[4066] 3:34:42	logic.
[4067] 3:34:48	Okay.
[4068] 3:34:55	Um AJ Higgins composer says there's
[4069] 3:34:57	supposed stories of aliens fleeing at
[4070] 3:34:59	the name of of Jesus. And you know what?
[4071] 3:35:02	I have some questions about those
[4072] 3:35:04	stories too.
[4073] 3:35:06	You know there are a lot of things that
[4074] 3:35:09	are done
[4075] 3:35:11	say in the name of Jesus that have no
[4076] 3:35:14	effect upon these two. What about the
[4077] 3:35:16	what about the null hypothesis? They
[4078] 3:35:19	haven't done a proper null hypothesis
[4079] 3:35:21	here.
[4080] 3:35:22	So, it's like, okay, um,
[4081] 3:35:28	aliens fleeing at the name of Jesus. Did
[4082] 3:35:29	they flee at something else?
[4083] 3:35:33	Did their dog walk up to them as they
[4084] 3:35:35	said the name of Jesus and they were
[4085] 3:35:36	afraid of getting bit by a rabid animal?
[4086] 3:35:39	You know, that's [laughter]
[4087] 3:35:49	Milo says, "My cats will run if I yell
[4088] 3:35:52	the name Jesus at them loud enough."
[4089] 3:35:55	Yeah, that's because cats are evil. Just
[4090] 3:35:57	kidding. Just kidding. Just kidding.
[4091] 3:35:59	[laughter]
[4092] 3:36:03	[clears throat]
[4093] 3:36:04	That's proof. [laughter] Proof.
[4094] 3:36:08	Sorry.
[4095] 3:36:11	I actually like cats. Okay. So, um,
[4096] 3:36:15	but I do love teasing about cats.
[4097] 3:36:21	CBM versus dos in the name of Jesus.
[4098] 3:36:24	Meow.
[4099] 3:36:26	[laughter]
[4100] 3:36:31	Yes, you can drive cats out in the name
[4101] 3:36:32	of Jesus. Doesn't mean they understand
[4102] 3:36:34	you.
[4103] 3:36:45	CPM versus DOS. Everyone out there has
[4104] 3:36:47	an alien story and I don't believe a one
[4105] 3:36:50	of them. Okay.
[4106] 3:36:52	Well, the the thing is I think I think
[4107] 3:36:54	one of the things we have to keep in
[4108] 3:36:55	mind too is not every UAP story is the
[4109] 3:37:00	same. Okay. It's a huge range of
[4110] 3:37:03	phenomena from basically seeing weird
[4111] 3:37:06	satellites, satellites moving in weird
[4112] 3:37:08	directions and and I've seen one of
[4113] 3:37:11	those. That's one I've seen. I mean,
[4114] 3:37:14	I've seen a a a satellite move in a
[4115] 3:37:16	weird direction.
[4116] 3:37:19	um a direction that no satellite should
[4117] 3:37:22	ever move in.
[4118] 3:37:24	To basically
[4119] 3:37:27	um
[4120] 3:37:30	to those who have basically
[4121] 3:37:33	seen phenomenon on say radar uh radars
[4122] 3:37:37	and infrared scopes and that sort of
[4123] 3:37:39	thing to
[4124] 3:37:42	those who have claimed to have seen
[4125] 3:37:44	actual
[4126] 3:37:46	little green men.
[4127] 3:37:48	So there's a huge range of various
[4128] 3:37:51	phenomena involved with those sightings.
[4129] 3:37:56	Some of them are more credible than
[4130] 3:37:57	others.
[4131] 3:38:06	So yeah, depends.
[4132] 3:38:11	Let's
[4133] 3:38:15	see what else um versus DOSS out here.
[4134] 3:38:18	It's all very easily explained today.
[4135] 3:38:20	When Starlink was new, it had caused a
[4136] 3:38:23	ton of drunk guys to lose it. Mostly it
[4137] 3:38:25	repeated movies.
[4138] 3:38:28	Yeah. What I saw was long before
[4139] 3:38:30	Starlink.
[4140] 3:38:44	Uh, Bubble Trouble asks, "Tips to
[4141] 3:38:46	finding a good pet rabbit? Go to a
[4142] 3:38:48	shelter."
[4143] 3:38:50	Uh, here's here's the best thing about a
[4144] 3:38:51	pet rabbit. Get one that's already past
[4145] 3:38:54	their adolescence.
[4146] 3:38:57	Get one about two years old
[4147] 3:39:00	from a shelter. Have them spayed or
[4148] 3:39:02	neutered.
[4149] 3:39:03	They make wonderful pets.
[4150] 3:39:06	>> Baby bunnies are cute, but then they
[4151] 3:39:07	turn into
[4152] 3:39:09	>> Yeah, baby bunnies are cute, but they
[4153] 3:39:10	turn into teenagers that will terrorize
[4154] 3:39:12	you for a year.
[4155] 3:39:16	You do not want a teenage bunny.
[4156] 3:39:18	>> Most bunnies that are returned to
[4157] 3:39:20	shelters
[4158] 3:39:21	>> Yeah.
[4159] 3:39:21	>> are teenage bunnies.
[4160] 3:39:22	>> Yeah. Most bunnies that are returned to
[4161] 3:39:24	to shelters are teenage bunnies.
[4162] 3:39:26	>> And if she wants a snuggly bunny, get a
[4163] 3:39:30	large male.
[4164] 3:39:31	>> Yeah. If you want to want a cuddly
[4165] 3:39:33	bunny, go for a large male.
[4166] 3:39:37	Males are more cuddly than females.
[4167] 3:39:41	They're This is a social thing. So
[4168] 3:39:45	definitely um
[4169] 3:39:46	>> bunnies react hormonally.
[4170] 3:39:49	>> Yeah. Uh, female bunnies like male
[4171] 3:39:52	humans,
[4172] 3:39:54	male bunnies like females.
[4173] 3:39:56	>> Yeah. Uh, and they do sort of react
[4174] 3:39:58	hormonally opposite to what they're
[4175] 3:40:00	humans. So, female bunnies tend to have
[4176] 3:40:03	more favorable response to men.
[4177] 3:40:08	Female male bunnies tend to have more
[4178] 3:40:09	favorable response towards women,
[4179] 3:40:12	>> but male bunnies are overall more
[4180] 3:40:14	cuddly.
[4181] 3:40:16	>> Said male fleish giant. That's what our
[4182] 3:40:19	team
[4183] 3:40:20	>> Yeah. Campbell leopard male Flemish
[4184] 3:40:22	giant. Absolutely the most cuddly bunny
[4185] 3:40:24	possible. Yeah.
[4186] 3:40:31	Yeah. You'll get extra cuddles for for
[4187] 3:40:32	that. Uh we had a
[4188] 3:40:36	big silver fox. This is almost like a
[4189] 3:40:38	Flemish giant. A male. Uh we could take
[4190] 3:40:42	him to bed and he was like a teddy bear.
[4191] 3:40:44	He would stay there for 3, four hours
[4192] 3:40:45	and he'd just sleep with us. Incredibly
[4193] 3:40:49	cuddly animal. Incredibly.
[4194] 3:40:52	>> If you want entertainment,
[4195] 3:40:58	>> if you want lightning,
[4196] 3:40:59	>> if you want deplorable senses of
[4197] 3:41:01	personality, oh yeah, the girl bunnies
[4198] 3:41:03	are deplorably
[4199] 3:41:05	are are are interesting.
[4200] 3:41:08	They're not cuddly, but they're
[4201] 3:41:11	definitely entertaining.
[4202] 3:41:17	All right, I'm going to take that super
[4203] 3:41:18	chat now. Saw that there.
[4204] 3:41:24	Okay. Uh, uh, the camel leopard for $2.
[4205] 3:41:27	Thank you very much for the super chat.
[4206] 3:41:29	And the context question. Okay. Uh, bit
[4207] 3:41:33	of a complex question. If there's a
[4208] 3:41:35	better way to go about it or if it may
[4209] 3:41:37	wait until next week, that's fine. I'm
[4210] 3:41:39	just curious.
[4211] 3:41:41	I bought a timeline Bible out of
[4212] 3:41:43	curiosity and it chronologized
[4213] 3:41:46	Judges like this and I want to know if
[4214] 3:41:47	this is a valid way to organize it.
[4215] 3:41:52	Um, Judges 1, um,
[4216] 3:41:57	11-15,
[4217] 3:41:58	Judges 1 1-10, Judges 2, 6-9,
[4218] 3:42:05	Judges 1,
[4219] 3:42:08	uh,
[4220] 3:42:10	2:5, uh, 2:5, Judges 2 10-13, Judges 17,
[4221] 3:42:16	1-1.
[4222] 3:42:19	Are they doing this in sequential order?
[4223] 3:42:22	It looks from your question like they're
[4224] 3:42:24	doing this in sequential order.
[4225] 3:42:27	Um all the way to Judges 16 um
[4226] 3:42:33	15-31.
[4227] 3:42:36	If this is supposed to be in sequential
[4228] 3:42:38	order, then the answer is no.
[4229] 3:42:41	If they've got a way of paraly uh
[4230] 3:42:44	paralleling it, then the answer is yes.
[4231] 3:42:49	So that would be the first question I'd
[4232] 3:42:51	ask. Um it is true that judges is not in
[4233] 3:42:54	order. So they got that right.
[4234] 3:42:58	So judges is definitely not in in in
[4235] 3:43:01	chronological order.
[4236] 3:43:04	So it's possible that this could be
[4237] 3:43:08	correct in one way but not another.
[4238] 3:43:11	At least they at least they're not
[4239] 3:43:12	trying to put it in in chronological
[4240] 3:43:14	order. At least they're trying to It
[4241] 3:43:16	looks like they're
[4242] 3:43:18	sort of doing it. They understand that
[4243] 3:43:22	this is a good judge, bad god, judge
[4244] 3:43:24	thing. So,
[4245] 3:43:34	um
[4246] 3:43:36	Camel Leopard says, "I think there's
[4247] 3:43:37	meant to be a bit of parallelism, but
[4248] 3:43:39	it's hard to order it that way." Yeah.
[4249] 3:43:42	Uh I if it's if it's if it's in
[4250] 3:43:45	parallelism, it might be fine. Um
[4251] 3:43:49	but it's hard to say with Judges anyway
[4252] 3:43:53	because we don't actually have a lot of
[4253] 3:43:54	frames of reference for for the book of
[4254] 3:43:57	Judges.
[4255] 3:43:58	So
[4256] 3:44:02	Judges is one of the most difficult
[4257] 3:44:04	books
[4258] 3:44:06	to try to press a chronology out of.
[4259] 3:44:10	Very difficult to do. It's not in
[4260] 3:44:12	sequential order.
[4261] 3:44:14	It's not in
[4262] 3:44:17	um
[4263] 3:44:20	it's not in um
[4264] 3:44:24	it sort of bounces between regions. It's
[4265] 3:44:27	definitely parallel and the order has
[4266] 3:44:31	been shifted around for
[4267] 3:44:33	uh moral teaching as a pedagogical um
[4268] 3:44:37	document.
[4269] 3:44:38	So because of all of that
[4270] 3:44:41	that kind of um
[4271] 3:44:45	of stuff going on, it's very very
[4272] 3:44:50	difficult to put into a chronology.
[4273] 3:44:55	Doo dude, uh so why is judges so
[4274] 3:44:59	disjointed? Uh the reason why is
[4275] 3:45:03	it's so disjointed is because
[4276] 3:45:07	it's arranged
[4277] 3:45:10	in um
[4278] 3:45:13	according to good judges to bad judges.
[4279] 3:45:17	It's a pedagogy. Okay? It's meant to
[4280] 3:45:20	teach people this is how good judges
[4281] 3:45:24	behave. This is how bad judges behave.
[4282] 3:45:27	Just like the book of Joshua, this is
[4283] 3:45:29	how good tribes behave. This is how bad
[4284] 3:45:31	tribes behave. So you start with the
[4285] 3:45:33	good tribes, you start with the
[4286] 3:45:35	paragonss, and then you end up with the
[4287] 3:45:38	um with the dirt bags at the end. Okay?
[4288] 3:45:43	So that's why judges is so dis
[4289] 3:45:47	disjointed is because it's moving
[4290] 3:45:49	between good and bad from from good the
[4291] 3:45:54	best to good to average to not so good
[4292] 3:45:58	to bad to rotten to the gore.
[4293] 3:46:02	So when you're when you're arranging a
[4294] 3:46:05	book that way, it will sometimes be
[4295] 3:46:07	disjointed because the point of the of
[4296] 3:46:10	the um author is not so much to give you
[4297] 3:46:14	a history,
[4298] 3:46:16	it's to teach you a lesson.
[4299] 3:46:20	That's the point of it.
[4300] 3:46:22	So
[4301] 3:46:25	So that's the whole issue around the
[4302] 3:46:28	book of Judges.
[4303] 3:46:30	So people who try to to
[4304] 3:46:34	organize judges do so in vain. They do
[4305] 3:46:37	so in vain to organize that by
[4306] 3:46:39	chronology. It's really hard to do. At
[4307] 3:46:42	least it's hard to do in a way that's
[4308] 3:46:45	consist internally consistent.
[4309] 3:46:48	Okay. So I hope that helped. Um thank
[4310] 3:46:50	you very much for the super chat.
[4311] 3:46:55	Milo goes uh asked the question, "Do you
[4312] 3:46:58	have guilty pleasure music? For example,
[4313] 3:47:00	music that you know is garbage, but you
[4314] 3:47:02	like listening to it anyway."
[4315] 3:47:07	I don't know if I have um
[4316] 3:47:10	>> for you the the the lyrics might be
[4317] 3:47:12	garbage,
[4318] 3:47:14	>> but the music never is.
[4319] 3:47:16	>> Yeah. Um
[4320] 3:47:18	no, I don't have a lot of guilty
[4321] 3:47:21	pleasure music. I I I
[4322] 3:47:24	listen to very very broad very broad
[4323] 3:47:28	musical tastes.
[4324] 3:47:31	I listen to practically everything
[4325] 3:47:33	except country music.
[4326] 3:47:37	Oh boy.
[4327] 3:47:41	Why don't I listen to country music?
[4328] 3:47:46	The reason I
[4329] 3:47:51	don't listen to country music
[4330] 3:47:54	is because
[4331] 3:47:58	cuz basically that's all I was listening
[4332] 3:48:00	to in my parents' house prior to
[4333] 3:48:04	um moving out.
[4334] 3:48:07	My parents were
[4335] 3:48:09	country music fanatics
[4336] 3:48:13	and they didn't listen to good country
[4337] 3:48:15	music. They listened to junk country
[4338] 3:48:19	music.
[4339] 3:48:23	They liked stuff like the Grand Old
[4340] 3:48:25	Opry,
[4341] 3:48:28	Jean Autry, the singing cowboy,
[4342] 3:48:32	Tommy Hunter.
[4343] 3:48:35	That was their idea of of prime viewing
[4344] 3:48:43	gh.
[4345] 3:48:46	So right now I'll listen to anything but
[4346] 3:48:49	that
[4347] 3:48:51	you know and and you know what they
[4348] 3:48:54	didn't even listen to good country
[4349] 3:48:57	music.
[4350] 3:48:58	You know, they didn't listen to stuff
[4351] 3:48:59	like Clint Black
[4352] 3:49:02	or um or uh Anderson. There's good
[4353] 3:49:06	country music out there. They didn't
[4354] 3:49:07	listen to that stuff. No. No. They
[4355] 3:49:09	listened to the slop
[4356] 3:49:15	pickup truck breakup songs. I'd have
[4357] 3:49:18	been lucky if they had done the the
[4358] 3:49:20	pickup breakup songs. Pickup truck
[4359] 3:49:23	breakup songs.
[4360] 3:49:25	Oh boy.
[4361] 3:49:28	Oh, no. They didn't just listen to
[4362] 3:49:29	Johnny Cash either. At least not much.
[4363] 3:49:36	Um,
[4364] 3:49:38	uh, the Johnny Cash song that I really
[4365] 3:49:41	love is, um, the one where he did the
[4366] 3:49:46	cover of the Ninch Nails songs.
[4367] 3:49:50	That was incredibly well done.
[4368] 3:49:53	>> Yeah. You didn't know that? No.
[4369] 3:49:55	>> Hurt. It's called Hurt.
[4370] 3:49:58	It was the last song he ever recorded.
[4371] 3:50:03	You should watch the music video.
[4372] 3:50:06	It's phenomenal.
[4373] 3:50:09	>> Yeah.
[4374] 3:50:12	>> It's phenomenal. Hurt is a phenomenal
[4375] 3:50:14	song. It's a reinterpretation
[4376] 3:50:18	of the 9-in Nails cover and it's
[4377] 3:50:21	unbelievable.
[4378] 3:50:26	John goes, "My grandpa uh loved Johnny
[4379] 3:50:29	Cash and Hank Williams." Yeah, my dad
[4380] 3:50:31	liked Hank Williams. Did not care for
[4381] 3:50:34	Hank Williams. Not one bit.
