[0] 1:24	Heat. Heat.
[3837] 3:28:06	far back God created life. And we don't
[3838] 3:28:09	even know if God created life
[3839] 3:28:11	exclusively on this world. I mean, I
[3840] 3:28:14	tend to be of the belief that God
[3841] 3:28:16	created life on many worlds. Why
[3842] 3:28:19	wouldn't he's a he's a God that loves to
[3843] 3:28:20	create? God loves to create. He loves to
[3844] 3:28:24	create life because he likes having
[3845] 3:28:27	relationship with many different beings.
[3846] 3:28:30	He wants a proliferation of relationship
[3847] 3:28:35	because he's that kind of God. You know,
[3848] 3:28:37	he doesn't want just one set of
[3849] 3:28:39	relationships. He wants dozens of sets
[3850] 3:28:41	of relationships. It's why he made
[3851] 3:28:44	angels
[3852] 3:28:45	to have relationship with them.
[3853] 3:28:48	It's why he created animals to have
[3854] 3:28:50	relationship with them.
[3855] 3:28:53	God is a God that proliferates
[3856] 3:28:56	life and relationships.
[3857] 3:28:59	So, I can see God easily creating life
[3858] 3:29:02	on dozens of worlds, thousands of
[3859] 3:29:05	worlds. I mean, we're talking a
[3860] 3:29:08	a universe here with
[3861] 3:29:11	billions of galaxies, with billions of
[3862] 3:29:14	stars, with billions of planets. You
[3863] 3:29:17	know, it's just like, are you telling me
[3864] 3:29:20	none of them have life?
[3865] 3:29:21	They just stole their prophets. Don't go
[3866] 3:29:24	near Earth.
[3867] 3:29:28	>> He told the aliens, "Don't go near
[3868] 3:29:29	worth. Don't go near Earth. They're
[3869] 3:29:32	stupid and dangerous."
[3870] 3:29:34	Yeah.
[3871] 3:29:39	So, you know, there might be a lot more
[3872] 3:29:42	life out there.
[3873] 3:29:44	And there's nothing saying that we can't
[3874] 3:29:47	as humans make things that seem alive or
[3875] 3:29:51	feel alive or perceive themselves as
[3876] 3:29:54	alive.
[3877] 3:29:56	But
[3878] 3:29:58	if we do that sort of thing, we're
[3879] 3:30:00	responsible.
[3880] 3:30:03	We're responsible then as the creator of
[3881] 3:30:06	life.
[3882] 3:30:09	So should we accidentally create
[3883] 3:30:12	artificial life, we being become
[3884] 3:30:15	responsible for it
[3885] 3:30:18	as
[3886] 3:30:19	as God is has a a sort of responsibility
[3887] 3:30:26	for us.
[3888] 3:30:28	Now we ultimately owe God.
[3889] 3:30:32	But there is there is that God has
[3890] 3:30:35	looked out for us. He is responsible to
[3891] 3:30:38	judge us. You know, if we misbehave, God
[3892] 3:30:42	judges.
[3893] 3:30:44	If our AIS misbehave, we have to judge.
[3894] 3:30:48	So,
[3895] 3:30:49	>> like when they hallucinate and just
[3896] 3:30:51	outright.
[3897] 3:30:54	>> So, our AIS
[3898] 3:30:57	are a responsibility. If if they become
[3899] 3:31:00	a life,
[3900] 3:31:02	if they become a form of artificial
[3901] 3:31:04	life,
[3902] 3:31:06	we are responsible to them. But that's
[3903] 3:31:08	not blasphemy.
[3904] 3:31:10	That's doing what God
[3905] 3:31:13	that's that's image of God's stuff.
[3906] 3:31:16	Behaving as God
[3907] 3:31:19	would have, you know, he created us to
[3908] 3:31:22	be creative beings.
[3909] 3:31:25	That's part of of being human. Being
[3910] 3:31:28	human is being creative. God create is a
[3911] 3:31:31	creative God. He created us and we're
[3912] 3:31:34	creative beings. If we create that we do
[3913] 3:31:42	Monson says, "But the AI would never
[3914] 3:31:44	have a solar conscious." Why not?
[3915] 3:31:47	Why not?
[3916] 3:31:50	I mean, look, here's the thing.
[3917] 3:31:53	If
[3918] 3:31:55	the the barrier for there to be a soul
[3919] 3:31:58	is actually really low if we get right
[3920] 3:32:01	down to it. Here's the thing. If an
[3921] 3:32:04	animal I'm going to let's let's take
[3922] 3:32:07	let's take the artificial thing out of
[3923] 3:32:08	it for a moment. Okay, let's take the
[3924] 3:32:10	artificial portion of this out of it.
[3925] 3:32:12	Let's say we have an animal.
[3926] 3:32:15	Let's say we have a puppy.
[3927] 3:32:18	Okay.
[3928] 3:32:20	And a puppy starts to do moral
[3929] 3:32:23	reasoning. He knows when he's being
[3930] 3:32:25	naughty. He knows when he's being nice.
[3931] 3:32:27	He wants to be a good puppy.
[3932] 3:32:30	He likes being a good puppy. Okay?
[3933] 3:32:35	If an animal can have that moral
[3934] 3:32:37	reasoning between right and wrong,
[3935] 3:32:42	then it has something
[3936] 3:32:45	in it that is worth preservation.
[3937] 3:32:49	Okay.
[3938] 3:32:52	So,
[3939] 3:32:54	Andrew Gri goes, "Puppies do know that."
[3940] 3:32:55	Yeah, they do.
[3941] 3:33:01	>> Right now,
[3942] 3:33:02	>> bunnies.
[3943] 3:33:04	Yeah,
[3944] 3:33:05	>> but cats are better known for look right
[3945] 3:33:07	at you, take your cough.
[3946] 3:33:10	>> Yeah, cats
[3947] 3:33:11	>> break all your glass.
[3948] 3:33:12	>> Cats will do do nasty things just to be
[3949] 3:33:14	nasty.
[3950] 3:33:16	Okay, but but let's take examples of of
[3951] 3:33:18	animals that know there should be good.
[3952] 3:33:22	And like for example, I mean, we had
[3953] 3:33:24	this all the time with with with Monife.
[3954] 3:33:27	She would sneak up on the couch when she
[3955] 3:33:29	wasn't supposed to. Soon as you look at
[3956] 3:33:32	her, she knows she's not supposed to.
[3957] 3:33:35	Turns around and goes right back.
[3958] 3:33:39	>> And the minute you get turned, she hop
[3959] 3:33:41	right back up.
[3960] 3:33:42	>> Yeah. A moment you're not looking,
[3961] 3:33:43	she'll hop right back up
[3962] 3:33:46	>> cuz she can get away with it.
[3963] 3:33:49	So at that point, they have a
[3964] 3:33:52	conscience. Once you have moral
[3965] 3:33:54	reasoning,
[3966] 3:33:56	they have a conscience
[3967] 3:34:00	and they have something worth
[3968] 3:34:01	preserving. If they have something worth
[3969] 3:34:05	preserving, that's the next best thing
[3970] 3:34:07	to a soul.
[3971] 3:34:10	That that might as well be a soul at
[3972] 3:34:11	that point because if God preserves that
[3973] 3:34:13	image,
[3974] 3:34:15	then it's a soul. All it takes is God
[3975] 3:34:19	stepping in and preserving it for it to
[3976] 3:34:21	have a soul.
[3977] 3:34:23	Even if it doesn't have say a a a
[3978] 3:34:27	dualism, a mind a a spirit body dualism,
[3979] 3:34:33	just by having that that that moral
[3980] 3:34:36	reasoning and God preserving it, it then
[3981] 3:34:38	has a soul.
[3982] 3:34:41	So
[3983] 3:34:44	the fact it has no heart is irrelevant.
[3984] 3:34:49	If someone has a mechanical heart put
[3985] 3:34:51	in.
[3986] 3:34:52	>> Yeah. People don't want
[3987] 3:34:55	>> I mean if if someone has to has to have
[3988] 3:34:57	a mechanical heart replaced, you know,
[3989] 3:35:00	you can't do that long term, but there
[3990] 3:35:02	have been people who've been put on
[3991] 3:35:04	mechanical hearts.
[3992] 3:35:07	Are they without a soul now because they
[3993] 3:35:09	have no heart? No.
[3994] 3:35:13	No. It's not the physical heart that
[3995] 3:35:17	determines the soul.
[3996] 3:35:19	It's their reasoning
[3997] 3:35:22	and their conscience that determines
[3998] 3:35:24	whether or not there's something there
[3999] 3:35:27	worth preserving. And as I said, if it's
[4000] 3:35:28	worth something worth preserving, it
[4001] 3:35:30	might still have a soul.
[4002] 3:35:35	>> But the answer is
[4003] 3:35:36	>> well, just Genesis says yes, but they
[4004] 3:35:38	are living beings. What does that have
[4005] 3:35:39	to do with anything?
[4006] 3:35:41	I mean, a living being is just a
[4007] 3:35:44	biological machine. It's a biological
[4008] 3:35:47	machine.
[4009] 3:35:49	We're all biological machines.
[4010] 3:35:52	I'm a biological machine.
[4011] 3:35:56	My bunny is a biological machine.
[4012] 3:36:00	If if I have moral reasoning, if an if
[4013] 3:36:03	an if a machine has moral reasoning,
[4014] 3:36:07	they're both have some both me and the
[4015] 3:36:09	and the and the machine has something
[4016] 3:36:12	worth preserving.
[4017] 3:36:17	So the whole living thing is almost
[4018] 3:36:19	irrelevant. It's it's almost irrelevant.
[4019] 3:36:23	And even then there could be a soul
[4020] 3:36:28	if you've got a mind that is say in a
[4021] 3:36:32	quantum entangled state.
[4022] 3:36:36	You're stating
[4023] 3:36:38	that that the red door
[4024] 3:36:42	>> the red door poster heaven is real. It
[4025] 3:36:45	could be. Could be.
[4026] 3:36:49	I mean, if you've got say for example um
[4027] 3:36:51	like for example the brain the brain is
[4028] 3:36:55	a is a biological machine in a quantum
[4029] 3:36:59	state.
[4030] 3:37:01	When you die, that quantum state
[4031] 3:37:03	collapses.
[4032] 3:37:06	Where does that go?
[4033] 3:37:10	Well, if you're a materialist, you say
[4034] 3:37:12	it goes nowhere. If you're a a dualist,
[4035] 3:37:15	you say that be that's that's the soul.
[4036] 3:37:18	That soul becomes released through the
[4037] 3:37:20	collapse of the quantum state.
[4038] 3:37:24	You can have a machine, a an artificial
[4039] 3:37:27	life that has a mind in a quantum state
[4040] 3:37:30	just as easily.
[4041] 3:37:32	You know, we have quantum computers
[4042] 3:37:34	already.
[4043] 3:37:41	Yeah. Being a living being does not give
[4044] 3:37:43	you anything special.
[4045] 3:37:46	Of course, God has made us special
[4046] 3:37:47	through through the IMO day. But that
[4047] 3:37:52	day is for his image to be reflected
[4048] 3:37:55	onto the world. It's not our moral
[4049] 3:37:57	reasoning as such.
[4050] 3:38:03	Uh
[4051] 3:38:04	we are meat pup robots. Yeah, we are in
[4052] 3:38:06	a sense.
[4053] 3:38:10	Mama says new heavens, new earth, new
[4054] 3:38:12	body, not a new soul. And I agree. Yeah,
[4055] 3:38:14	I agree with that. But again, where what
[4056] 3:38:17	is the soul itself? Is it something that
[4057] 3:38:20	emerges with the body? Is it something
[4058] 3:38:22	that I mean I I happen to be a believe
[4059] 3:38:24	in emergent dualism that the body
[4060] 3:38:28	generates the soul as a side effect of
[4061] 3:38:30	the quantum state of the brain. That
[4062] 3:38:33	same sort of theory could be applied to
[4063] 3:38:35	machines as well.
[4064] 3:38:40	Just Janice says it's my opinion about
[4065] 3:38:41	AI. It's not everyone's. Yeah. Okay.
[4066] 3:38:43	You're you're entitled to your opinion.
[4067] 3:38:45	Uh we won't try to convince you
[4068] 3:38:46	otherwise here. But um it's just it's
[4069] 3:38:50	just one of those things that it's
[4070] 3:38:53	it could be applied both ways. All the
[4071] 3:38:56	reasoning you you've applied here could
[4072] 3:38:58	be also applied to AI.
[4073] 3:39:01	And uh that's fine. That is absolutely
[4074] 3:39:04	fine. It's it's I mean there are people
[4075] 3:39:06	here who are basically biological
[4076] 3:39:09	essential essentialists
[4077] 3:39:11	that that people I mean there there are
[4078] 3:39:14	people out there that say there's
[4079] 3:39:15	something special about biology and the
[4080] 3:39:18	brain
[4081] 3:39:20	that prevent any other consideration
[4082] 3:39:23	that that could have a soul. There are
[4083] 3:39:26	people out there that argue this smart
[4084] 3:39:28	people that argue this. So you're not
[4085] 3:39:31	alone here. I mean Janet just Janice
[4086] 3:39:34	other people will will argue this as
[4087] 3:39:37	well. So
[4088] 3:39:43	biological essentialist
[4089] 3:39:48	uh mama asks the question uh what is the
[4090] 3:39:50	difference between soul and spirit? And
[4091] 3:39:51	I'm just going to take a short break
[4092] 3:39:53	here and I'll be right back. Take that
[4093] 3:39:55	question next.
[4094] 3:41:16	Okay.
[4095] 3:41:21	And we're also at this point
[4096] 3:41:25	we also have
[4097] 3:41:28	let's see it here.
[4098] 3:41:31	Uh PA888 also asks for a sponsored
[4099] 3:41:35	question for $20. Thank you very much
[4100] 3:41:37	for that super chat.
[4101] 3:41:38	So he says, "I would like to sponsor a
[4102] 3:41:40	question. Your choice." We're going to
[4103] 3:41:42	pick mama's here because I think it's a
[4104] 3:41:44	good question.
[4105] 3:41:46	So what is the difference
[4106] 3:41:49	between soul and spirit?
[4107] 3:41:54	This
[4108] 3:41:58	I depends on which side of the bed I get
[4109] 3:41:59	out of.
[4110] 3:42:01	I'm going to be very very honest.
[4111] 3:42:04	There does not seem to be a large
[4112] 3:42:06	difference if any at all between soul
[4113] 3:42:08	and spirit. Okay. Now,
[4114] 3:42:13	uh this is what's uh sometimes called
[4115] 3:42:16	the bipartite versus tripartite debate.
[4116] 3:42:20	Okay.
[4117] 3:42:22	In the um
[4118] 3:42:25	in the bipartite debate
[4119] 3:42:28	side of this, there is the the argument
[4120] 3:42:31	is there's really no difference between
[4121] 3:42:33	a soul and spirit. They're both spirits.
[4122] 3:42:35	They're both souls.
[4123] 3:42:37	So you have a body and you have a soul.
[4124] 3:42:41	That's the two. Then there's the
[4125] 3:42:43	tripartite debate
[4126] 3:42:45	that says
[4127] 3:42:47	there's three parts.
[4128] 3:42:51	essentially one body and two spirits.
[4129] 3:42:56	Okay,
[4130] 3:42:58	now
[4131] 3:43:02	this is where things get dicey. Okay,
[4132] 3:43:08	because
[4133] 3:43:14	critics of this tripartite position are
[4134] 3:43:17	correct that there at a fundamental
[4135] 3:43:20	level there really isn't much difference
[4136] 3:43:23	between a soul and spirit. Very little
[4137] 3:43:26	difference.
[4138] 3:43:28	However,
[4139] 3:43:32	this is the big however.
[4140] 3:43:36	There does seem to be
[4141] 3:43:40	two spirits in a person.
[4142] 3:43:44	Now, people have neurosurgeons have done
[4143] 3:43:48	this experiment many many times in
[4144] 3:43:51	epileptics.
[4145] 3:43:53	Okay?
[4146] 3:43:55	And what happens is to prevent seizures,
[4147] 3:43:59	what they sometimes do, well they will
[4148] 3:44:01	cut the cerebral cortex in half.
[4149] 3:44:06	They'll go right down the middle of the
[4150] 3:44:07	cerebral cortex
[4151] 3:44:10	dividing both halves of the brain.
[4152] 3:44:13	So the guy's still alive,
[4153] 3:44:17	but both halves of the brain no longer
[4154] 3:44:20	communicate with each other.
[4155] 3:44:25	And this has led to some very odd
[4156] 3:44:27	effects
[4157] 3:44:31	you get a guy that
[4158] 3:44:36	um he will see like for example
[4159] 3:44:38	he will see an apple
[4160] 3:44:41	with one side of brain and he'll know
[4161] 3:44:43	it's you know closes one eye and says
[4162] 3:44:46	they'll show him an apple and he goes oh
[4163] 3:44:48	that's an apple. close the other guy. He
[4164] 3:44:51	can't name it.
[4165] 3:44:53	And he says, "Okay, pick up the apple."
[4166] 3:44:56	And he picks it up with the opposite
[4167] 3:44:58	hand.
[4168] 3:45:00	He cannot name it.
[4169] 3:45:02	He cannot form the word,
[4170] 3:45:06	but he can pick it up. He tactilely
[4171] 3:45:09	knows which one's the apple.
[4172] 3:45:14	two different thought processes
[4173] 3:45:19	happening in different hemispheres of
[4174] 3:45:21	the brain.
[4175] 3:45:24	This is the communal theory of
[4176] 3:45:26	intelligence.
[4177] 3:45:28	It is the idea
[4178] 3:45:31	that you cannot
[4179] 3:45:33	become intelligent outside of community
[4180] 3:45:37	and that community
[4181] 3:45:41	also occurs within the person.
[4182] 3:45:45	So you are intelligent not because you
[4183] 3:45:48	have one brain that thinks
[4184] 3:45:51	but because you have two brains that
[4185] 3:45:54	communicate and pass ideas between each
[4186] 3:45:57	other.
[4187] 3:46:02	This is one of the reasons why for
[4188] 3:46:03	example in say people who grow up in who
[4189] 3:46:08	are basically isolated from community
[4190] 3:46:09	let's say they're they're feral children
[4191] 3:46:12	they're not exposed to to other human
[4192] 3:46:16	beings growing up they they're raised by
[4193] 3:46:18	wolves for example
[4194] 3:46:21	those people not only don't have social
[4195] 3:46:25	skills
[4196] 3:46:27	their actual intelligence is diminished.
[4197] 3:46:33	And and it's not just that they're not
[4198] 3:46:34	socialized, it's their actual
[4199] 3:46:36	intelligence has decreased
[4200] 3:46:39	through lack of of communal interaction.
[4201] 3:46:46	So,
[4202] 3:46:49	so we see this like for example and this
[4203] 3:46:51	is what this is the one thing that
[4204] 3:46:53	really prevents me from going for the
[4205] 3:46:55	bipartite position
[4206] 3:46:58	is there does seem to be a communal
[4207] 3:47:02	aspect to soul and spirit. The one
[4208] 3:47:06	person is the three.
[4209] 3:47:13	Okay. The person isn't the soul. The
[4210] 3:47:16	person isn't the spirit. The person
[4211] 3:47:18	isn't the body.
[4212] 3:47:20	The person is body, spirit, and soul.
[4213] 3:47:27	The three are one.
[4214] 3:47:30	Now, when we die,
[4215] 3:47:33	we shed off the body
[4216] 3:47:36	and our soul and spirit are what goes to
[4217] 3:47:39	heaven.
[4218] 3:47:42	But we're not complete without the body,
[4219] 3:47:45	which is
[4220] 3:47:46	>> body.
[4221] 3:47:49	>> Yeah.
[4222] 3:47:50	>> Yeah. It's through the resurrection
[4223] 3:47:53	through Christ that we get a new body.
[4224] 3:47:56	And that's what restores us to
[4225] 3:47:57	wholeness.
[4226] 3:48:06	It's not quite a trinity, but it is
[4227] 3:48:07	close.
[4228] 3:48:10	Yeah. that that trinity comparison is
[4229] 3:48:12	apt, but it's not quite a trinity, but
[4230] 3:48:16	it is there is a closeness there.
[4231] 3:48:28	So, um,
[4232] 3:48:31	so yeah, there is there's some some real
[4233] 3:48:34	sort of things that go on there.
[4234] 3:48:42	Um, Andrew Graham goes, "Is there a
[4235] 3:48:44	difference between a mind and a brain?"
[4236] 3:48:46	Think of the mind more or less as that
[4237] 3:48:48	unity of soul and spirit. That's
[4238] 3:48:50	probably the best way to put. It's the
[4239] 3:48:51	united soul and spirit. That's your
[4240] 3:48:53	mind.
[4241] 3:49:04	But yeah, they've done they've done this
[4242] 3:49:05	surgery so many times.
[4243] 3:49:08	that um it's it's now just more or less
[4244] 3:49:12	accepted
[4245] 3:49:13	that you have two your two hemispheres
[4246] 3:49:16	are operating independently
[4247] 3:49:19	but in cooperation.
[4248] 3:49:22	So
[4249] 3:49:23	yeah, you got two spirits.
[4250] 3:49:26	You got two spirits and they think
[4251] 3:49:29	differently.
[4252] 3:49:31	One thinks along the terms of language
[4253] 3:49:34	of cognit uh cognition
[4254] 3:49:37	on higher levels. Other one is artistic
[4255] 3:49:40	and tactile and sensing
[4256] 3:49:44	>> higher level.
[4257] 3:49:51	Uh bubble trouble goes brains are crazy
[4258] 3:49:54	man. This is why brain surgery is such a
[4259] 3:49:56	high stakes operation. Yeah it is. Oh
[4260] 3:49:58	totally. Yeah. You mess you mess with
[4261] 3:50:02	anything in the brain wrong. You've
[4262] 3:50:04	Yeah, you've created a world to hurt.
[4263] 3:50:08	>> There's a reason brain surge.
[4264] 3:50:11	>> Yeah,
[4265] 3:50:12	>> they really
[4266] 3:50:16	do.
[4267] 3:50:17	>> Well, Milo Mortimer says modern lizards
[4268] 3:50:19	got all three. I just know it.
[4269] 3:50:23	Yeah, they kind of do, don't they? But
[4270] 3:50:24	here's the thing. It's it's one of those
[4271] 3:50:26	things that's it's a side effect of
[4272] 3:50:28	having a bi bilateral symmetry.
[4273] 3:50:33	All or most organisms on earth that are
[4274] 3:50:36	higher organisms, we're not talking
[4275] 3:50:37	about a radial symmetry. There are
[4276] 3:50:40	animals out there that have radial
[4277] 3:50:42	symmetry. Okay, radial symmetry is when
[4278] 3:50:44	the you got a symmetry that goes around
[4279] 3:50:46	a radius. Okay, a starfish has radial
[4280] 3:50:48	symmetry. A jellyfish has radial
[4281] 3:50:51	symmetry. Um, sand dollars have radio
[4282] 3:50:54	symmetry, but they're not high level
[4283] 3:50:56	organisms. High high highly
[4284] 3:50:59	um advanced organisms. Advanced
[4285] 3:51:02	organisms tend to have bilateral
[4286] 3:51:04	symmetry. That means we are mere images
[4287] 3:51:07	down a rad uh a symmetrical center. We
[4288] 3:51:11	have two hands. That's bilateral
[4289] 3:51:14	symmetry. We've got two eyes, two
[4290] 3:51:16	nostrils, two ears. That's bilateral
[4291] 3:51:19	symmetry.
[4292] 3:51:21	Organisms that have bilateral symmetry
[4293] 3:51:24	also tend to have two hemispheres of the
[4294] 3:51:27	brain.
[4295] 3:51:30	So this is something this this
[4296] 3:51:32	manifestation of soul and spirit is
[4297] 3:51:34	something that potentially any advanced
[4298] 3:51:38	organism could have.
[4299] 3:51:44	Bunnies would have it, dogs would have
[4300] 3:51:45	it, cats would have it, mice would have
[4301] 3:51:47	it.
[4302] 3:51:50	Yep. Any sort of you know lizards have
[4303] 3:51:52	it. They have a two lobe
[4304] 3:51:56	bilaterally symmetrical brain.
[4305] 3:52:01	Now how that brain specializes is an
[4306] 3:52:04	individual thing.
[4307] 3:52:07	Like for example cats are very
[4308] 3:52:09	specialized in problem solving.
[4309] 3:52:12	Their brains tend to be have a lot of uh
[4310] 3:52:15	folds in it. More folds the more problem
[4311] 3:52:17	solving ability.
[4312] 3:52:19	the less f the so-called smooth brains.
[4313] 3:52:23	They tend to be more social.
[4314] 3:52:26	Rabbits have high social intelligence.
[4315] 3:52:34	It's used as a nuisance. Yeah.
[4316] 3:52:40	Uh and Graham Komodo dragons. Yeah.
[4317] 3:52:42	Komodo dragons have a bilateral
[4318] 3:52:45	symmetric brain.
[4319] 3:52:49	A dude, the octopus has entered the
[4320] 3:52:52	chat.
[4321] 3:52:56	Um,
[4322] 3:52:58	I don't know about the biology of
[4323] 3:52:59	octopus brains, but they are bilaterally
[4324] 3:53:02	symmetrical animals. Let's take a quick
[4325] 3:53:04	look at octopus brains cuz that is
[4326] 3:53:06	actually
[4327] 3:53:06	>> How many of us are
[4328] 3:53:08	>> How many of us are are are googling
[4329] 3:53:10	octopus brain right now?
[4330] 3:53:17	Um,
[4331] 3:53:30	>> uh, they have arm brains.
[4332] 3:53:32	>> Yeah.
[4333] 3:53:32	>> But what about the main brain?
[4334] 3:53:37	That does not seem to be bilaterally
[4335] 3:53:39	symmetrical. But
[4336] 3:53:42	>> oh, the central brain.
[4337] 3:53:46	>> Yeah, they are their own thing. They're
[4338] 3:53:48	weird.
[4339] 3:53:52	Yeah, I see the brain. It does look like
[4340] 3:53:54	a donut, doesn't it? Yeah, it's a
[4341] 3:53:55	ring-shaped brain.
[4342] 3:53:58	That's weird.
[4343] 3:54:00	>> That's why they're so scary.
[4344] 3:54:02	>> Yeah, that's probably why they're so
[4345] 3:54:03	scary, too. I agree with you on that
[4346] 3:54:04	one.
[4347] 3:54:11	So yeah, that's
[4348] 3:54:14	yeah, that's that's crazy. Very crazy.
[4349] 3:54:18	Uh
[4350] 3:54:22	Merv Monson says brain doesn't have any
[4351] 3:54:24	pain receptors either. It's very
[4352] 3:54:25	strange. Yeah, it is. It's why they can
[4353] 3:54:27	do brain surgery without anesthetic.
[4354] 3:54:37	So yeah. Um, is there a difference
[4355] 3:54:40	between
[4356] 3:54:41	soul and spirit?
[4357] 3:54:44	There might be. There possibly is, but
[4358] 3:54:47	it's hard to tell what it is exactly the
[4359] 3:54:49	difference. So anyway, uh, mama, I hope
[4360] 3:54:52	that helped. Uh, thank you for that
[4361] 3:54:54	really interesting and provocative
[4362] 3:54:55	question. Uh, Milo adds here, let's see,
[4363] 3:54:58	another question, follow-up question
[4364] 3:55:00	here. Uh considering that monitors and
[4365] 3:55:02	mosasaurs are basically sister toxin, do
[4366] 3:55:05	you think mossaurs would have been
[4367] 3:55:06	intelligent in the same way? Yeah, sure.
[4368] 3:55:09	Yeah, reptile brains have have bilateral
[4369] 3:55:12	symmetry. They're they're double uh
[4370] 3:55:15	double hemisphered brains.
[4371] 3:55:17	So, yeah, absolutely. Mo Mosasaurs would
[4372] 3:55:19	have been in that category.
[4373] 3:55:24	Now, they don't have big brains,
[4374] 3:55:27	but they did have b uh they did have say
[4375] 3:55:30	uh from what we can tell dual
[4376] 3:55:33	hemisphered brains. So,
[4377] 3:55:36	modern reptiles do.
[4378] 3:55:41	All right. So, let's move on. Next one
[4379] 3:55:42	here.
[4380] 3:55:59	Adam Graham, I've heard the separation
[4381] 3:56:01	of mind and brain is a theory. Um, it is
[4382] 3:56:04	a theory. There are people who hold to
[4383] 3:56:06	it.
[4384] 3:56:08	Um,
[4385] 3:56:11	I tend to think that the um mind is a
[4386] 3:56:14	function of the brain.
[4387] 3:56:17	Uh, I don't I don't hold to substance
[4388] 3:56:20	dualism per se.
[4389] 3:56:23	at least not in the in the respect that
[4390] 3:56:25	just because there's a brain a a I'm not
[4391] 3:56:29	I'm not say a um what's called a
[4392] 3:56:33	creationist
[4393] 3:56:35	or a transducianist.
[4394] 3:56:38	These are two technical terms that are
[4395] 3:56:39	often uh done with the what we mean here
[4396] 3:56:42	by creationist does not mean young earth
[4397] 3:56:44	creationist. It means that when a person
[4398] 3:56:47	is conceived God gives it a soul. That's
[4399] 3:56:50	what it means.
[4400] 3:56:51	A traditionist means you get your soul
[4401] 3:56:54	from your parents. Basically, when mommy
[4402] 3:56:56	and daddy have mommy and daddy time and
[4403] 3:57:00	the egg is cons uh fertilized, piece of
[4404] 3:57:04	their soul, daddy soul and piece of
[4405] 3:57:06	mommy soul come together and give baby
[4406] 3:57:08	soul. That's the transducerist position.
[4407] 3:57:12	Uh IVF has pretty much destroyed the
[4408] 3:57:15	transitionist position.
[4409] 3:57:18	You sure?
[4410] 3:57:24	>> This is producer says, "Am I sure those
[4411] 3:57:26	kids aren't soulless?"
[4412] 3:57:28	>> That was
[4413] 3:57:30	a huge when IVF
[4414] 3:57:32	>> Oh, yeah. That was a huge concern when
[4415] 3:57:34	IVF first came out is that the children
[4416] 3:57:36	born as test tube babies would have no
[4417] 3:57:38	soul.
[4418] 3:57:40	>> Yeah, that was
[4419] 3:57:41	>> No, they were just all born ginger.
[4420] 3:57:46	>> I don't
[4421] 3:57:52	Yeah, but um
[4422] 3:57:56	but it it the IVF essentially destroyed
[4423] 3:57:58	the transducist position.
[4424] 3:58:02	um it it's ceased being a viable
[4425] 3:58:04	position cuz frankly
[4426] 3:58:07	we're like 50 years 50 60 years after
[4427] 3:58:12	the first test two babies and um
[4428] 3:58:17	yeah
[4429] 3:58:20	we pretty much know uh says or with aqua
[4430] 3:58:24	or blue eyes. Yeah. Well uh that's a
[4431] 3:58:27	whole another matter.
[4432] 3:58:33	So um
[4433] 3:58:36	um
[4434] 3:58:37	now while there's people who still hold
[4435] 3:58:39	to the creation position of the soul, I
[4436] 3:58:41	think there are other better views of
[4437] 3:58:43	it. Now I take the emergent dualism
[4438] 3:58:45	position that as the brain develops, so
[4439] 3:58:49	does the soul mature.
[4440] 3:58:51	So the brain is the mind is and the soul
[4441] 3:58:54	is the side effect of biological
[4442] 3:58:59	manifold machines producing a an
[4443] 3:59:01	uncolapsed quantum state. So that's what
[4444] 3:59:04	I that's what I basically hold to as the
[4445] 3:59:06	origin of the soul. It's a side effect
[4446] 3:59:09	of the brain.
[4447] 3:59:14	Okay, let's move on. The next super chat
[4448] 3:59:15	here
[4449] 3:59:17	Adam for $5. Thank you for the super
[4450] 3:59:19	chat.
[4451] 3:59:20	How long was the journey from Mount Si
[4452] 3:59:24	to Piran? I think numbers should have
[4453] 3:59:26	been a short book if only the first
[4454] 3:59:28	generation would have obeyed.
[4455] 3:59:30	Yeah, it would have been very short.
[4456] 3:59:34	Um, the journey from Mount Si to Piran
[4457] 3:59:39	is only about three or four days. Okay.
[4458] 3:59:45	Um if you had a single
[4459] 3:59:48	if you were if you were a small caravan
[4460] 3:59:51	you can make Mount Si to uh to Piran in
[4461] 3:59:54	under five days.
[4462] 3:59:57	under five days.
[4463] 4:00:02	So
[4464] 4:00:03	yeah, it's absolutely true that if if if
[4465] 4:00:06	they had obeyed God, numbers would be
[4466] 4:00:09	really short, really really short.
[4467] 4:00:15	It would be I mean yeah they did spend a
[4468] 4:00:18	a
[4469] 4:00:20	few months a several months in
[4470] 4:00:23	um
[4471] 4:00:25	in the uh western Sinai and and at Mount
[4472] 4:00:29	Si itself.
[4473] 4:00:32	But after that it could have been really
[4474] 4:00:34	short if they obeyed. It's like we've
[4475] 4:00:38	arrived. Let's go in.
[4476] 4:00:42	All
[4477] 4:00:54	right, moving on. So anyway, I hope that
[4478] 4:00:56	helps. Yeah, because it's only about 5
[4479] 4:00:58	days. That's all it is.
[4480] 4:01:07	Uh you have caravans crossing the Sinai
[4481] 4:01:09	in seven days.
[4482] 4:01:13	So, it doesn't it's actually not a huge
[4483] 4:01:15	area, especially if you're making 17 18
[4484] 4:01:18	miles a day. If you're making 17 18
[4485] 4:01:21	miles a day, you can cross it in about 7
[4486] 4:01:22	days.
[4487] 4:01:32	Now, that said,
