[0] 0:00	Heat. Heat.
[3511] 3:04:44	other week it's Dr. fall as a family.
[3512] 3:04:47	Well, thank you.
[3513] 3:04:49	Feel honored that we rate so high.
[3514] 3:04:53	Okay. AJ Higgins uh puts in a $3 super
[3515] 3:04:56	chat here. He says, "Your chronology of
[3516] 3:04:59	writing the of the penetuk." Um my
[3517] 3:05:03	chronology is that most of the documents
[3518] 3:05:06	uh source documents were written during
[3519] 3:05:09	the wandering in in the Sinai. I would
[3520] 3:05:13	place Exodus first,
[3521] 3:05:15	then Numbers,
[3522] 3:05:17	then I would probably put uh Genesis,
[3523] 3:05:21	Leviticus, and Deuteronomy at the sort
[3524] 3:05:23	of the the end of the wandering period.
[3525] 3:05:26	Okay. And I would then say that once
[3526] 3:05:30	they get into the holy land um into
[3527] 3:05:34	Canaan, Joshua then or or one of his
[3528] 3:05:38	scribes then
[3529] 3:05:40	um paste those documents into five books
[3530] 3:05:44	uh for the sake of with with connecting
[3531] 3:05:47	text for continuity. Okay, so that's
[3532] 3:05:49	that's how I would put the chronology of
[3533] 3:05:52	the writing of the penetuk. So hope that
[3534] 3:05:54	helps. Thank you for the super chat.
[3535] 3:05:56	Very much appreciated. It's essentially
[3536] 3:05:58	a kind of supplementary hypothesis.
[3537] 3:06:03	Okay, AJ Higgins uh for $5. Thank you
[3538] 3:06:05	for the super chat.
[3539] 3:06:08	Are there correspondent names to other
[3540] 3:06:10	kings in Genesis 14 like Ammerfell? Yes,
[3541] 3:06:12	there is one. We'll pull that up here.
[3542] 3:06:19	Genesis
[3543] 3:06:25	Genesis 14 verse one. And it came about
[3544] 3:06:28	in the days of Ammerfell, king of
[3545] 3:06:30	Shinar, Arach, king of Alasser, uh,
[3546] 3:06:33	Teddyamar, king of Alam, and Tidal, king
[3547] 3:06:36	of Goyam, that they made war against.
[3548] 3:06:40	And okay, now the the one that's also
[3549] 3:06:44	attested
[3550] 3:06:45	is
[3551] 3:06:47	um
[3552] 3:06:49	um Hamar, King of Alam. Now the problem
[3553] 3:06:53	with this name is it's attested too
[3554] 3:06:55	often.
[3555] 3:06:59	Uh there are three possibilities
[3556] 3:07:03	within the the reign of King Hammurabi
[3557] 3:07:06	for uh Kedaleomar. Okay.
[3558] 3:07:13	So,
[3559] 3:07:15	um
[3560] 3:07:17	it's one of those things where
[3561] 3:07:19	we've got too many possibilities.
[3562] 3:07:23	There are three names that of of Elumite
[3563] 3:07:25	kings that could be this king.
[3564] 3:07:29	Um, so it's just sort of landing that um
[3565] 3:07:35	that um
[3566] 3:07:38	in the right spot as it were. Okay.
[3567] 3:07:45	All right. Uh Dark Blade asks question.
[3568] 3:07:48	Why do lost scholars reject this
[3569] 3:07:51	Ammerfell Hammurabi ID? Okay. Three
[3570] 3:07:53	reasons. Actually, two reasons. Okay.
[3571] 3:07:58	um
[3572] 3:08:01	basically uh liberal scholars
[3573] 3:08:04	are going to reject this because of its
[3574] 3:08:08	because it would sort of um imply the
[3575] 3:08:11	historicity of the Bible here. Okay.
[3576] 3:08:15	So the so basically secular scholars
[3577] 3:08:18	don't want to recognize that there's
[3578] 3:08:20	some sort of attached you know
[3579] 3:08:22	correspondence here to it. Um some of
[3580] 3:08:26	them will use a weak
[3581] 3:08:30	um linguistic argument but those
[3582] 3:08:32	arguments are easily
[3583] 3:08:34	you know overcome. Okay. But it's
[3584] 3:08:37	essentially they don't want to recognize
[3585] 3:08:38	that there's a historical link. Okay.
[3586] 3:08:42	So
[3587] 3:08:44	that's why the secular scholars will
[3588] 3:08:46	will um reject. Now, conservative
[3589] 3:08:49	scholars, particularly fundamentalist
[3590] 3:08:51	scholars, will reject it for a different
[3591] 3:08:54	reason, which is that uh Hammurabi is
[3592] 3:08:58	too late
[3593] 3:09:00	for
[3594] 3:09:02	early dating of of Abraham.
[3595] 3:09:06	So, it would this would peg Abraham in
[3596] 3:09:09	the 18th century, not the 20th century.
[3597] 3:09:13	So it would basically
[3598] 3:09:16	sort of throw out the whole possibility
[3599] 3:09:20	that Abraham was early middle kingdom
[3600] 3:09:24	and Joseph was
[3601] 3:09:27	12th dynasty. Okay. So highly
[3602] 3:09:31	conservative scholars like say Douglas
[3603] 3:09:34	Petravvic would reject uh this this
[3604] 3:09:38	scholar. So here's you're going to get
[3605] 3:09:40	both sides, the conservatives, the the
[3606] 3:09:43	the deeply fundamentalist conservatives
[3607] 3:09:46	and the liberal liberal secularists
[3608] 3:09:50	rejecting this for different reasons.
[3609] 3:09:53	They're not rejecting this for the same
[3610] 3:09:55	reason. They're rejecting it for
[3611] 3:09:56	different reasons.
[3612] 3:10:01	Dark blade.
[3613] 3:10:03	So it basically comes down to Abraham
[3614] 3:10:05	mythicism and Abraham super ancientism.
[3615] 3:10:08	Is that right? Yeah, that's pretty much
[3616] 3:10:10	right.
[3617] 3:10:14	Yeah. So that's what it basically comes
[3618] 3:10:15	down to. And that's that's that's more
[3619] 3:10:18	or less the reasoning here is there's a
[3620] 3:10:20	preconceived um um notion that Abraham
[3621] 3:10:24	is a myth. Therefore any connection
[3622] 3:10:27	cannot be factual.
[3623] 3:10:31	And as you said, the um the ancientism
[3624] 3:10:36	sector here wants to see Abraham as
[3625] 3:10:38	super old uh because they're they're
[3626] 3:10:41	taking a certain kind of dating
[3627] 3:10:43	presupposition here when it comes to
[3628] 3:10:45	Abraham and Joseph and as a result to
[3629] 3:10:48	the Exodus.
[3630] 3:10:53	So,
[3631] 3:10:58	so that's what's sort of going on here.
[3632] 3:11:00	Um, I hope that helped. Um, so that's
[3633] 3:11:03	that's that's why that's why there's
[3634] 3:11:07	that particular rejection of the ID.
[3635] 3:11:11	It's not really over it's not really a
[3636] 3:11:12	linguistic argument. Sometimes they'll
[3637] 3:11:15	couch it in that, but it's not really
[3638] 3:11:16	over that.
[3639] 3:11:19	Okay.
[3640] 3:11:24	Uh, AJ Higgins, why are the vowels
[3641] 3:11:26	different in Hammurabi and Amarfell?
[3642] 3:11:28	Okay.
[3643] 3:11:32	Uh, I think I'm good for water.
[3644] 3:11:36	Okay. The reason why
[3645] 3:11:38	is Hammurabi
[3646] 3:11:41	is the Mesopotamian
[3647] 3:11:44	version of Amarapi.
[3648] 3:11:46	Okay,
[3649] 3:11:48	here's what's going on linguistically as
[3650] 3:11:50	far as this goes. Um, the um the the
[3651] 3:11:56	glottle consonant at the beginning
[3652] 3:12:00	uh converts to a mess an acadian roundh.
[3653] 3:12:05	Okay. So that that explains that part.
[3654] 3:12:07	Okay. The maim and the r are the same in
[3655] 3:12:10	both.
[3656] 3:12:12	The p and the b are basically can be
[3657] 3:12:15	either you know uh aadian will convert
[3658] 3:12:19	that smitic
[3659] 3:12:21	um p to a b or a p. Okay. So,
[3660] 3:12:27	so that just leaves only one thing
[3661] 3:12:29	that's actually under contest here, and
[3662] 3:12:31	that's the L. Okay. Um, the vowels
[3663] 3:12:35	really aren't aren't um aren't a big
[3664] 3:12:37	deal here because we're dealing with
[3665] 3:12:38	Semitic languages, and vowel shifts
[3666] 3:12:40	happen all the time in Semitic
[3667] 3:12:41	languages.
[3668] 3:12:43	It's really what you're dealing we have
[3669] 3:12:44	to deal with here is the consonants.
[3670] 3:12:47	So,
[3671] 3:12:48	uh, Hammurabi is recognized as an
[3672] 3:12:50	Amorite name. Okay, he's he represents
[3673] 3:12:54	that first dynasty. It's an Amorite
[3674] 3:12:55	dynasty. It's an Amorite name. So, it's
[3675] 3:12:59	no surprise that Amarabi comes from uh
[3676] 3:13:04	Hammurabi comes from Amarapi. Okay? And
[3677] 3:13:07	Amarapi is is is almost the same as as
[3678] 3:13:10	Amarfel. Okay? Or amel.
[3679] 3:13:15	Okay? Now the why the last L at the end
[3680] 3:13:19	of Ammerfell
[3681] 3:13:22	the reason is because
[3682] 3:13:25	um the reason is because
[3683] 3:13:29	Hebrew abhores a final vowel.
[3684] 3:13:33	It abhores final vowels. And the reason
[3685] 3:13:36	it abhors final vowels is because it
[3686] 3:13:39	uses when it does say um
[3687] 3:13:43	um oh um
[3688] 3:13:47	pronouns those tend to be have heavy
[3689] 3:13:50	vowel sounds at the end of words. Okay.
[3690] 3:13:54	So yeah it could be amarapi
[3691] 3:13:57	too that's a possibility but it's not
[3692] 3:13:59	even necessary. Okay. Now, even this
[3693] 3:14:02	argument here is it's possible, but it's
[3694] 3:14:04	not even it's not necessary. Um, all you
[3695] 3:14:07	need to do, like we see this happening
[3696] 3:14:09	so often in in Hebrew that you don't
[3697] 3:14:14	even have to go there. just just
[3698] 3:14:17	that that whole abhorance of that final
[3699] 3:14:19	vowel thing is going to make it one of
[3700] 3:14:22	those things where um
[3701] 3:14:26	um
[3702] 3:14:28	where it's it's just one of those things
[3703] 3:14:30	where you don't even need to justify it
[3704] 3:14:32	in this way. So, you know, that's that's
[3705] 3:14:35	and and that's at that point the
[3706] 3:14:37	linguistic argument ends really. Once
[3707] 3:14:39	you once you're at that point, once
[3708] 3:14:41	you've arrived there, you're you're sort
[3709] 3:14:44	of more or less done.
[3710] 3:14:47	Okay. Um
[3711] 3:14:49	yeah, MV uh MV says Amarabi was an
[3712] 3:14:52	Amorite though, not an Elumite. No.
[3713] 3:14:54	Yeah, he was. But Kadelar was an
[3714] 3:14:56	Elumite. So um depends on which one
[3715] 3:15:00	you're talking about here.
[3716] 3:15:02	MV Monson or Shinar is possibly
[3717] 3:15:05	Mesopotamian, not Elilam. Yeah, Shinar
[3718] 3:15:07	is not Elam. No, Shin is not alone. It
[3719] 3:15:09	It is in Mesopotamia. It is It is
[3720] 3:15:12	probably the region around Babylon.
[3721] 3:15:22	Uh AJ Higgins, do you think we'll see
[3722] 3:15:25	bottles with Urash or Hammurabi in our
[3723] 3:15:27	lifetimes? Nope. Nope. I will not. We
[3724] 3:15:32	will not see that in our lifetime.
[3725] 3:15:38	Uh, Gandalf the base. Wait, I just got
[3726] 3:15:40	confused. Are you saying Abraham doesn't
[3727] 3:15:42	date to Amarabi? No, I'm saying Abraham
[3728] 3:15:44	does date to Hammurabi.
[3729] 3:15:47	Uh, he says, "I thought Hammurabi was a
[3730] 3:15:50	pretty solid dating for Abraham." I
[3731] 3:15:52	think it is, but there's a lot of
[3732] 3:15:53	scholars who do disagree with this.
[3733] 3:15:58	Jonathan Walker, only in our personal
[3734] 3:16:00	Bibles. Hey, look. I I' I'd love it if
[3735] 3:16:04	if Bible started translating Yamsu for
[3736] 3:16:06	sea of reads. Okay. If I I'll take that
[3737] 3:16:09	one right there.
[3738] 3:16:11	I'm not going to get greedy about this.
[3739] 3:16:16	Uh
[3740] 3:16:18	just
[3741] 3:16:24	Oh, I know. Some of these some of these
[3742] 3:16:26	translations are so well documented, but
[3743] 3:16:29	it just resists getting into the Bible,
[3744] 3:16:32	getting into our Bible translations. And
[3745] 3:16:35	it really comes down to that people make
[3746] 3:16:37	a fuss when you start start changing the
[3747] 3:16:40	translations.
[3748] 3:16:42	Oh much. Look, they'll never they will
[3749] 3:16:45	never you will never see at least in any
[3750] 3:16:49	big name mainstream Bible
[3751] 3:16:52	um Yamsu being translated as Sea of
[3752] 3:16:55	Reeds. You'll never see um Keer or Mercy
[3753] 3:16:59	Seat translated as a lid.
[3754] 3:17:02	You'll That's so un It is so unexiting.
[3755] 3:17:07	Oh, no. It's
[3756] 3:17:10	mercy. See, this
[3757] 3:17:13	you'll
[3758] 3:17:15	you'll never see like Psalm 130 says
[3759] 3:17:17	that Pharaoh uh the armies of Pharaoh
[3760] 3:17:20	were shaken off, you know, just like,
[3761] 3:17:22	oh, come on, guys.
[3762] 3:17:27	Jonathan Walker, my NIV has a footnote
[3763] 3:17:29	as sea of reads. Yeah, you'll see it in
[3764] 3:17:30	footnotes. You'll see it in footnotes
[3765] 3:17:32	and it might appear in that footnote at
[3766] 3:17:33	some point, but you won't see it in
[3767] 3:17:35	translation.
[3768] 3:17:37	You know, traditional renderings are
[3769] 3:17:40	really tenacious, okay? They're really
[3770] 3:17:43	tenacious. And the reason why is because
[3771] 3:17:48	translation committees get hate mail
[3772] 3:17:49	over this.
[3773] 3:17:52	You know, this here's what happens. you
[3774] 3:17:54	know, there's going to be an address at
[3775] 3:17:57	the beginning of most of your your
[3776] 3:18:00	Bibles as to who to contact for
[3777] 3:18:03	licensing rights. And people get the
[3778] 3:18:04	idea, oh, I hate this. I hate this, you
[3779] 3:18:08	know, translation, so I'm going to write
[3780] 3:18:10	this this address, which really is only
[3781] 3:18:13	interested in licensing rights,
[3782] 3:18:16	and complain about this Bible, how it's
[3783] 3:18:18	being so liberal and anti-biblical.
[3784] 3:18:26	And then well look I mean I get grief
[3785] 3:18:30	when I say talk about the sea of reeds
[3786] 3:18:33	being the proper translation of Yamsuf.
[3787] 3:18:35	That's not a controversial thing to say
[3788] 3:18:37	but people go absolutely spare when they
[3789] 3:18:41	say that.
[3790] 3:18:52	Yeah, Gan Lease, I don't know how you
[3791] 3:18:54	don't date Amarabi. I figured that out
[3792] 3:18:57	when I studied the his code in college
[3793] 3:18:59	in my criminal justice class. Yeah,
[3794] 3:19:01	absolutely. All the connections were
[3795] 3:19:03	there. His code is so unique for the
[3796] 3:19:05	time. Yeah,
[3797] 3:19:10	Jack Ray spare. Yeah, that's a British
[3798] 3:19:13	way of saying crazy.
[3799] 3:19:17	Hey, they they lose it. They lose it.
[3800] 3:19:23	Oh boy.
[3801] 3:19:29	Yeah, I do use a lot of British slang. I
[3802] 3:19:32	was there for three years, so it's like
[3803] 3:19:33	okay.
[3804] 3:19:35	In Liverpool, no less.
[3805] 3:19:48	Oh boy.
[3806] 3:19:50	AJ Higgins, so you're saying the
[3807] 3:19:52	conservative position actually needs to
[3808] 3:19:54	be conservative
[3809] 3:19:56	and not liberal with our conventional
[3810] 3:19:58	interpretations.
[3811] 3:20:00	That's one way of saying it, I guess.
[3812] 3:20:10	Yeah. Yeah, I I I don't think that um
[3813] 3:20:13	applying that to interpretations
[3814] 3:20:17	is or translations
[3815] 3:20:19	is beneficial. Okay. Is it
[3816] 3:20:24	is it is it textual? Is it contextual?
[3817] 3:20:27	Is it historical? I think those are the
[3818] 3:20:29	the categories we should be talking
[3819] 3:20:30	about when we talk about translations.
[3820] 3:20:32	We shouldn't be talking about things
[3821] 3:20:35	such as what best fits our
[3822] 3:20:36	presuppositions,
[3823] 3:20:38	whether that's a con traditional or
[3824] 3:20:41	liberal interpretation. I think when we
[3825] 3:20:43	start doing this is one of the things
[3826] 3:20:45	that that sort of drives me nuts
[3827] 3:20:47	sometimes about
[3828] 3:20:50	guys like Heiser. Okay.
[3829] 3:20:54	Um I love Heiser. Okay. I love I love
[3830] 3:20:57	Heiser. I love a lot of work he does.
[3831] 3:21:00	did. Sorry. Um, but he also had this
[3832] 3:21:04	tendency
[3833] 3:21:06	of doing an interpretation of an
[3834] 3:21:08	interpretation
[3835] 3:21:10	and then claiming that's the best
[3836] 3:21:12	translation.
[3837] 3:21:14	That's not a translation.
[3838] 3:21:16	Okay? That's not a translation.
[3839] 3:21:19	That's
[3840] 3:21:21	that's a compound interpretation. And
[3841] 3:21:23	when you have a compound interpretation,
[3842] 3:21:25	that can never be a translation.
[3843] 3:21:28	You're not translating the text as it
[3844] 3:21:30	reads. You're taking the nuance of the
[3845] 3:21:32	nuance and coming up with something like
[3846] 3:21:35	like for example his his um his
[3847] 3:21:38	translation of of Nikosh the serpent in
[3848] 3:21:41	the garden was essentially
[3849] 3:21:44	well Nikkoska means bronze. Okay, fair
[3850] 3:21:49	enough.
[3851] 3:21:50	Well, and nuance of that is it's shiny.
[3852] 3:21:55	So, nash can mean shiny one.
[3853] 3:21:59	Wait a minute. I just saw how you got
[3854] 3:22:01	there.
[3855] 3:22:02	That's a
[3856] 3:22:06	that's an interpretation of an
[3857] 3:22:08	interpretation.
[3858] 3:22:14	No, no, that's not that's not a
[3859] 3:22:16	translation. It's not a translation.
[3860] 3:22:23	Jack Ray Kaiser had a hammer and saw a
[3861] 3:22:26	lot of nails. Yeah, he did. Yeah, he
[3862] 3:22:28	sort of did.
[3863] 3:22:33	He some of many of the problems he was
[3864] 3:22:35	dealing with were were nails. Okay.
[3865] 3:22:37	Yeah, we can we can definitely grant him
[3866] 3:22:39	that. But at the same time, too,
[3867] 3:22:45	there were just some um here's here's
[3868] 3:22:47	the thing. He was a very creative
[3869] 3:22:49	scholar. I will grant him that.
[3870] 3:22:51	One of the problems with creative
[3871] 3:22:57	is that
[3872] 3:23:01	is that
[3873] 3:23:03	it was um not always tempered with good
[3874] 3:23:08	sense. And a lot of scholars that are
[3875] 3:23:10	really really creative are like this.
[3876] 3:23:13	Um,
[3877] 3:23:15	you do see this a lot in in in some you
[3878] 3:23:19	you've got two kinds of scholars. Yeah,
[3879] 3:23:22	there's more than this, but okay. But
[3880] 3:23:24	they generally fall into those that are
[3881] 3:23:26	either really rigorous or really
[3882] 3:23:28	creative.
[3883] 3:23:30	You don't see a lot of scholars that are
[3884] 3:23:32	both creative and rigorous.
[3885] 3:23:36	They either go crazy on the rigor and
[3886] 3:23:38	never have a creative original thought
[3887] 3:23:40	in their life or they go crazy on the
[3888] 3:23:43	creative and never check to see if any
[3889] 3:23:46	of that creativity is actually real.
[3890] 3:23:50	Okay. Uh there was a scholar in
[3891] 3:23:53	Egyptology who was like really bad for
[3892] 3:23:55	this. His name was Hans Gudika. Um
[3893] 3:24:00	Hans I mean Hans Gudika was incredibly
[3894] 3:24:03	creative. Oh my gosh. She came up with
[3895] 3:24:05	some fabulously creative stuff.
[3896] 3:24:11	It was
[3897] 3:24:13	not very rigorous.
[3898] 3:24:20	Uh, Dark Blade, where in the spectrum
[3899] 3:24:22	did Kitchen Fall? He fell more on the
[3900] 3:24:25	rigger side. He was all about rigger.
[3901] 3:24:28	Okay.
[3902] 3:24:29	Um, and most of the Liverpool train guys
[3903] 3:24:32	were about rigor. Okay. Oh, that's one
[3904] 3:24:36	of the things about going through
[3905] 3:24:38	Liverpool is you were not trained to be
[3906] 3:24:41	necessarily creative. Although I was
[3907] 3:24:44	very lucky. My doctor VA uh Mark Collier
[3908] 3:24:48	was more on the spectrum of creativity.
[3909] 3:24:52	Um, he was closer to to to a good
[3910] 3:24:55	compromise there. uh Collier was was
[3911] 3:24:58	sort of a good balance between the
[3912] 3:25:00	creative and and the rigorous. I mean
[3913] 3:25:05	he's an exceptionally rigorous scholar
[3914] 3:25:07	but he was sort of more he slightly more
[3915] 3:25:10	on that creative spectrum than say
[3916] 3:25:11	kitchen.
[3917] 3:25:14	So
[3918] 3:25:18	yeah,
[3919] 3:25:21	yeah, you do get better results when you
[3920] 3:25:23	start off with rigorous scholarship and
[3921] 3:25:26	then add creativity to it rather than
[3922] 3:25:30	try to rein in creativity with rigor. It
[3923] 3:25:34	just seems to work better if you start
[3924] 3:25:35	off rigorous. So,
[3925] 3:25:42	uh, Gandalf the base, it's almost like
[3926] 3:25:43	you need the rigorous scholars to work
[3927] 3:25:45	with creative ones to correct each other
[3928] 3:25:46	and balance each other out. It's more
[3929] 3:25:48	like this. You need the rigorous
[3930] 3:25:50	scholars to to correct,
[3931] 3:25:55	but creative ones are going to be doing
[3932] 3:25:57	the advancements.
[3933] 3:25:58	Okay. Um,
[3934] 3:26:02	it was Albert Einstein who said,
[3935] 3:26:06	um, I think it was I'm I'm going to
[3936] 3:26:07	butcher this quote, but he said
[3937] 3:26:09	something along the lines of
[3938] 3:26:12	creativity is superior to intellect.
[3939] 3:26:18	So
[3940] 3:26:21	the greatest advancements that we get in
[3941] 3:26:24	scholarship come out of creativity
[3942] 3:26:27	that's been fully tempered by by rigor.
[3943] 3:26:32	Those are your best advancements. It's
[3944] 3:26:34	always been the case in every field.
[3945] 3:26:38	And there there are times when the
[3946] 3:26:40	pendulum swings on this too where you
[3947] 3:26:42	get times when creativity is is more
[3948] 3:26:45	esteemed than rigor. and the vice versa.
[3949] 3:26:48	Right now, we're in that sort of um
[3950] 3:26:52	swing of the pendulum where it's more on
[3951] 3:26:54	rigor than it is on creativity. But you
[3952] 3:26:57	are getting some goofy stuff because of
[3953] 3:27:00	some unbridled creativity as well.
[3954] 3:27:06	Yeah.
[3955] 3:27:09	Uh Jonathan Walker, if one was to make
[3956] 3:27:11	Hebrew manuscripts with modern
[3957] 3:27:12	scholarship liked
[3958] 3:27:15	to erh of Aram fault Amarabi, would
[3959] 3:27:20	writing the vowels be the hardest part
[3960] 3:27:22	besides the spelling?
[3961] 3:27:24	Um
[3962] 3:27:28	well, the vowels are one of those things
[3963] 3:27:30	where we'd have to be very circumspect
[3964] 3:27:33	about it because they're they're not
[3965] 3:27:34	part of the original manuscript.
[3966] 3:27:37	Okay? they're not part of. We have to be
[3967] 3:27:39	careful about vowels because vowels are
[3968] 3:27:41	not were never part of the um inspired
[3969] 3:27:46	text.
[3970] 3:27:47	One thing we have to be really super
[3971] 3:27:49	careful of our knowledge of the vowels
[3972] 3:27:52	comes from the mazerites.
[3973] 3:27:54	Okay.
[3974] 3:27:56	um
[3975] 3:27:58	they they come to it comes down to the
[3976] 3:28:01	maseretites of the 10th century 8th to
[3977] 3:28:03	10th century AD who put the vowels into
[3978] 3:28:06	the text through the maseretic pointings
[3979] 3:28:08	they're basing that on their traditions
[3980] 3:28:12	okay
[3981] 3:28:14	God bless the Maserites but it's also
[3982] 3:28:17	not
[3983] 3:28:19	inspired
[3984] 3:28:21	and there are points in the Maseretic
[3985] 3:28:23	text where there is where they makes
[3986] 3:28:26	some kind of goofy do some goofy things
[3987] 3:28:28	with the vowels.
[3988] 3:28:30	And I can think of one just off the top
[3989] 3:28:33	of my head, which is um the land of
[3990] 3:28:37	Romsies in Genesis 45,
[3991] 3:28:42	where for some strange reason the
[3992] 3:28:46	Maserat reits add two pot vowels
[3993] 3:28:51	to the first syllable in Ramse's.
[3994] 3:28:56	Why do they do this?
[3995] 3:28:59	Nobody knows. It's not the same. And in
[3996] 3:29:01	the rest of the transliterations of
[3997] 3:29:03	Rom's, it's pretty normal. But for some
[3998] 3:29:06	reason, they have this really weird
[3999] 3:29:09	um really weird vocalization
[4000] 3:29:13	of that first Ramsey's. And nobody knows
[4001] 3:29:16	why. Nobody knows why they did this.
[4002] 3:29:21	Okay. So, so we can't we we have to be
[4003] 3:29:25	careful about um a couple things, too.
[4004] 3:29:28	The the other thing they added that we
[4005] 3:29:30	need to be careful of too is spaces.
[4006] 3:29:34	The Maserites were the guys who added
[4007] 3:29:36	the spaces to the Hebrew text.
[4008] 3:29:39	Sometimes they got that wrong.
[4009] 3:29:43	Okay. And uh Paul Lawrence in his book
[4010] 3:29:48	uh egg whites or turnips
[4011] 3:29:51	does an excellent job of pointing out
[4012] 3:29:53	some of these places where the mazerites
[4013] 3:29:56	put the space in the wrong place.
[4014] 3:30:00	So you have to be a little careful about
[4015] 3:30:04	what the maserites are doing because
[4016] 3:30:07	they don't always get it right,
[4017] 3:30:11	especially when it comes to vowels and
[4018] 3:30:13	spaces.
[4019] 3:30:20	Jonathan Walker says, "Well, I mentioned
[4020] 3:30:21	the vows so they could be close to other
[4021] 3:30:23	submit languages." Yeah. And uh overall,
[4022] 3:30:26	they did a pretty good job. Okay.
[4023] 3:30:31	Yeah.
[4024] 3:30:40	Canadian's worse. Yeah. Kaden is worse
[4025] 3:30:43	than Egyptian on this one.
[4026] 3:30:48	Yeah. Oh, yeah.
[4027] 3:30:51	And then Yeah. Yeah. That's uh Yeah. The
[4028] 3:30:55	the determining where the word
[4029] 3:30:57	separations are in Egyptian is a problem
[4030] 3:30:59	for beginners in the language. But um
[4031] 3:31:02	yeah, it's a lot it's a lot easier in
[4032] 3:31:04	Egyptian than it is in um in Acadian.
[4033] 3:31:16	Yeah. Uh, so AJ Higgins asks, "Where
[4034] 3:31:21	would you fall on the rig rigger rigger
[4035] 3:31:23	or creativity?" I'm actually a little on
[4036] 3:31:27	the creative side. Okay. I believe in
[4037] 3:31:31	I'm I'm probably on that on that uh AC
[4038] 3:31:35	just across that precipice into the
[4039] 3:31:37	creativity side, but I also believe
[4040] 3:31:40	strongly in good rigor because I've seen
[4041] 3:31:42	what happens when you don't temper your
[4042] 3:31:46	your uh world, you know, your your your
[4043] 3:31:50	creativity with rigor. It can lead you
[4044] 3:31:51	to all sorts of strange places.
[4045] 3:31:54	Okay. So,
[4046] 3:32:01	Jonathan Walker goes, "Just in case we
[4047] 3:32:02	lose the manuscripts we have today, we
[4048] 3:32:04	could make better ones with the things
[4049] 3:32:06	we know today." Um, well, if you lose
[4050] 3:32:09	the manuscripts that we have today,
[4051] 3:32:11	you'd probably have some problems. But
[4052] 3:32:14	um
[4053] 3:32:16	but you could also make some better um
[4054] 3:32:19	better decisions on essentially uh what
[4055] 3:32:24	you can um how how you parse some of
[4056] 3:32:27	that. Again, I think I think in many
[4057] 3:32:30	respects
[4058] 3:32:31	um Mazerex Maserit did a really really
[4059] 3:32:34	good job, but it's not perfect and it's
[4060] 3:32:36	not inspired. So just keep that in mind.
[4061] 3:32:41	Okay.
[4062] 3:32:43	missing it. Uh, I want to thank Bill uh,
[4063] 3:32:46	Havnneck for uh, $1.99 super chat. Thank
[4064] 3:32:49	you so much for supporting the channel.
[4065] 3:32:51	Really appreciate it.
[4066] 3:32:54	And he asks a question for another $1.99
[4067] 3:32:57	super chat. Why didn't the Egyptians do
[4068] 3:32:59	better preserving py papyrus? Um the
[4069] 3:33:03	papyrus that was preserved resulted from
[4070] 3:33:07	the um essentially there being a desert
[4071] 3:33:11	nation. Okay. Uh they didn't go out of
[4072] 3:33:14	their way to preserve papyrus. Papyrus
[4073] 3:33:16	was just preserved by the desert
[4074] 3:33:18	climate. So almost all the papyrus we
[4075] 3:33:21	have is from upper Egypt. Very little
[4076] 3:33:24	little of uh papyrus survives from lower
[4077] 3:33:27	Egypt. In fact, texts in general have
[4078] 3:33:29	not survived the climate of lower Egypt.
[4079] 3:33:31	Uh, Lower Egypt has um a high water
[4080] 3:33:35	table that's also high in salt. This
[4081] 3:33:38	destroys both papyrus and stone. Yeah,
[4082] 3:33:41	that's that's the real kicker is is that
[4083] 3:33:44	that water table will destroy stone just
[4084] 3:33:46	as easily as it destroys destroys
[4085] 3:33:48	papyrus.
[4086] 3:33:50	So,
[4087] 3:33:51	yeah, I agree with you, Johnny. Uh,
[4088] 3:33:53	Jonathan Walker, if only Avarus was dry.
[4089] 3:33:57	Oh, yeah. Uh, if Avarus was dry, we'd
[4090] 3:33:59	have so many texts. We'd have so many
[4091] 3:34:02	texts if if Avarus was dry, but it's
[4092] 3:34:05	not. It's mercy.
[4093] 3:34:09	It sucks for preservation. They found
[4094] 3:34:12	300 boule. These are these are uh clay
[4095] 3:34:16	clay seals at the scriptorum atavarus.
[4096] 3:34:19	So, they found the scriptorum.
[4097] 3:34:23	It destroyed just about everything. They
[4098] 3:34:26	found they found 300 I think it's
[4099] 3:34:28	something like 314 seals
[4100] 3:34:31	and two fragments of of clay kaoform
[4101] 3:34:36	tablets.
[4102] 3:34:37	Not enough to read.
[4103] 3:34:41	We only know from these from these from
[4104] 3:34:42	these tablets that they date to the
[4105] 3:34:46	first dynasty of Babylon.
[4106] 3:34:48	Uh we believe around the fourth ruler of
[4107] 3:34:51	of of the of the Babylonian first
[4108] 3:34:54	dynasty. But yeah. Uh
[4109] 3:34:58	oh.
[4110] 3:35:03	Jonathan Walker like to buy a J for
[4111] 3:35:06	Joseph, please.
[4112] 3:35:08	[Laughter]
[4113] 3:35:11	Yeah. Unfortunately, we don't have
[4114] 3:35:14	almost we've lost almost all of that
[4115] 3:35:17	writing. All of it. So,
[4116] 3:35:21	really pretty pretty sad. But uh there's
[4117] 3:35:24	only about 24 texts from all periods of
[4118] 3:35:26	time that come from the delta.
[4119] 3:35:30	That's how we got tens of thousands of
[4120] 3:35:32	texts from upper Egypt and two dozen for
[4121] 3:35:36	lower Egypt. That shows you how bad the
