[0] 0:22	Oh,
[3278] 2:48:40	Spelling matters.
[3279] 2:48:46	So,
[3280] 2:48:49	uh, if they are reading Nahas as Laas,
[3281] 2:48:53	yeah, they're they're just twisting the
[3282] 2:48:55	text. Okay. They're just twisting the
[3283] 2:48:57	text.
[3284] 2:48:58	to to get what they want.
[3285] 2:49:03	Sorry. Nah.
[3286] 2:49:05	Uh Nahash and Laahas aren't the same.
[3287] 2:49:10	Not even close.
[3288] 2:49:12	Thank you for playing.
[3289] 2:49:20	Okay,
[3290] 2:49:23	next one.
[3291] 2:49:36	All
[3292] 2:49:48	right. Uh, next one here. Some uh,
[3293] 2:49:52	sental apologetics for $10. Thank you
[3294] 2:49:53	for the super chat. Basically, does
[3295] 2:49:55	snake Oh. Um,
[3296] 2:49:59	uh, sound similar to whisper laas. No,
[3297] 2:50:03	not really. Oh no, no ancient Semitic
[3298] 2:50:07	speaker would have confused the two.
[3299] 2:50:09	Yeah, there would have been probably
[3300] 2:50:10	some alliteration,
[3301] 2:50:12	but alliteration is not confusion.
[3302] 2:50:17	If so, does the sound of these two types
[3303] 2:50:19	uh words create a type of word play?
[3304] 2:50:21	Sure it does. Yeah, that's very common.
[3305] 2:50:26	If so, it seems uh Quran assumed Laahas
[3306] 2:50:30	was in the Eden story.
[3307] 2:50:33	Yeah, that's because the Quran's
[3308] 2:50:34	whacked.
[3309] 2:50:36	You You can't expect coherence from the
[3310] 2:50:39	Quran. That's just silly talk.
[3311] 2:50:42	[laughter]
[3312] 2:50:42	That's crazy talk, man. Coherence from
[3313] 2:50:45	the Quran.
[3314] 2:50:50	[laughter]
[3315] 2:50:53	No. You're not going to you're not going
[3316] 2:50:55	to get any sort of coherence out of
[3317] 2:50:57	Quran.
[3318] 2:51:00	No. Um,
[3319] 2:51:04	yes, in in Ecclesiastes 10:11 there's
[3320] 2:51:07	word play. There absolutely is word play
[3321] 2:51:09	in in Ecclesiastes,
[3322] 2:51:11	but that's because the people who wrote
[3323] 2:51:13	Ecclesiastes or the person who wrote
[3324] 2:51:15	Ecclesiastes was literate.
[3325] 2:51:19	Okay,
[3326] 2:51:21	it was literate.
[3327] 2:51:25	You do have word play between serpent
[3328] 2:51:29	nahas and charmed laahas. That's word
[3329] 2:51:34	play. That's a literation. That's a
[3330] 2:51:36	literary device. You would expect
[3331] 2:51:38	literary devices from literate people.
[3332] 2:51:46	If they can't if they confused nahas and
[3333] 2:51:49	lahas.
[3334] 2:51:51	The Quran was written by illiterate
[3335] 2:51:53	people. People who couldn't understand
[3336] 2:51:56	literary devices.
[3337] 2:51:59	That's why it's whacked.
[3338] 2:52:06	Oh boy. [laughter]
[3339] 2:52:08	Slammer. So true. It is whacked. Yeah.
[3340] 2:52:13	A common lurker says, "Thank you, Dr.
[3341] 2:52:15	Faulk. I appreciate the answers and they
[3342] 2:52:17	did help. Awesome. Glad to hear that. Uh
[3343] 2:52:20	thank you very much again for those
[3344] 2:52:21	super chats and uh blessings upon you
[3345] 2:52:24	too.
[3346] 2:52:25	Okay,
[3347] 2:52:29	[laughter]
[3348] 2:52:31	that would be like untrained Bible
[3349] 2:52:33	translators. Yeah.
[3350] 2:52:37	Okay, next one here.
[3351] 2:52:40	Uh Sentinel apologetics for $2
[3352] 2:52:42	Australian. I've survived our infamous
[3353] 2:52:45	poison ivy experiment.
[3354] 2:52:48	What? You decked the halls with poison
[3355] 2:52:49	ivy? Why did you do that?
[3356] 2:52:53	Don't have enough misery in your life?
[3357] 2:52:58	Well, um, tell me how that went for you.
[3358] 2:53:03	[laughter]
[3359] 2:53:04	How bad did you break out?
[3360] 2:53:13	Okay, next one here.
[3361] 2:53:19	See here.
[3362] 2:53:25	What?
[3363] 2:53:27	Oh, yeah. We could put You know what? I
[3364] 2:53:29	I if I was to plant that on the balcony,
[3365] 2:53:31	I don't think I would want to plant
[3366] 2:53:33	poison ivy on the balcony. Now, stinging
[3367] 2:53:37	nettle.
[3368] 2:53:39	A stigma nettle. Yeah, I I I'd plant
[3369] 2:53:42	that all the time. Sting nettle is
[3370] 2:53:45	delicious.
[3371] 2:53:50	At least you can eat stinging nettle.
[3372] 2:53:56	Foodie section.
[3373] 2:53:58	You can't eat poison ivy because you can
[3374] 2:53:59	eat stinging nettle.
[3375] 2:54:12	Uh, are we at the end already? We're at
[3376] 2:54:15	the end of the super chats.
[3377] 2:54:18	Wow, it's only 11 o'clock. Dang.
[3378] 2:54:23	Well, didn't see that coming.
[3379] 2:54:28	Okay.
[3380] 2:54:34	Uh, Nightal asks, "Did Shoank reference
[3381] 2:54:36	the house of uh, DevO?" Um, I'd have to
[3382] 2:54:39	look that one up. Um, I don't think
[3383] 2:54:43	Shank references it, but he does talk
[3384] 2:54:46	about the house of the king, um, the
[3385] 2:54:49	bite Mlec. He also talks about some uh
[3386] 2:54:52	like towns that are well established in
[3387] 2:54:55	Judah like uh Beth Sheamesh. So that
[3388] 2:54:58	there there are
[3389] 2:55:00	um
[3390] 2:55:02	there are several reference to Judite
[3391] 2:55:03	towns. So
[3392] 2:55:07	um I'm not really sure though if he um
[3393] 2:55:09	I'd have to look that up uh in the um in
[3394] 2:55:14	the references to to find that out.
[3395] 2:55:17	Anyway, that's all. Uh, so do we have
[3396] 2:55:20	any non-s super chats
[3397] 2:55:25	or were we the end the end of all
[3398] 2:55:29	things?
[3399] 2:55:44	>> Okay.
[3400] 2:55:53	Uh, I see one here from Risen Draco who
[3401] 2:55:55	I want to take. Um, he says, "Do you
[3402] 2:55:58	know the article off the top of my head
[3403] 2:56:00	about late Bronze Age and I uh Iron Age
[3404] 2:56:03	artifacts at a tell uh that was actually
[3405] 2:56:05	in the original um
[3406] 2:56:09	um
[3407] 2:56:10	field report.
[3408] 2:56:12	Let's see what was it now.
[3409] 2:56:15	They ascribe they don't describe it to
[3410] 2:56:18	their dating is a kind of off
[3411] 2:56:22	um but they ascribe it to
[3412] 2:56:25	1200 BC. So um
[3413] 2:56:32	let me just uh look see if I can find
[3414] 2:56:34	the the artic uh the book here. It's
[3415] 2:56:37	actually the book on eight tellaway.
[3416] 2:56:47	Uh it's in Callaway. It's an early
[3417] 2:56:50	bronze citadel and
[3418] 2:56:53	uh lower city at I8el.
[3419] 2:56:56	Um I cannot reme don't remember what the
[3420] 2:56:58	exact page it's on.
[3421] 2:57:01	Do I even have a Please tell me I
[3422] 2:57:04	actually
[3423] 2:57:13	take a moment to pull it up even if it's
[3424] 2:57:14	there.
[3425] 2:57:26	Yeah, this will take forever. So it's in
[3426] 2:57:28	the it's it's it's in Joseph Callaway's
[3427] 2:57:31	book. Um he doesn't ascribe it to late
[3428] 2:57:34	Bronze Age 2 and Iron Age 1, but what he
[3429] 2:57:37	says is it dates to 1200 BC. 1 1200 D BC
[3430] 2:57:42	is late Bronze 2b Iron Age 1. So take
[3431] 2:57:48	that as for for what it is. Okay. So So
[3432] 2:57:54	that's where it's in. It's in it's in
[3433] 2:57:55	Callaway's report.
[3434] 2:57:59	Okay. Uh, next one here. I did see a
[3435] 2:58:01	couple member questions come in. Uh,
[3436] 2:58:06	Scott Waran asks a member question. Uh,
[3437] 2:58:09	which esquetology itinerary are you
[3438] 2:58:12	leaning towards? Prepost
[3439] 2:58:15	ammy
[3440] 2:58:18	uh premenialism, millennialism,
[3441] 2:58:21	literally figurally. How much predtoism?
[3442] 2:58:23	Uh, okay.
[3443] 2:58:26	Um my um my esquetology
[3444] 2:58:30	is posttribulation
[3445] 2:58:34	historic premillennial.
[3446] 2:58:36	Okay, that's my esquetology.
[3447] 2:58:39	Uh I don't like predtoism. Just cannot
[3448] 2:58:41	stand it in any of its forms. Um I don't
[3449] 2:58:44	like partial predtoism. I don't like um
[3450] 2:58:46	like full predtoism. I think full
[3451] 2:58:48	predtoism is heresy. It's just outright
[3452] 2:58:50	heresy. Um, but I don't really care for
[3453] 2:58:54	partial predtoism either. Um, but so I'm
[3454] 2:58:58	I I tend to be a futurist. I I am um
[3455] 2:59:03	posttribulation
[3456] 2:59:05	pre-millennial, historic premillennial,
[3457] 2:59:08	not dispensational premillennial.
[3458] 2:59:11	Okay, so I hope that helps.
[3459] 2:59:14	Um, PA88
[3460] 2:59:16	for 1999, thank you for the super chat.
[3461] 2:59:19	and he says he'd like to sponsor a
[3462] 2:59:21	question.
[3463] 2:59:34	>> Okay. Oh, okay. Um,
[3464] 2:59:38	>> 10, what was it?
[3465] 2:59:40	>> 10:55.
[3466] 2:59:45	I'll take that one, though, because we
[3467] 2:59:46	know who that is.
[3468] 2:59:48	Okay.
[3469] 2:59:50	Uh, what is your opinion with the
[3470] 2:59:52	kneeling figure associated with Joo on
[3471] 2:59:54	the black obelisks? Do you think it
[3472] 2:59:56	represents Joo himself or an Israelite
[3473] 2:59:58	servant tribute bearer on his behalf?
[3474] 3:00:01	Uh, I think it's Joo. Okay. Um,
[3475] 3:00:05	it's uh the um
[3476] 3:00:09	the obelisk has um
[3477] 3:00:12	uh actual um captions. Now, here's one
[3478] 3:00:16	of the things you have to understand
[3479] 3:00:17	about the black obelisk of Shamanzer
[3480] 3:00:20	III.
[3481] 3:00:22	Almost every every picture I've seen of
[3482] 3:00:24	this gets this wrong. Okay? They always
[3483] 3:00:28	show the caption on the bottom of the of
[3484] 3:00:31	the uh register.
[3485] 3:00:33	The caption on Syrian
[3486] 3:00:37	um reliefs is always on top. Okay.
[3487] 3:00:42	[laughter]
[3488] 3:00:43	So, so, um, if they if they take the
[3489] 3:00:46	picture correctly, the captions on the
[3490] 3:00:48	top and then they've got the picture of
[3491] 3:00:50	Joo below it. So, it's it's it's not the
[3492] 3:00:53	same as how we do captions. We do
[3493] 3:00:55	captions on the bottom. They did
[3494] 3:00:56	captions on the top. Okay. So, that's a
[3495] 3:00:59	cool little fact. It does say it's Joo
[3496] 3:01:03	bowing before Shaman III. Okay. Um, so I
[3497] 3:01:09	don't think it's a tribute bearer. I
[3498] 3:01:11	think it is Joo. Uh that's because
[3499] 3:01:14	Shamanzer did require
[3500] 3:01:17	um his vassels to make appearances
[3501] 3:01:21	before him on occasions. So,
[3502] 3:01:29	okay. So,
[3503] 3:01:34	um so that's really what I think is
[3504] 3:01:36	going on there. So, I I don't think
[3505] 3:01:38	that's just a tribute bear. I think
[3506] 3:01:40	that's actually Joo because that's
[3507] 3:01:43	that's a big deal. That's that's a
[3508] 3:01:48	that's the way Assyrian kings asserted
[3509] 3:01:53	their power
[3510] 3:01:55	is they would have their vassels on
[3511] 3:01:57	occasion travel to them to present
[3512] 3:02:01	tribute.
[3513] 3:02:03	It was also a way of them say assuring
[3514] 3:02:05	loyalty. Okay, you're be you're loyal
[3515] 3:02:08	because you're leaving your comfort zone
[3516] 3:02:12	and showing up to the king and you're
[3517] 3:02:14	bowing before him to present all this
[3518] 3:02:16	tribute. Okay,
[3519] 3:02:20	so
[3520] 3:02:22	um so that's what's going on there. So I
[3521] 3:02:26	hope that helped. Uh thank you very much
[3522] 3:02:28	for the question. I want to thank PA888
[3523] 3:02:31	for sponsoring that question. very very
[3524] 3:02:34	much appreciated and thank you for that
[3525] 3:02:35	generous super chat.
[3526] 3:02:39	Okay. Uh Scott Worin says, "Post
[3527] 3:02:41	tribulation refers to a Christian
[3528] 3:02:43	esquetology belief that the rapture
[3529] 3:02:46	gathering of believers and Christ's
[3530] 3:02:47	second coming happened together at the
[3531] 3:02:49	end of the great tribulation." Yes, it
[3532] 3:02:51	does. Okay. Yeah.
[3533] 3:02:54	So,
[3534] 3:02:56	basically, it's like this. Okay.
[3535] 3:02:59	It's the separation of the wheat and
[3536] 3:03:01	tears.
[3537] 3:03:02	It's a separation of the wheat and
[3538] 3:03:03	tears. Here's here's what I've I've come
[3539] 3:03:05	down to thinking as far as my my
[3540] 3:03:07	thoughts on esquetology as far as quote
[3541] 3:03:10	the rapture goes.
[3542] 3:03:13	I think that the rapture is largely
[3543] 3:03:15	misunderstood
[3544] 3:03:17	as not the collection of believers
[3545] 3:03:21	but the gathering of the tears.
[3546] 3:03:25	We see this for example in the parables
[3547] 3:03:27	of Christ where you have the sewer and
[3548] 3:03:31	the wheat and the tears. Okay. Sewer
[3549] 3:03:33	goes he he he sews some te uh wheat and
[3550] 3:03:37	an enemy comes at night and and and sews
[3551] 3:03:39	tears among them. And the servants panic
[3552] 3:03:42	go master what do we do? Your enemy has
[3553] 3:03:46	come at night and sew tears among your
[3554] 3:03:48	wheat.
[3555] 3:03:50	Do we rip him up? And the master goes,
[3556] 3:03:52	"No, no, no. Wait for the harvest.
[3557] 3:03:56	And when the harvest is done, the angels
[3558] 3:03:59	will collect the tears and burn them.
[3559] 3:04:04	And then the wheat will be gathered into
[3560] 3:04:07	the storehouse." Okay. So,
[3561] 3:04:12	so given that order of of
[3562] 3:04:16	and you see this order all the time in
[3563] 3:04:18	the parables,
[3564] 3:04:20	it's gather the unbeliever
[3565] 3:04:23	for summary punishment and then the
[3566] 3:04:27	believers. Okay?
[3567] 3:04:30	So,
[3568] 3:04:32	it's it's the it's the idea that there's
[3569] 3:04:35	the post-tribulation idea is that there
[3570] 3:04:37	is summary punishment. And that's the
[3571] 3:04:39	rapture.
[3572] 3:04:42	The rapture is not the gathering of
[3573] 3:04:43	believers.
[3574] 3:04:45	It's the gathering of the unbelievers
[3575] 3:04:48	for the great wine press of the Lord,
[3576] 3:04:50	the great squish,
[3577] 3:04:53	the battle of Megiddo, the great feast
[3578] 3:04:56	of the lamb. It goes by many, many
[3579] 3:04:58	names. Okay. Um, and you see uh you see
[3580] 3:05:02	this, you know, call out the birds of
[3581] 3:05:05	the air for the we are about to witness
[3582] 3:05:08	the great feast of the lamb.
[3583] 3:05:12	You know that's
[3584] 3:05:14	that's those are vultures.
[3585] 3:05:17	You know they're calling vultures.
[3586] 3:05:22	It's not a pretty picture.
[3587] 3:05:25	>> Happy thought.
[3588] 3:05:25	>> It's not a happy thought. No, this is
[3589] 3:05:28	not left behind. Sorry, Jerry Jenkins.
[3590] 3:05:31	Um, [laughter]
[3591] 3:05:32	this is not left behind. The the the
[3592] 3:05:35	believer the tour in field, one will be
[3593] 3:05:37	taken, one will be left behind. The one
[3594] 3:05:39	that's taken, they're going to the great
[3595] 3:05:41	wine press,
[3596] 3:05:43	the great squish.
[3597] 3:05:46	Okay.
[3598] 3:05:49	So,
[3599] 3:05:51	um
[3600] 3:05:52	it's it's it's
[3601] 3:05:54	uh
[3602] 3:05:57	Scott Worth and says, "Oh, separating
[3603] 3:05:59	the wheat from the chaff sounds kind of
[3604] 3:06:00	like a like a parable moderated form of
[3605] 3:06:04	dispensationalism." It's not. It's it's
[3606] 3:06:05	right from the biblical text. Has
[3607] 3:06:07	nothing to do with dispensationalism.
[3608] 3:06:10	Yes, you are missing the the the core
[3609] 3:06:12	concept completely.
[3610] 3:06:14	Um
[3611] 3:06:15	>> but most people do.
[3612] 3:06:18	>> Yeah. Yeah, most people do miss this.
[3613] 3:06:21	So, you're not alone in in in not
[3614] 3:06:23	understanding this.
[3615] 3:06:23	>> People have been teaching
[3616] 3:06:26	>> Yeah, people have been teaching say uh
[3617] 3:06:29	the Tim Laay
[3618] 3:06:31	um uh dispensational um premillenn
[3619] 3:06:36	pre-tribulationalism now for about a
[3620] 3:06:37	hundred years and and it's and it's sort
[3621] 3:06:40	of rotted away people's brains when it
[3622] 3:06:42	comes to actually understanding the
[3623] 3:06:44	symbolism involved here.
[3624] 3:06:46	>> So, into argu pre-trip, post-trib.
[3625] 3:06:50	>> Yeah.
[3626] 3:06:50	>> They miss what
[3627] 3:06:54	the actual words.
[3628] 3:06:57	>> Yeah, they do. No, I mean you look at
[3629] 3:07:00	say all the symbolism in revelation as
[3630] 3:07:03	well as the parables of Christ as far as
[3631] 3:07:07	esquetology are concerned
[3632] 3:07:10	and they doveetail nicely. They they are
[3633] 3:07:13	absolutely compatible with each other.
[3634] 3:07:15	But you do have to take things in the
[3635] 3:07:18	order that the Lord has presented and
[3636] 3:07:21	it's clearest in the gospels.
[3637] 3:07:24	And once you understand the gospel
[3638] 3:07:26	approach to this, then the the rest of
[3639] 3:07:29	it is just um you know just sort of
[3640] 3:07:32	putting the rest together. It's just
[3641] 3:07:37	so I mean
[3642] 3:07:39	the the the the separation the parable
[3643] 3:07:42	of the wheat and the chass have nothing
[3644] 3:07:43	to do with dispensationalism.
[3645] 3:07:45	Dispensationalism is is the idea of ages
[3646] 3:07:48	of grace. That's what dispensational is.
[3647] 3:07:51	It it there was the idea of
[3648] 3:07:53	dispensationalism is that there's seven
[3649] 3:07:56	um ages of grace. Each each age has a
[3650] 3:07:59	different criteria for age of grace.
[3651] 3:08:04	Okay.
[3652] 3:08:06	So
[3653] 3:08:08	you have the age of law which is
[3654] 3:08:10	supposedly garden of Eden. Um the age of
[3655] 3:08:14	uh or sorry the age of um obedience uh
[3656] 3:08:17	which is the garden of Eden. There's an
[3657] 3:08:19	age of law which is the Sinai covenant.
[3658] 3:08:21	And it just goes on and on and on with
[3659] 3:08:23	these various different criteria uh
[3660] 3:08:26	which make no sense at all. Okay. Uh in
[3661] 3:08:30	fact many of the big dispensational
[3662] 3:08:32	schools have pretty much abandoned
[3663] 3:08:34	dispensationalism
[3664] 3:08:36	uh because it's a croc and it and it
[3665] 3:08:38	doesn't fit with a um say a proper
[3666] 3:08:42	reading of the Bible from its original
[3667] 3:08:44	languages. This is why, for example,
[3668] 3:08:45	Dallas Theological Seminary doesn't
[3669] 3:08:48	teach dispensationalism anymore in its
[3670] 3:08:51	Greek and Hebrew program. You know, its
[3671] 3:08:54	thm program doesn't teach
[3672] 3:08:55	dispensationalism anymore. They still
[3673] 3:08:58	teach it, I think, to some small degree
[3674] 3:09:00	in the English Bible department.
[3675] 3:09:04	You know, the English Bible department
[3676] 3:09:06	at uh Dallas Theological Seminary never
[3677] 3:09:10	met a version of the Greek that they
[3678] 3:09:11	liked. [laughter]
[3679] 3:09:14	Okay. So, you know, those those those
[3680] 3:09:18	teachers who teach in that department
[3681] 3:09:21	may not even be literate in Greek,
[3682] 3:09:24	Hebrew, or English.
[3683] 3:09:27	We won't go into that. But,
[3684] 3:09:31	okay. So, so this is not has nothing to
[3685] 3:09:34	do with dispensationalism at all.
[3686] 3:09:37	Okay. So,
[3687] 3:09:39	uh anything else we want to cover?
[3688] 3:09:51	Did you want to answer Gabriel's?
[3689] 3:09:54	Would you consider
[3690] 3:10:03	11:03?
[3691] 3:10:05	Okay. 11:03.
[3692] 3:10:07	Uh, Gabriel Pro asks the question,
[3693] 3:10:10	"Would you consider writing a book,
[3694] 3:10:12	editing, or contributing to a work about
[3695] 3:10:13	the historicity of the Exodus?" Um, I've
[3696] 3:10:16	already contributed a chapter on the
[3697] 3:10:19	Exodus to what was it, the um, Baker's
[3698] 3:10:23	backgrounds of the Old Testament book.
[3699] 3:10:25	Um, so I have a chapter in there. Um,
[3700] 3:10:29	they didn't exactly like my contribution
[3701] 3:10:31	that much to be honest. Um,
[3702] 3:10:35	you know, the fact is that, uh,
[3703] 3:10:38	when I basically came out as a strong
[3704] 3:10:41	late dater,
[3705] 3:10:43	um,
[3706] 3:10:44	the editors just sort of screamed. Uh,
[3707] 3:10:46	the funny thing was when I wrote that
[3708] 3:10:48	chapter,
[3709] 3:10:50	um, I was told that I would be given
[3710] 3:10:52	free reign to write whatever I want.
[3711] 3:10:56	And so, okay, I did great. Fantastic. I
[3712] 3:10:59	get to write finally about um the
[3713] 3:11:01	historicity of and the late Exodus view
[3714] 3:11:06	and the eders flipped out. The eders
[3715] 3:11:09	flipped out.
[3716] 3:11:11	They said I I told them you know hey
[3717] 3:11:15	they said they said you can't write
[3718] 3:11:17	that. Said why not? You told me I could
[3719] 3:11:19	write anything I want. They said well we
[3720] 3:11:22	didn't think you'd write that.
[3721] 3:11:24	[laughter]
[3722] 3:11:30	>> [laughter]
[3723] 3:11:35	>> Yeah.
[3724] 3:11:40	>> Yeah.
[3725] 3:11:41	Oh, yeah. that I mean I had this I had
[3726] 3:11:43	this problem too with say the my book on
[3727] 3:11:45	the ark of the covenant where uh
[3728] 3:11:50	I basically said you know hey you know I
[3729] 3:11:52	got to include dates here because you
[3730] 3:11:55	know the the ark of the covenant is in a
[3731] 3:11:58	certain historical context according to
[3732] 3:12:00	the iconography and we can all that that
[3733] 3:12:02	all that iconography can be dated you
[3734] 3:12:06	know down to plus or minus five years.
[3735] 3:12:09	So, you know, the editors had flipped
[3736] 3:12:10	out and goes, "Well, you know, uh, our
[3737] 3:12:14	our early Exodus people are going to
[3738] 3:12:16	going to flip out over this." Okay, is
[3739] 3:12:19	that my problem? But, um, [laughter]
[3740] 3:12:22	uh, they said, "Okay, well, we'll let
[3741] 3:12:24	you do it, but you have to explain your
[3742] 3:12:26	view on the Exodus." And it's like, "Oh,
[3743] 3:12:29	yeah. Throw me in the brier bush. Don't
[3744] 3:12:32	throw me in the brier bush, please.
[3745] 3:12:34	please. [laughter]
[3746] 3:12:38	It's like,
[3747] 3:12:42	so I ended up giving a little defense of
[3748] 3:12:44	the late Exodus date in in my Ark of the
[3749] 3:12:47	Covenant book and then they allowed me
[3750] 3:12:48	to to use actual dates
[3751] 3:12:51	and it was just like, okay, you know,
[3752] 3:12:54	but I I couldn't imagine. It's like how
[3753] 3:12:57	do you write a book on Egyptology
[3754] 3:13:00	and dating
[3755] 3:13:02	iconography
[3756] 3:13:05	using the dates of kings? We all know
[3757] 3:13:07	what what when that iconography dates
[3758] 3:13:09	because it's all labeled by the dates of
[3759] 3:13:10	kings.
[3760] 3:13:12	And it's like [laughter]
[3761] 3:13:14	it's like um
[3762] 3:13:17	we know the dates. We have the dates.
[3763] 3:13:22	>> Yeah. It's not a lack of evidence. It's
[3764] 3:13:25	a lack of
[3765] 3:13:27	>> Yeah. [laughter]
[3766] 3:13:30	Please, Brer Fox. Yeah, that's about it.
[3767] 3:13:34	Please, please don't throw me in the
[3768] 3:13:36	prior bush. Breer Fox.
[3769] 3:13:39	Night owl, I love that portion of your
[3770] 3:13:41	book.
[3771] 3:13:46	Yeah, the publisher made me do it, so
[3772] 3:13:48	that was even better.
[3773] 3:13:52	But, you know, if you know the if you
[3774] 3:13:54	know the the reign of an Egyptian king,
[3775] 3:13:56	you know his dates pretty much because
[3776] 3:13:59	the chronology is that refined at this
[3777] 3:14:01	point. So, it's like,
[3778] 3:14:04	you expect me to write a book
[3779] 3:14:08	naming kings but not the dates? Uh,
[3780] 3:14:12	what? [laughter]
[3781] 3:14:14	That's not the way this works.
[3782] 3:14:29	Yeah.
[3783] 3:14:32	Okay. So, um so absolutely we do have um
[3784] 3:14:38	so then with that said uh was get back
[3785] 3:14:41	to that question here. Where was the
[3786] 3:14:43	question?
[3787] 3:14:45	Um
[3788] 3:14:47	we I would I am working right now on a
[3789] 3:14:51	chapter
[3790] 3:14:53	um for a book hopefully that will be
[3791] 3:14:56	given the green light by a publisher on
[3792] 3:14:58	the historicity of the Exodus. Okay.
[3793] 3:15:02	Um but
[3794] 3:15:05	um
[3795] 3:15:07	there's still a lot of uncertainty of
[3796] 3:15:09	whether that's going to that project is
[3797] 3:15:10	going to come to fruition.
[3798] 3:15:13	Okay. Um,
[3799] 3:15:15	the publisher I'm dealing with here is
[3800] 3:15:17	not convinced
[3801] 3:15:19	that can't see really see the vision
[3802] 3:15:22	that I see for this book.
[3803] 3:15:24	So,
[3804] 3:15:27	um, it's the question is, am I going to
[3805] 3:15:30	make it through the publisher? If I'm
[3806] 3:15:32	going to make it past the publisher,
[3807] 3:15:35	then we'll get a green light here. If we
[3808] 3:15:37	don't, then it's just more issues. But
[3809] 3:15:41	um
[3810] 3:15:43	but uh yeah, I would say it's not a
[3811] 3:15:46	certain deal at this point. So um but we
[3812] 3:15:51	thought it was Yeah. But then the
[3813] 3:15:53	publisher said, "Ah,
[3814] 3:15:58	I hate dealing with publishers so much."
[3815] 3:16:05	Yeah. By by the time you get through all
[3816] 3:16:07	the loopholes, I mean, I love working
[3817] 3:16:09	with editors. I love working with
[3818] 3:16:11	editors. Editors can help me make books
[3819] 3:16:13	better. Publishers, not necessarily.
[3820] 3:16:26	So,
[3821] 3:16:28	so yeah, I um
[3822] 3:16:32	it's a lot of it's a lot of hassle to
[3823] 3:16:35	deal with a publisher right up to the
[3824] 3:16:38	point where I mean work as I say working
[3825] 3:16:41	with the editors can be fine. Um I I
[3826] 3:16:44	find that most of the editors I've
[3827] 3:16:45	worked with have been very handsoff. Not
[3828] 3:16:48	a lot of them have get get in the way.
[3829] 3:16:51	Um,
[3830] 3:16:54	and if you really really believe in
[3831] 3:16:56	something, a a editor will usually let
[3832] 3:16:58	you do it.
[3833] 3:17:01	The publisher, however, can be can be an
[3834] 3:17:04	issue. U, they did want me to take out a
[3835] 3:17:08	lot of my humor. Um, [laughter]
[3836] 3:17:12	they were they were not always happy
[3837] 3:17:14	with my sense of humor. [laughter]
[3838] 3:17:19	But, you know, we got most 90% of it in.
[3839] 3:17:21	So,
[3840] 3:17:25	yeah. For some reason, for some reason,
[3841] 3:17:27	Hendrickson did not like my joke about
[3842] 3:17:30	Christmas being a wealth redistribution
[3843] 3:17:33	scheme. [laughter]
[3844] 3:17:37	I I think Christmas is a wealth
[3845] 3:17:38	redistribution scheme. I mean, what?
[3846] 3:17:41	[laughter]
[3847] 3:17:43	But they thought that that might have
[3848] 3:17:44	been rubbed their audience the wrong
[3849] 3:17:46	way. [laughter]
[3850] 3:17:51	Oh well.
[3851] 3:17:54	Okay. I see something coming in right
[3852] 3:17:56	now from Sen Apologetics here.
[3853] 3:17:59	Uh he says, uh for $10 Australian, thank
[3854] 3:18:03	you for the super chat. Thanks for
[3855] 3:18:04	answering. I also found that the
[3856] 3:18:06	septuagent has uh
[3857] 3:18:10	theos
[3858] 3:18:13	in Ecclesiastes 10:11 and a lectionary
[3859] 3:18:17	on this refers to the desert fathers
[3860] 3:18:19	also using the Greek term regarding
[3861] 3:18:21	Satan tempting Eve. Okay.
[3862] 3:18:24	Yeah, I'm not an expert on septuagent uh
[3863] 3:18:28	um Greek, but um yeah,
[3864] 3:18:32	sure. The Hebrew is the Hebrew is pretty
[3865] 3:18:35	explicit anyway. So,
[3866] 3:18:38	okay.
[3867] 3:18:41	Awesome.
[3868] 3:18:45	All right. So, uh, anything else? All
[3869] 3:18:48	right. Are we done for the night?
[3870] 3:18:53	Done for the night.
[3871] 3:18:56	Leave early. Uh,
[3872] 3:18:59	do I get to leave early?
[3873] 3:19:05	I think we covered showank already.
[3874] 3:19:07	>> Uh,
[3875] 3:19:12	back at
[3876] 3:19:23	um, which one?
[3877] 3:19:29	Okay, I'll get the one from Rob.
[3878] 3:19:31	Uh, Rob for $5. Thank you for the super
[3879] 3:19:34	chat. And he, the monk, uh, Hyperkus,
[3880] 3:19:38	Hyper Hyperius,
[3881] 3:19:40	uh, said again, the serpent of drove Eve
[3882] 3:19:44	out of paradise by whispering
[3883] 3:19:47	Scytherus to her. Okay.
[3884] 3:19:52	Okay. Now, that's a that's that's
[3885] 3:19:54	definitely some Greek going on here. Um,
[3886] 3:19:57	serpent of office. Okay. That's um that
[3887] 3:20:00	one I'm familiar with. Now
[3888] 3:20:03	um
[3889] 3:20:07	I am going to question here for that
[3890] 3:20:10	statement that when I see something like
[3891] 3:20:12	that um
[3892] 3:20:15	I thinknosticism.
[3893] 3:20:18	Okay.
[3894] 3:20:20	There is um there was a sect of gnostics
[3895] 3:20:24	called the oites.
[3896] 3:20:28	And they use this term of office to
[3897] 3:20:31	reference the serpent um specifically.
[3898] 3:20:37	And they
[3899] 3:20:40	believed that the serpent had secret
[3900] 3:20:45	knowledge.
[3901] 3:20:48	Okay?
[3902] 3:20:49	So
[3903] 3:20:51	they would be this serpent would be
[3904] 3:20:53	whispering that secret knowledge to Eve.
[3905] 3:20:56	to pass it on.
